country,variant,freq,year,infantmortalityper1000livebirth
332,estimates,5yearly,1950,221.451
332,estimates,5yearly,1955,194.929
332,estimates,5yearly,1960,171.629
332,estimates,5yearly,1965,151.121
332,estimates,5yearly,1970,135.606
332,estimates,5yearly,1975,131.881
332,estimates,5yearly,1980,123.195
332,estimates,5yearly,1985,100.957
332,estimates,5yearly,1990,85.783
332,estimates,5yearly,1995,70.253
332,estimates,5yearly,2000,56.047
332,estimates,5yearly,2005,52.212
332,estimates,5yearly,2010,46.943
332,medium_variant,5yearly,2015,41.938
332,medium_variant,5yearly,2020,38.01
332,medium_variant,5yearly,2025,34.572
332,medium_variant,5yearly,2030,31.316
332,medium_variant,5yearly,2035,28.34
332,medium_variant,5yearly,2040,25.716
332,medium_variant,5yearly,2045,23.575
332,medium_variant,5yearly,2050,21.539
332,medium_variant,5yearly,2055,19.849
332,medium_variant,5yearly,2060,18.28
332,medium_variant,5yearly,2065,16.841
332,medium_variant,5yearly,2070,15.495
332,medium_variant,5yearly,2075,14.495
332,medium_variant,5yearly,2080,13.547
332,medium_variant,5yearly,2085,12.679
332,medium_variant,5yearly,2090,11.834
332,medium_variant,5yearly,2095,11.08
