country,variant,freq,year,infantmortalityper1000livebirth
262,estimates,5yearly,1950,154.286
262,estimates,5yearly,1955,143.369
262,estimates,5yearly,1960,131.296
262,estimates,5yearly,1965,120.236
262,estimates,5yearly,1970,104.015
262,estimates,5yearly,1975,96.379
262,estimates,5yearly,1980,87.378
262,estimates,5yearly,1985,81.245
262,estimates,5yearly,1990,76.127
262,estimates,5yearly,1995,71.771
262,estimates,5yearly,2000,68.121
262,estimates,5yearly,2005,63.432
262,estimates,5yearly,2010,55.295
262,medium_variant,5yearly,2015,50.742
262,medium_variant,5yearly,2020,46.852
262,medium_variant,5yearly,2025,43.429
262,medium_variant,5yearly,2030,40.351
262,medium_variant,5yearly,2035,37.563
262,medium_variant,5yearly,2040,34.98
262,medium_variant,5yearly,2045,32.156
262,medium_variant,5yearly,2050,29.686
262,medium_variant,5yearly,2055,27.441
262,medium_variant,5yearly,2060,25.312
262,medium_variant,5yearly,2065,23.45
262,medium_variant,5yearly,2070,21.682
262,medium_variant,5yearly,2075,19.982
262,medium_variant,5yearly,2080,18.372
262,medium_variant,5yearly,2085,17.041
262,medium_variant,5yearly,2090,15.889
262,medium_variant,5yearly,2095,14.796
262,estimates,5yearly,Regi,Djibouti
262,medium_variant,5yearly,Regi,Djibouti
