country,variant,freq,year,infantmortalityper1000livebirth
466,estimates,5yearly,1950,242.162
466,estimates,5yearly,1955,223.691
466,estimates,5yearly,1960,207.042
466,estimates,5yearly,1965,191.599
466,estimates,5yearly,1970,176.342
466,estimates,5yearly,1975,162.769
466,estimates,5yearly,1980,150.697
466,estimates,5yearly,1985,139.029
466,estimates,5yearly,1990,127.009
466,estimates,5yearly,1995,121.268
466,estimates,5yearly,2000,106.593
466,estimates,5yearly,2005,89.117
466,estimates,5yearly,2010,78.502
466,medium_variant,5yearly,2015,65.833
466,medium_variant,5yearly,2020,55.594
466,medium_variant,5yearly,2025,47.453
466,medium_variant,5yearly,2030,40.984
466,medium_variant,5yearly,2035,35.873
466,medium_variant,5yearly,2040,31.116
466,medium_variant,5yearly,2045,27.262
466,medium_variant,5yearly,2050,24.248
466,medium_variant,5yearly,2055,21.715
466,medium_variant,5yearly,2060,19.625
466,medium_variant,5yearly,2065,17.801
466,medium_variant,5yearly,2070,16.155
466,medium_variant,5yearly,2075,15.039
466,medium_variant,5yearly,2080,13.962
466,medium_variant,5yearly,2085,13.066
466,medium_variant,5yearly,2090,12.214
466,medium_variant,5yearly,2095,11.41
466,estimates,5yearly,Regi,Mali
466,medium_variant,5yearly,Regi,Mali
