country,variant,freq,year,infantmortalityper1000livebirth
320,estimates,5yearly,1950,168.505
320,estimates,5yearly,1955,154.61
320,estimates,5yearly,1960,140.6
320,estimates,5yearly,1965,126.779
320,estimates,5yearly,1970,111.899
320,estimates,5yearly,1975,96.501
320,estimates,5yearly,1980,81.644
320,estimates,5yearly,1985,68.106
320,estimates,5yearly,1990,55.332
320,estimates,5yearly,1995,44.945
320,estimates,5yearly,2000,37.257
320,estimates,5yearly,2005,31.265
320,estimates,5yearly,2010,26.945
320,medium_variant,5yearly,2015,22.21
320,medium_variant,5yearly,2020,18.386
320,medium_variant,5yearly,2025,15.288
320,medium_variant,5yearly,2030,12.989
320,medium_variant,5yearly,2035,11.39
320,medium_variant,5yearly,2040,9.996
320,medium_variant,5yearly,2045,8.755
320,medium_variant,5yearly,2050,7.695
320,medium_variant,5yearly,2055,6.751
320,medium_variant,5yearly,2060,5.968
320,medium_variant,5yearly,2065,5.34
320,medium_variant,5yearly,2070,4.814
320,medium_variant,5yearly,2075,4.369
320,medium_variant,5yearly,2080,3.984
320,medium_variant,5yearly,2085,3.649
320,medium_variant,5yearly,2090,3.365
320,medium_variant,5yearly,2095,3.105
