country,variant,freq,year,infantmortalityper1000livebirth
108,estimates,5yearly,1950,166.6
108,estimates,5yearly,1955,157.524
108,estimates,5yearly,1960,148.765
108,estimates,5yearly,1965,140.391
108,estimates,5yearly,1970,136.567
108,estimates,5yearly,1975,125.044
108,estimates,5yearly,1980,117.17
108,estimates,5yearly,1985,112.302
108,estimates,5yearly,1990,120.525
108,estimates,5yearly,1995,102.69
108,estimates,5yearly,2000,94.576
108,estimates,5yearly,2005,86.242
108,estimates,5yearly,2010,77.85
108,medium_variant,5yearly,2015,68.81
108,medium_variant,5yearly,2020,60.724
108,medium_variant,5yearly,2025,53.558
108,medium_variant,5yearly,2030,46.972
108,medium_variant,5yearly,2035,41.362
108,medium_variant,5yearly,2040,36.479
108,medium_variant,5yearly,2045,32.352
108,medium_variant,5yearly,2050,28.33
108,medium_variant,5yearly,2055,24.997
108,medium_variant,5yearly,2060,22.199
108,medium_variant,5yearly,2065,19.783
108,medium_variant,5yearly,2070,17.718
108,medium_variant,5yearly,2075,15.841
108,medium_variant,5yearly,2080,14.503
108,medium_variant,5yearly,2085,13.3
108,medium_variant,5yearly,2090,12.212
108,medium_variant,5yearly,2095,11.263
