country,variant,freq,year,infantmortalityper1000livebirth
512,estimates,5yearly,1950,210.954
512,estimates,5yearly,1955,180.415
512,estimates,5yearly,1960,153.771
512,estimates,5yearly,1965,130.682
512,estimates,5yearly,1970,108.946
512,estimates,5yearly,1975,82.635
512,estimates,5yearly,1980,59.433
512,estimates,5yearly,1985,42.114
512,estimates,5yearly,1990,30.87
512,estimates,5yearly,1995,21.707
512,estimates,5yearly,2000,14.639
512,estimates,5yearly,2005,9.774
512,estimates,5yearly,2010,9.599
512,medium_variant,5yearly,2015,7.845
512,medium_variant,5yearly,2020,6.68
512,medium_variant,5yearly,2025,5.72
512,medium_variant,5yearly,2030,4.997
512,medium_variant,5yearly,2035,4.477
512,medium_variant,5yearly,2040,4.032
512,medium_variant,5yearly,2045,3.667
512,medium_variant,5yearly,2050,3.377
512,medium_variant,5yearly,2055,3.117
512,medium_variant,5yearly,2060,2.886
512,medium_variant,5yearly,2065,2.681
512,medium_variant,5yearly,2070,2.491
512,medium_variant,5yearly,2075,2.316
512,medium_variant,5yearly,2080,2.156
512,medium_variant,5yearly,2085,2.021
512,medium_variant,5yearly,2090,1.896
512,medium_variant,5yearly,2095,1.776
512,estimates,5yearly,Regi,Oman
512,medium_variant,5yearly,Regi,Oman
