country,variant,freq,year,infantmortalityper1000livebirth
196,estimates,5yearly,1950,64.936
196,estimates,5yearly,1955,51.135
196,estimates,5yearly,1960,40.176
196,estimates,5yearly,1965,31.504
196,estimates,5yearly,1970,24.681
196,estimates,5yearly,1975,19.296
196,estimates,5yearly,1980,15.091
196,estimates,5yearly,1985,11.786
196,estimates,5yearly,1990,9.185
196,estimates,5yearly,1995,7.156
196,estimates,5yearly,2000,5.587
196,estimates,5yearly,2005,4.353
196,estimates,5yearly,2010,4.199
196,medium_variant,5yearly,2015,3.543
196,medium_variant,5yearly,2020,3.15
196,medium_variant,5yearly,2025,2.829
196,medium_variant,5yearly,2030,2.558
196,medium_variant,5yearly,2035,2.352
196,medium_variant,5yearly,2040,2.161
196,medium_variant,5yearly,2045,2.001
196,medium_variant,5yearly,2050,1.85
196,medium_variant,5yearly,2055,1.714
196,medium_variant,5yearly,2060,1.589
196,medium_variant,5yearly,2065,1.483
196,medium_variant,5yearly,2070,1.378
196,medium_variant,5yearly,2075,1.298
196,medium_variant,5yearly,2080,1.222
196,medium_variant,5yearly,2085,1.152
196,medium_variant,5yearly,2090,1.082
196,medium_variant,5yearly,2095,1.027
196,estimates,5yearly,Regi,Cyprus
196,medium_variant,5yearly,Regi,Cyprus
