country,variant,freq,year,infantmortalityper1000livebirth
686,estimates,5yearly,1950,127.739
686,estimates,5yearly,1955,122.899
686,estimates,5yearly,1960,117.528
686,estimates,5yearly,1965,112.838
686,estimates,5yearly,1970,108.068
686,estimates,5yearly,1975,97.367
686,estimates,5yearly,1980,84.964
686,estimates,5yearly,1985,75.274
686,estimates,5yearly,1990,71.595
686,estimates,5yearly,1995,68.257
686,estimates,5yearly,2000,61.144
686,estimates,5yearly,2005,51.09
686,estimates,5yearly,2010,43.925
686,medium_variant,5yearly,2015,33.845
686,medium_variant,5yearly,2020,26.806
686,medium_variant,5yearly,2025,21.649
686,medium_variant,5yearly,2030,17.656
686,medium_variant,5yearly,2035,14.626
686,medium_variant,5yearly,2040,12.61
686,medium_variant,5yearly,2045,11.057
686,medium_variant,5yearly,2050,9.732
686,medium_variant,5yearly,2055,8.566
686,medium_variant,5yearly,2060,7.59
686,medium_variant,5yearly,2065,6.743
686,medium_variant,5yearly,2070,6.247
686,medium_variant,5yearly,2075,5.801
686,medium_variant,5yearly,2080,5.39
686,medium_variant,5yearly,2085,5.013
686,medium_variant,5yearly,2090,4.692
686,medium_variant,5yearly,2095,4.386
