country,variant,freq,year,infantmortalityper1000livebirth
266,estimates,5yearly,1950,179.349
266,estimates,5yearly,1955,166.6
266,estimates,5yearly,1960,157.535
266,estimates,5yearly,1965,134.283
266,estimates,5yearly,1970,113.549
266,estimates,5yearly,1975,94.991
266,estimates,5yearly,1980,77.656
266,estimates,5yearly,1985,62.95
266,estimates,5yearly,1990,60.021
266,estimates,5yearly,1995,58.968
266,estimates,5yearly,2000,58.126
266,estimates,5yearly,2005,49.332
266,estimates,5yearly,2010,40.847
266,medium_variant,5yearly,2015,34.979
266,medium_variant,5yearly,2020,31.399
266,medium_variant,5yearly,2025,28.28
266,medium_variant,5yearly,2030,25.573
266,medium_variant,5yearly,2035,23.499
266,medium_variant,5yearly,2040,21.904
266,medium_variant,5yearly,2045,20.419
266,medium_variant,5yearly,2050,18.784
266,medium_variant,5yearly,2055,17.185
266,medium_variant,5yearly,2060,15.771
266,medium_variant,5yearly,2065,14.752
266,medium_variant,5yearly,2070,13.936
266,medium_variant,5yearly,2075,13.185
266,medium_variant,5yearly,2080,12.479
266,medium_variant,5yearly,2085,11.808
266,medium_variant,5yearly,2090,11.158
266,medium_variant,5yearly,2095,10.542
266,estimates,5yearly,Regi,Gabon
266,medium_variant,5yearly,Regi,Gabon
