country,variant,freq,year,infantmortalityper1000livebirth
834,estimates,5yearly,1950,153.223
834,estimates,5yearly,1955,143.116
834,estimates,5yearly,1960,136.119
834,estimates,5yearly,1965,128.053
834,estimates,5yearly,1970,118.627
834,estimates,5yearly,1975,108.556
834,estimates,5yearly,1980,104.316
834,estimates,5yearly,1985,100.936
834,estimates,5yearly,1990,100.195
834,estimates,5yearly,1995,88.975
834,estimates,5yearly,2000,67.104
834,estimates,5yearly,2005,52.416
834,estimates,5yearly,2010,43.955
834,medium_variant,5yearly,2015,39.075
834,medium_variant,5yearly,2020,35.324
834,medium_variant,5yearly,2025,31.929
834,medium_variant,5yearly,2030,28.971
834,medium_variant,5yearly,2035,25.934
834,medium_variant,5yearly,2040,23.569
834,medium_variant,5yearly,2045,21.906
834,medium_variant,5yearly,2050,20.066
834,medium_variant,5yearly,2055,18.295
834,medium_variant,5yearly,2060,16.897
834,medium_variant,5yearly,2065,15.685
834,medium_variant,5yearly,2070,14.673
834,medium_variant,5yearly,2075,13.897
834,medium_variant,5yearly,2080,13.171
834,medium_variant,5yearly,2085,12.47
834,medium_variant,5yearly,2090,11.809
834,medium_variant,5yearly,2095,11.178
