country,variant,freq,year,infantmortalityper1000livebirth
830,estimates,5yearly,1950,32.446
830,estimates,5yearly,1955,28.192
830,estimates,5yearly,1960,26.823
830,estimates,5yearly,1965,24.769
830,estimates,5yearly,1970,23.385
830,estimates,5yearly,1975,21.159
830,estimates,5yearly,1980,18.11
830,estimates,5yearly,1985,15.911
830,estimates,5yearly,1990,13.683
830,estimates,5yearly,1995,12.075
830,estimates,5yearly,2000,10.27
830,estimates,5yearly,2005,8.687
830,estimates,5yearly,2010,7.861
830,medium_variant,5yearly,2015,7.238
830,medium_variant,5yearly,2020,6.65
830,medium_variant,5yearly,2025,6.108
830,medium_variant,5yearly,2030,5.595
830,medium_variant,5yearly,2035,5.134
830,medium_variant,5yearly,2040,4.739
830,medium_variant,5yearly,2045,4.394
830,medium_variant,5yearly,2050,4.08
830,medium_variant,5yearly,2055,3.791
830,medium_variant,5yearly,2060,3.522
830,medium_variant,5yearly,2065,3.267
830,medium_variant,5yearly,2070,3.023
830,medium_variant,5yearly,2075,2.799
830,medium_variant,5yearly,2080,2.58
830,medium_variant,5yearly,2085,2.38
830,medium_variant,5yearly,2090,2.191
830,medium_variant,5yearly,2095,2.011
830,estimates,5yearly,Regi,Channel Islands
830,medium_variant,5yearly,Regi,Channel Islands
