country,variant,freq,year,infantmortalityper1000livebirth
724,estimates,5yearly,1950,62.691
724,estimates,5yearly,1955,50.898
724,estimates,5yearly,1960,42.14
724,estimates,5yearly,1965,32.964
724,estimates,5yearly,1970,22.704
724,estimates,5yearly,1975,15.407
724,estimates,5yearly,1980,10.632
724,estimates,5yearly,1985,8.303
724,estimates,5yearly,1990,6.631
724,estimates,5yearly,1995,4.935
724,estimates,5yearly,2000,4.027
724,estimates,5yearly,2005,3.374
724,estimates,5yearly,2010,2.88
724,medium_variant,5yearly,2015,2.344
724,medium_variant,5yearly,2020,1.99
724,medium_variant,5yearly,2025,1.7
724,medium_variant,5yearly,2030,1.471
724,medium_variant,5yearly,2035,1.281
724,medium_variant,5yearly,2040,1.121
724,medium_variant,5yearly,2045,0.987
724,medium_variant,5yearly,2050,0.872
724,medium_variant,5yearly,2055,0.771
724,medium_variant,5yearly,2060,0.687
724,medium_variant,5yearly,2065,0.606
724,medium_variant,5yearly,2070,0.536
724,medium_variant,5yearly,2075,0.481
724,medium_variant,5yearly,2080,0.426
724,medium_variant,5yearly,2085,0.376
724,medium_variant,5yearly,2090,0.33
724,medium_variant,5yearly,2095,0.29
724,estimates,5yearly,Regi,Spain
724,medium_variant,5yearly,Regi,Spain
