country,variant,freq,year,infantmortalityper1000livebirth
462,estimates,5yearly,1950,268.326
462,estimates,5yearly,1955,247.024
462,estimates,5yearly,1960,222.136
462,estimates,5yearly,1965,191.146
462,estimates,5yearly,1970,156.723
462,estimates,5yearly,1975,121.611
462,estimates,5yearly,1980,95.246
462,estimates,5yearly,1985,75.918
462,estimates,5yearly,1990,60.499
462,estimates,5yearly,1995,44.287
462,estimates,5yearly,2000,26.7
462,estimates,5yearly,2005,14.781
462,estimates,5yearly,2010,8.971
462,medium_variant,5yearly,2015,6.634
462,medium_variant,5yearly,2020,5.363
462,medium_variant,5yearly,2025,4.44
462,medium_variant,5yearly,2030,3.791
462,medium_variant,5yearly,2035,3.286
462,medium_variant,5yearly,2040,2.879
462,medium_variant,5yearly,2045,2.618
462,medium_variant,5yearly,2050,2.428
462,medium_variant,5yearly,2055,2.268
462,medium_variant,5yearly,2060,2.128
462,medium_variant,5yearly,2065,1.992
462,medium_variant,5yearly,2070,1.877
462,medium_variant,5yearly,2075,1.777
462,medium_variant,5yearly,2080,1.682
462,medium_variant,5yearly,2085,1.597
462,medium_variant,5yearly,2090,1.522
462,medium_variant,5yearly,2095,1.462
