country,variant,freq,year,infantmortalityper1000livebirth
624,estimates,5yearly,1950,180.103
624,estimates,5yearly,1955,174.184
624,estimates,5yearly,1960,167.728
624,estimates,5yearly,1965,159.009
624,estimates,5yearly,1970,152.173
624,estimates,5yearly,1975,142.918
624,estimates,5yearly,1980,134.739
624,estimates,5yearly,1985,128.44
624,estimates,5yearly,1990,121.468
624,estimates,5yearly,1995,109.118
624,estimates,5yearly,2000,101.031
624,estimates,5yearly,2005,91.1
624,estimates,5yearly,2010,80.444
624,medium_variant,5yearly,2015,69.828
624,medium_variant,5yearly,2020,60.967
624,medium_variant,5yearly,2025,53.236
624,medium_variant,5yearly,2030,46.325
624,medium_variant,5yearly,2035,40.391
624,medium_variant,5yearly,2040,35.388
624,medium_variant,5yearly,2045,30.485
624,medium_variant,5yearly,2050,26.545
624,medium_variant,5yearly,2055,23.297
624,medium_variant,5yearly,2060,20.632
624,medium_variant,5yearly,2065,18.322
624,medium_variant,5yearly,2070,16.251
624,medium_variant,5yearly,2075,14.621
624,medium_variant,5yearly,2080,13.4
624,medium_variant,5yearly,2085,12.347
624,medium_variant,5yearly,2090,11.379
624,medium_variant,5yearly,2095,10.495
624,estimates,5yearly,Regi,Guinea-Bissau
624,medium_variant,5yearly,Regi,Guinea-Bissau
