country,variant,freq,year,infantmortalityper1000livebirth
340,estimates,5yearly,1950,169.289
340,estimates,5yearly,1955,153.946
340,estimates,5yearly,1960,135.495
340,estimates,5yearly,1965,118.972
340,estimates,5yearly,1970,103.667
340,estimates,5yearly,1975,81.023
340,estimates,5yearly,1980,64.979
340,estimates,5yearly,1985,52.963
340,estimates,5yearly,1990,43.029
340,estimates,5yearly,1995,35.04
340,estimates,5yearly,2000,31.207
340,estimates,5yearly,2005,29.426
340,estimates,5yearly,2010,27.773
340,medium_variant,5yearly,2015,24.327
340,medium_variant,5yearly,2020,21.188
340,medium_variant,5yearly,2025,18.498
340,medium_variant,5yearly,2030,16.157
340,medium_variant,5yearly,2035,14.1
340,medium_variant,5yearly,2040,12.687
340,medium_variant,5yearly,2045,11.378
340,medium_variant,5yearly,2050,10.195
340,medium_variant,5yearly,2055,9.138
340,medium_variant,5yearly,2060,8.161
340,medium_variant,5yearly,2065,7.326
340,medium_variant,5yearly,2070,6.597
340,medium_variant,5yearly,2075,5.948
340,medium_variant,5yearly,2080,5.405
340,medium_variant,5yearly,2085,4.939
340,medium_variant,5yearly,2090,4.538
340,medium_variant,5yearly,2095,4.167
340,estimates,5yearly,Regi,Honduras
340,medium_variant,5yearly,Regi,Honduras
