country,variant,freq,year,infantmortalityper1000livebirth
324,estimates,5yearly,1950,206.875
324,estimates,5yearly,1955,199.988
324,estimates,5yearly,1960,195.015
324,estimates,5yearly,1965,192.203
324,estimates,5yearly,1970,185.424
324,estimates,5yearly,1975,171.392
324,estimates,5yearly,1980,156.463
324,estimates,5yearly,1985,142.392
324,estimates,5yearly,1990,128.231
324,estimates,5yearly,1995,111.714
324,estimates,5yearly,2000,95.22
324,estimates,5yearly,2005,77.693
324,estimates,5yearly,2010,65.733
324,medium_variant,5yearly,2015,51.671
324,medium_variant,5yearly,2020,40.385
324,medium_variant,5yearly,2025,30.195
324,medium_variant,5yearly,2030,22.792
324,medium_variant,5yearly,2035,17.583
324,medium_variant,5yearly,2040,13.923
324,medium_variant,5yearly,2045,11.817
324,medium_variant,5yearly,2050,10.171
324,medium_variant,5yearly,2055,8.883
324,medium_variant,5yearly,2060,7.894
324,medium_variant,5yearly,2065,7.094
324,medium_variant,5yearly,2070,6.384
324,medium_variant,5yearly,2075,5.905
324,medium_variant,5yearly,2080,5.481
324,medium_variant,5yearly,2085,5.185
324,medium_variant,5yearly,2090,4.919
324,medium_variant,5yearly,2095,4.678
324,estimates,5yearly,Regi,Guinea
324,medium_variant,5yearly,Regi,Guinea
