country,variant,freq,year,infantmortalityper1000livebirth
562,estimates,5yearly,1950,161.864
562,estimates,5yearly,1955,160.182
562,estimates,5yearly,1960,158.449
562,estimates,5yearly,1965,155.581
562,estimates,5yearly,1970,150.681
562,estimates,5yearly,1975,138.707
562,estimates,5yearly,1980,132.911
562,estimates,5yearly,1985,138.797
562,estimates,5yearly,1990,129.7
562,estimates,5yearly,1995,102.637
562,estimates,5yearly,2000,88.077
562,estimates,5yearly,2005,74.75
562,estimates,5yearly,2010,65.778
562,medium_variant,5yearly,2015,56.872
562,medium_variant,5yearly,2020,48.972
562,medium_variant,5yearly,2025,42.373
562,medium_variant,5yearly,2030,36.895
562,medium_variant,5yearly,2035,31.653
562,medium_variant,5yearly,2040,27.384
562,medium_variant,5yearly,2045,24.039
562,medium_variant,5yearly,2050,21.19
562,medium_variant,5yearly,2055,18.908
562,medium_variant,5yearly,2060,17.001
562,medium_variant,5yearly,2065,15.345
562,medium_variant,5yearly,2070,14.199
562,medium_variant,5yearly,2075,13.185
562,medium_variant,5yearly,2080,12.246
562,medium_variant,5yearly,2085,11.405
562,medium_variant,5yearly,2090,10.663
562,medium_variant,5yearly,2095,9.99
562,estimates,5yearly,Regi,Niger
562,medium_variant,5yearly,Regi,Niger
