country,variant,freq,year,infantmortalityper1000livebirth
887,estimates,5yearly,1950,251.037
887,estimates,5yearly,1955,251.037
887,estimates,5yearly,1960,251.037
887,estimates,5yearly,1965,212.692
887,estimates,5yearly,1970,179.918
887,estimates,5yearly,1975,147.216
887,estimates,5yearly,1980,116.912
887,estimates,5yearly,1985,95.34
887,estimates,5yearly,1990,83.982
887,estimates,5yearly,1995,75.35
887,estimates,5yearly,2000,67.949
887,estimates,5yearly,2005,52.994
887,estimates,5yearly,2010,47.178
887,medium_variant,5yearly,2015,42.166
887,medium_variant,5yearly,2020,37.971
887,medium_variant,5yearly,2025,33.802
887,medium_variant,5yearly,2030,30.135
887,medium_variant,5yearly,2035,27.004
887,medium_variant,5yearly,2040,24.2
887,medium_variant,5yearly,2045,21.671
887,medium_variant,5yearly,2050,19.549
887,medium_variant,5yearly,2055,17.532
887,medium_variant,5yearly,2060,15.689
887,medium_variant,5yearly,2065,14.403
887,medium_variant,5yearly,2070,13.173
887,medium_variant,5yearly,2075,11.957
887,medium_variant,5yearly,2080,10.865
887,medium_variant,5yearly,2085,9.84
887,medium_variant,5yearly,2090,8.905
887,medium_variant,5yearly,2095,8.045
