country,variant,freq,year,infantmortalityper1000livebirth
275,estimates,5yearly,1950,140.092
275,estimates,5yearly,1955,130.926
275,estimates,5yearly,1960,116.934
275,estimates,5yearly,1965,99.36
275,estimates,5yearly,1970,82.689
275,estimates,5yearly,1975,66.212
275,estimates,5yearly,1980,51.378
275,estimates,5yearly,1985,40.112
275,estimates,5yearly,1990,33.077
275,estimates,5yearly,1995,27.854
275,estimates,5yearly,2000,24.881
275,estimates,5yearly,2005,22.335
275,estimates,5yearly,2010,19.971
275,medium_variant,5yearly,2015,17.824
275,medium_variant,5yearly,2020,15.951
275,medium_variant,5yearly,2025,14.401
275,medium_variant,5yearly,2030,13.128
275,medium_variant,5yearly,2035,11.919
275,medium_variant,5yearly,2040,10.933
275,medium_variant,5yearly,2045,10.028
275,medium_variant,5yearly,2050,9.178
275,medium_variant,5yearly,2055,8.47
275,medium_variant,5yearly,2060,7.838
275,medium_variant,5yearly,2065,7.24
275,medium_variant,5yearly,2070,6.689
275,medium_variant,5yearly,2075,6.182
275,medium_variant,5yearly,2080,5.706
275,medium_variant,5yearly,2085,5.29
275,medium_variant,5yearly,2090,4.905
275,medium_variant,5yearly,2095,4.575
275,estimates,5yearly,Regi,State of Palestine
275,medium_variant,5yearly,Regi,State of Palestine
