country,variant,freq,year,infantmortalityper1000livebirth
288,estimates,5yearly,1950,147.446
288,estimates,5yearly,1955,133.531
288,estimates,5yearly,1960,122.053
288,estimates,5yearly,1965,113.283
288,estimates,5yearly,1970,106.484
288,estimates,5yearly,1975,99.236
288,estimates,5yearly,1980,92.684
288,estimates,5yearly,1985,82.745
288,estimates,5yearly,1990,72.51
288,estimates,5yearly,1995,66.907
288,estimates,5yearly,2000,60.911
288,estimates,5yearly,2005,55.35
288,estimates,5yearly,2010,46.473
288,medium_variant,5yearly,2015,40.401
288,medium_variant,5yearly,2020,35.563
288,medium_variant,5yearly,2025,31.484
288,medium_variant,5yearly,2030,27.274
288,medium_variant,5yearly,2035,23.916
288,medium_variant,5yearly,2040,21.075
288,medium_variant,5yearly,2045,18.737
288,medium_variant,5yearly,2050,16.776
288,medium_variant,5yearly,2055,15.123
288,medium_variant,5yearly,2060,13.664
288,medium_variant,5yearly,2065,12.653
288,medium_variant,5yearly,2070,11.825
288,medium_variant,5yearly,2075,11.041
288,medium_variant,5yearly,2080,10.305
288,medium_variant,5yearly,2085,9.673
288,medium_variant,5yearly,2090,9.047
288,medium_variant,5yearly,2095,8.473
