country,variant,freq,year,infantmortalityper1000livebirth
380,estimates,5yearly,1950,59.105
380,estimates,5yearly,1955,47.983
380,estimates,5yearly,1960,40.176
380,estimates,5yearly,1965,32.495
380,estimates,5yearly,1970,25.847
380,estimates,5yearly,1975,17.166
380,estimates,5yearly,1980,12.421
380,estimates,5yearly,1985,9.294
380,estimates,5yearly,1990,7.43
380,estimates,5yearly,1995,5.482
380,estimates,5yearly,2000,4.134
380,estimates,5yearly,2005,3.429
380,estimates,5yearly,2010,3.036
380,medium_variant,5yearly,2015,2.318
380,medium_variant,5yearly,2020,2.022
380,medium_variant,5yearly,2025,1.817
380,medium_variant,5yearly,2030,1.642
380,medium_variant,5yearly,2035,1.502
380,medium_variant,5yearly,2040,1.378
380,medium_variant,5yearly,2045,1.273
380,medium_variant,5yearly,2050,1.183
380,medium_variant,5yearly,2055,1.103
380,medium_variant,5yearly,2060,1.023
380,medium_variant,5yearly,2065,0.958
380,medium_variant,5yearly,2070,0.893
380,medium_variant,5yearly,2075,0.833
380,medium_variant,5yearly,2080,0.783
380,medium_variant,5yearly,2085,0.728
380,medium_variant,5yearly,2090,0.682
380,medium_variant,5yearly,2095,0.632
380,estimates,5yearly,Regi,Italy
380,medium_variant,5yearly,Regi,Italy
