country,variant,freq,year,infantmortalityper1000livebirth
860,estimates,5yearly,1950,125.002
860,estimates,5yearly,1955,114.829
860,estimates,5yearly,1960,104.638
860,estimates,5yearly,1965,94.467
860,estimates,5yearly,1970,84.292
860,estimates,5yearly,1975,77.861
860,estimates,5yearly,1980,71.435
860,estimates,5yearly,1985,65.003
860,estimates,5yearly,1990,59.43
860,estimates,5yearly,1995,54.75
860,estimates,5yearly,2000,49.505
860,estimates,5yearly,2005,40.749
860,estimates,5yearly,2010,31.275
860,medium_variant,5yearly,2015,27.977
860,medium_variant,5yearly,2020,24.789
860,medium_variant,5yearly,2025,21.965
860,medium_variant,5yearly,2030,19.889
860,medium_variant,5yearly,2035,17.949
860,medium_variant,5yearly,2040,16.11
860,medium_variant,5yearly,2045,14.448
860,medium_variant,5yearly,2050,12.926
860,medium_variant,5yearly,2055,11.533
860,medium_variant,5yearly,2060,10.259
860,medium_variant,5yearly,2065,9.329
860,medium_variant,5yearly,2070,8.671
860,medium_variant,5yearly,2075,8.063
860,medium_variant,5yearly,2080,7.515
860,medium_variant,5yearly,2085,7.013
860,medium_variant,5yearly,2090,6.541
860,medium_variant,5yearly,2095,6.119
