country,variant,freq,year,infantmortalityper1000livebirth
792,estimates,5yearly,1950,216.895
792,estimates,5yearly,1955,201.058
792,estimates,5yearly,1960,178.638
792,estimates,5yearly,1965,159.797
792,estimates,5yearly,1970,145.22
792,estimates,5yearly,1975,120.37
792,estimates,5yearly,1980,95.029
792,estimates,5yearly,1985,73.154
792,estimates,5yearly,1990,56.261
792,estimates,5yearly,1995,37.034
792,estimates,5yearly,2000,24.714
792,estimates,5yearly,2005,16.378
792,estimates,5yearly,2010,12.609
792,medium_variant,5yearly,2015,9.853
792,medium_variant,5yearly,2020,8.352
792,medium_variant,5yearly,2025,7.173
792,medium_variant,5yearly,2030,6.234
792,medium_variant,5yearly,2035,5.461
792,medium_variant,5yearly,2040,4.819
792,medium_variant,5yearly,2045,4.297
792,medium_variant,5yearly,2050,3.885
792,medium_variant,5yearly,2055,3.519
792,medium_variant,5yearly,2060,3.208
792,medium_variant,5yearly,2065,2.932
792,medium_variant,5yearly,2070,2.686
792,medium_variant,5yearly,2075,2.47
792,medium_variant,5yearly,2080,2.264
792,medium_variant,5yearly,2085,2.099
792,medium_variant,5yearly,2090,1.953
792,medium_variant,5yearly,2095,1.828
792,estimates,5yearly,Regi,Turkey
792,medium_variant,5yearly,Regi,Turkey
