country,variant,freq,year,infantmortalityper1000livebirth
768,estimates,5yearly,1950,186.202
768,estimates,5yearly,1955,164.159
768,estimates,5yearly,1960,144.939
768,estimates,5yearly,1965,128.031
768,estimates,5yearly,1970,112.862
768,estimates,5yearly,1975,100.67
768,estimates,5yearly,1980,92.291
768,estimates,5yearly,1985,87.171
768,estimates,5yearly,1990,83.44
768,estimates,5yearly,1995,80.232
768,estimates,5yearly,2000,77.346
768,estimates,5yearly,2005,63.208
768,estimates,5yearly,2010,55.701
768,medium_variant,5yearly,2015,49.711
768,medium_variant,5yearly,2020,45.024
768,medium_variant,5yearly,2025,41.272
768,medium_variant,5yearly,2030,38.157
768,medium_variant,5yearly,2035,35.566
768,medium_variant,5yearly,2040,33.301
768,medium_variant,5yearly,2045,31.396
768,medium_variant,5yearly,2050,29.556
768,medium_variant,5yearly,2055,27.619
768,medium_variant,5yearly,2060,25.908
768,medium_variant,5yearly,2065,24.361
768,medium_variant,5yearly,2070,22.869
768,medium_variant,5yearly,2075,21.563
768,medium_variant,5yearly,2080,20.422
768,medium_variant,5yearly,2085,19.331
768,medium_variant,5yearly,2090,18.356
768,medium_variant,5yearly,2095,17.47
768,estimates,5yearly,Regi,Togo
768,medium_variant,5yearly,Regi,Togo
