country,variant,freq,year,infantmortalityper1000livebirth
208,estimates,5yearly,1950,27.73
208,estimates,5yearly,1955,23.214
208,estimates,5yearly,1960,20.185
208,estimates,5yearly,1965,15.792
208,estimates,5yearly,1970,12.063
208,estimates,5yearly,1975,8.937
208,estimates,5yearly,1980,7.818
208,estimates,5yearly,1985,8.035
208,estimates,5yearly,1990,6.236
208,estimates,5yearly,1995,4.928
208,estimates,5yearly,2000,4.545
208,estimates,5yearly,2005,3.735
208,estimates,5yearly,2010,3.509
208,medium_variant,5yearly,2015,2.956
208,medium_variant,5yearly,2020,2.51
208,medium_variant,5yearly,2025,2.138
208,medium_variant,5yearly,2030,1.842
208,medium_variant,5yearly,2035,1.606
208,medium_variant,5yearly,2040,1.421
208,medium_variant,5yearly,2045,1.277
208,medium_variant,5yearly,2050,1.152
208,medium_variant,5yearly,2055,1.048
208,medium_variant,5yearly,2060,0.953
208,medium_variant,5yearly,2065,0.874
208,medium_variant,5yearly,2070,0.799
208,medium_variant,5yearly,2075,0.729
208,medium_variant,5yearly,2080,0.669
208,medium_variant,5yearly,2085,0.615
208,medium_variant,5yearly,2090,0.565
208,medium_variant,5yearly,2095,0.515
208,estimates,5yearly,Regi,Denmark
208,medium_variant,5yearly,Regi,Denmark
