country,variant,freq,year,infantmortalityper1000livebirth
706,estimates,5yearly,1950,199.933
706,estimates,5yearly,1955,186.019
706,estimates,5yearly,1960,173.065
706,estimates,5yearly,1965,160.535
706,estimates,5yearly,1970,147.398
706,estimates,5yearly,1975,136.715
706,estimates,5yearly,1980,127.719
706,estimates,5yearly,1985,123.193
706,estimates,5yearly,1990,129.508
706,estimates,5yearly,1995,105.114
706,estimates,5yearly,2000,96.985
706,estimates,5yearly,2005,89.765
706,estimates,5yearly,2010,79.458
706,medium_variant,5yearly,2015,69.342
706,medium_variant,5yearly,2020,62.565
706,medium_variant,5yearly,2025,55.945
706,medium_variant,5yearly,2030,49.873
706,medium_variant,5yearly,2035,44.825
706,medium_variant,5yearly,2040,40.533
706,medium_variant,5yearly,2045,36.904
706,medium_variant,5yearly,2050,33.334
706,medium_variant,5yearly,2055,30.42
706,medium_variant,5yearly,2060,27.882
706,medium_variant,5yearly,2065,25.737
706,medium_variant,5yearly,2070,23.885
706,medium_variant,5yearly,2075,22.47
706,medium_variant,5yearly,2080,21.179
706,medium_variant,5yearly,2085,20.031
706,medium_variant,5yearly,2090,19.185
706,medium_variant,5yearly,2095,18.306
706,estimates,5yearly,Regi,Somalia
706,medium_variant,5yearly,Regi,Somalia
