country,variant,freq,year,infantmortalityper1000livebirth
232,estimates,5yearly,1950,199.413
232,estimates,5yearly,1955,181.564
232,estimates,5yearly,1960,160.111
232,estimates,5yearly,1965,148.027
232,estimates,5yearly,1970,140.117
232,estimates,5yearly,1975,132.203
232,estimates,5yearly,1980,121.279
232,estimates,5yearly,1985,111.7
232,estimates,5yearly,1990,94.537
232,estimates,5yearly,1995,71.182
232,estimates,5yearly,2000,59.39
232,estimates,5yearly,2005,51.667
232,estimates,5yearly,2010,45.021
232,medium_variant,5yearly,2015,34.729
232,medium_variant,5yearly,2020,25.761
232,medium_variant,5yearly,2025,19.418
232,medium_variant,5yearly,2030,15.413
232,medium_variant,5yearly,2035,12.43
232,medium_variant,5yearly,2040,10.347
232,medium_variant,5yearly,2045,8.786
232,medium_variant,5yearly,2050,7.619
232,medium_variant,5yearly,2055,6.708
232,medium_variant,5yearly,2060,5.967
232,medium_variant,5yearly,2065,5.567
232,medium_variant,5yearly,2070,5.206
232,medium_variant,5yearly,2075,4.911
232,medium_variant,5yearly,2080,4.646
232,medium_variant,5yearly,2085,4.415
232,medium_variant,5yearly,2090,4.215
232,medium_variant,5yearly,2095,4.035
232,estimates,5yearly,Regi,Eritrea
232,medium_variant,5yearly,Regi,Eritrea
