country,variant,freq,year,infantmortalityper1000livebirth
616,estimates,5yearly,1950,78.916
616,estimates,5yearly,1955,59.186
616,estimates,5yearly,1960,49.692
616,estimates,5yearly,1965,36.407
616,estimates,5yearly,1970,31.672
616,estimates,5yearly,1975,27.327
616,estimates,5yearly,1980,23.749
616,estimates,5yearly,1985,20.31
616,estimates,5yearly,1990,16.353
616,estimates,5yearly,1995,10.106
616,estimates,5yearly,2000,7.108
616,estimates,5yearly,2005,5.655
616,estimates,5yearly,2010,4.525
616,medium_variant,5yearly,2015,3.968
616,medium_variant,5yearly,2020,3.602
616,medium_variant,5yearly,2025,3.292
616,medium_variant,5yearly,2030,3.006
616,medium_variant,5yearly,2035,2.761
616,medium_variant,5yearly,2040,2.54
616,medium_variant,5yearly,2045,2.37
616,medium_variant,5yearly,2050,2.215
616,medium_variant,5yearly,2055,2.069
616,medium_variant,5yearly,2060,1.944
616,medium_variant,5yearly,2065,1.814
616,medium_variant,5yearly,2070,1.709
616,medium_variant,5yearly,2075,1.603
616,medium_variant,5yearly,2080,1.508
616,medium_variant,5yearly,2085,1.423
616,medium_variant,5yearly,2090,1.348
616,medium_variant,5yearly,2095,1.343
616,estimates,5yearly,Regi,Poland
616,medium_variant,5yearly,Regi,Poland
