country,variant,freq,year,infantmortalityper1000livebirth
214,estimates,5yearly,1950,153.18
214,estimates,5yearly,1955,138.668
214,estimates,5yearly,1960,123.93
214,estimates,5yearly,1965,108.973
214,estimates,5yearly,1970,95.93
214,estimates,5yearly,1975,85.984
214,estimates,5yearly,1980,75.2
214,estimates,5yearly,1985,62.909
214,estimates,5yearly,1990,47.634
214,estimates,5yearly,1995,41.324
214,estimates,5yearly,2000,34.933
214,estimates,5yearly,2005,29.567
214,estimates,5yearly,2010,25.079
214,medium_variant,5yearly,2015,22.075
214,medium_variant,5yearly,2020,19.217
214,medium_variant,5yearly,2025,16.701
214,medium_variant,5yearly,2030,14.521
214,medium_variant,5yearly,2035,12.736
214,medium_variant,5yearly,2040,11.455
214,medium_variant,5yearly,2045,10.293
214,medium_variant,5yearly,2050,9.217
214,medium_variant,5yearly,2055,8.281
214,medium_variant,5yearly,2060,7.411
214,medium_variant,5yearly,2065,6.703
214,medium_variant,5yearly,2070,6.085
214,medium_variant,5yearly,2075,5.558
214,medium_variant,5yearly,2080,5.097
214,medium_variant,5yearly,2085,4.697
214,medium_variant,5yearly,2090,4.332
214,medium_variant,5yearly,2095,4.002
214,estimates,5yearly,Regi,Dominican Republic
214,medium_variant,5yearly,Regi,Dominican Republic
