country,variant,freq,year,infantmortalityper1000livebirth
268,estimates,5yearly,1950,79.936
268,estimates,5yearly,1955,72.94
268,estimates,5yearly,1960,65.949
268,estimates,5yearly,1965,58.953
268,estimates,5yearly,1970,51.961
268,estimates,5yearly,1975,49.298
268,estimates,5yearly,1980,46.63
268,estimates,5yearly,1985,44.002
268,estimates,5yearly,1990,45.001
268,estimates,5yearly,1995,37.54
268,estimates,5yearly,2000,29.001
268,estimates,5yearly,2005,20.166
268,estimates,5yearly,2010,11.194
268,medium_variant,5yearly,2015,9.384
268,medium_variant,5yearly,2020,8.025
268,medium_variant,5yearly,2025,6.931
268,medium_variant,5yearly,2030,6.022
268,medium_variant,5yearly,2035,5.465
268,medium_variant,5yearly,2040,4.979
268,medium_variant,5yearly,2045,4.568
268,medium_variant,5yearly,2050,4.207
268,medium_variant,5yearly,2055,3.891
268,medium_variant,5yearly,2060,3.605
268,medium_variant,5yearly,2065,3.339
268,medium_variant,5yearly,2070,3.119
268,medium_variant,5yearly,2075,2.948
268,medium_variant,5yearly,2080,2.788
268,medium_variant,5yearly,2085,2.642
268,medium_variant,5yearly,2090,2.492
268,medium_variant,5yearly,2095,2.372
268,estimates,5yearly,Regi,Georgia
268,medium_variant,5yearly,Regi,Georgia
