country,variant,freq,year,infantmortalityper1000livebirth
508,estimates,5yearly,1950,220.122
508,estimates,5yearly,1955,201.391
508,estimates,5yearly,1960,184.79
508,estimates,5yearly,1965,172.056
508,estimates,5yearly,1970,158.396
508,estimates,5yearly,1975,147.934
508,estimates,5yearly,1980,151.815
508,estimates,5yearly,1985,146.366
508,estimates,5yearly,1990,135.311
508,estimates,5yearly,1995,114.099
508,estimates,5yearly,2000,94.286
508,estimates,5yearly,2005,78.065
508,estimates,5yearly,2010,67.325
508,medium_variant,5yearly,2015,63.975
508,medium_variant,5yearly,2020,56.797
508,medium_variant,5yearly,2025,50.173
508,medium_variant,5yearly,2030,44.375
508,medium_variant,5yearly,2035,39.785
508,medium_variant,5yearly,2040,35.818
508,medium_variant,5yearly,2045,32.133
508,medium_variant,5yearly,2050,28.223
508,medium_variant,5yearly,2055,25.333
508,medium_variant,5yearly,2060,23.062
508,medium_variant,5yearly,2065,21.016
508,medium_variant,5yearly,2070,19.16
508,medium_variant,5yearly,2075,17.45
508,medium_variant,5yearly,2080,16.057
508,medium_variant,5yearly,2085,15.076
508,medium_variant,5yearly,2090,14.18
508,medium_variant,5yearly,2095,13.349
