country,variant,freq,year,infantmortalityper1000livebirth
586,estimates,5yearly,1950,255.655
586,estimates,5yearly,1955,205.839
586,estimates,5yearly,1960,171.36
586,estimates,5yearly,1965,148.51
586,estimates,5yearly,1970,134.569
586,estimates,5yearly,1975,125.649
586,estimates,5yearly,1980,118.501
586,estimates,5yearly,1985,110.332
586,estimates,5yearly,1990,101.69
586,estimates,5yearly,1995,92.623
586,estimates,5yearly,2000,83.993
586,estimates,5yearly,2005,76.875
586,estimates,5yearly,2010,69.821
586,medium_variant,5yearly,2015,63.941
586,medium_variant,5yearly,2020,57.831
586,medium_variant,5yearly,2025,52.349
586,medium_variant,5yearly,2030,47.293
586,medium_variant,5yearly,2035,42.75
586,medium_variant,5yearly,2040,38.687
586,medium_variant,5yearly,2045,34.758
586,medium_variant,5yearly,2050,31.231
586,medium_variant,5yearly,2055,28.317
586,medium_variant,5yearly,2060,25.68
586,medium_variant,5yearly,2065,23.19
586,medium_variant,5yearly,2070,20.801
586,medium_variant,5yearly,2075,18.577
586,medium_variant,5yearly,2080,16.567
586,medium_variant,5yearly,2085,14.668
586,medium_variant,5yearly,2090,13.006
586,medium_variant,5yearly,2095,11.562
586,estimates,5yearly,Regi,Pakistan
586,medium_variant,5yearly,Regi,Pakistan
