region,year,variant,agebroad,feminityratio_femaleper100male
928,1950,estimates,"Region, subregion, country or area *",Melanesia
928,1950,estimates,total,89.664019087794
928,1950,estimates,0_1,94.9091246290801
928,1950,estimates,0_4,94.624228351362
928,1950,estimates,0_14,93.3683962253753
928,1950,estimates,0_17,93.0843841115853
928,1950,estimates,0_19,92.8805899185405
928,1950,estimates,0_24,92.2736529171312
928,1950,estimates,3_4,94.2903925165633
928,1950,estimates,3_5,94.1571344734214
928,1950,estimates,3_6,94.0193906252455
928,1950,estimates,4_5,94.0196248287159
928,1950,estimates,4_6,93.8766792678499
928,1950,estimates,5_10,93.1183932954343
928,1950,estimates,5_11,92.9614397168424
928,1950,estimates,5_14,92.5681454828919
928,1950,estimates,6_9,93.1092625899281
928,1950,estimates,6_10,92.9532292738948
928,1950,estimates,6_11,92.7933564307932
928,1950,estimates,6_12,92.6425458785982
928,1950,estimates,7_10,92.7866349465611
928,1950,estimates,7_12,92.4724095183382
928,1950,estimates,11_16,91.5442586104317
928,1950,estimates,11_17,91.4927870017073
928,1950,estimates,11_18,91.4087727035398
928,1950,estimates,12_14,91.5368123823468
928,1950,estimates,12_16,91.4606164658313
928,1950,estimates,12_17,91.4130420086262
928,1950,estimates,12_18,91.3265395817096
928,1950,estimates,13_17,91.3594838836768
928,1950,estimates,13_18,91.2657895100928
928,1950,estimates,13_19,91.1271990067357
928,1950,estimates,15plus,87.2214252388407
928,1950,estimates,15_17,91.2804860974995
928,1950,estimates,15_24,90.0068008891364
928,1950,estimates,15_49,88.1788465272833
928,1950,estimates,15_59,87.7380302158807
928,1950,estimates,15_64,87.6165467603503
928,1950,estimates,16plus,87.069666943912
928,1950,estimates,17plus,86.9115323484319
928,1950,estimates,18plus,86.7512184045995
928,1950,estimates,18_23,89.5326971543605
928,1950,estimates,20plus,86.4571143704248
928,1950,estimates,20_64,86.873396308897
928,1950,estimates,20_69,86.7931859922065
928,1950,estimates,21plus,86.3299138120663
928,1950,estimates,25plus,85.920046404306
928,1950,estimates,25_49,86.9907290662315
928,1950,estimates,25_64,86.3795803541692
928,1950,estimates,25_69,86.3024464272406
928,1950,estimates,50plus,83.1827800405015
928,1950,estimates,60plus,82.4602043240675
928,1950,estimates,65plus,81.6503895533853
928,1950,estimates,70plus,79.435530195688
928,1950,estimates,75plus,76.2397864250465
928,1950,estimates,80plus,70.3761755485893
928,1950,estimates,85plus,78.7179487179487
928,1950,estimates,90plus,88.1278538812785
928,1955,estimates,"Region, subregion, country or area *",Melanesia
928,1955,estimates,total,92.3345908966612
928,1955,estimates,0_1,95.8319626291203
928,1955,estimates,0_4,95.881047534873
928,1955,estimates,0_14,95.2372964010533
928,1955,estimates,0_17,94.9047166932285
928,1955,estimates,0_19,94.672749462246
928,1955,estimates,0_24,94.0835909058772
928,1955,estimates,3_4,95.9149981509852
928,1955,estimates,3_5,95.8794804444564
928,1955,estimates,3_6,95.8286288227756
928,1955,estimates,4_5,95.8497913769124
928,1955,estimates,4_6,95.7896433379473
928,1955,estimates,5_10,95.3319216020895
928,1955,estimates,5_11,95.2044980994264
928,1955,estimates,5_14,94.797120203898
928,1955,estimates,6_9,95.352266221187
928,1955,estimates,6_10,95.2268214449366
928,1955,estimates,6_11,95.0917938746791
928,1955,estimates,6_12,94.95189507769
928,1955,estimates,7_10,95.1088628085795
928,1955,estimates,7_12,94.8204156702033
928,1955,estimates,11_16,93.5600481992235
928,1955,estimates,11_17,93.3983329550193
928,1955,estimates,11_18,93.2391759515441
928,1955,estimates,12_14,93.7140247785909
928,1955,estimates,12_16,93.387940976432
928,1955,estimates,12_17,93.2238897167476
928,1955,estimates,12_18,93.0628711104381
928,1955,estimates,13_17,93.0485863715607
928,1955,estimates,13_18,92.885767060162
928,1955,estimates,13_19,92.7266882098297
928,1955,estimates,15plus,90.2878623036412
928,1955,estimates,15_17,92.6953479331346
928,1955,estimates,15_24,91.587791220245
928,1955,estimates,15_49,89.9453801700322
928,1955,estimates,15_59,89.9149870762427
928,1955,estimates,15_64,89.9144192151659
928,1955,estimates,16plus,90.1843257468076
928,1955,estimates,17plus,90.0890076711339
928,1955,estimates,18plus,90.0019849848972
928,1955,estimates,18_23,91.2324717926535
928,1955,estimates,20plus,89.852942154587
928,1955,estimates,20_64,89.3665427588522
928,1955,estimates,20_69,89.4818547933494
928,1955,estimates,21plus,89.7914554520195
928,1955,estimates,25plus,89.6592745555755
928,1955,estimates,25_49,88.8715066535334
928,1955,estimates,25_64,89.0365683850273
928,1955,estimates,25_69,89.1898380876637
928,1955,estimates,50plus,91.8962964123698
928,1955,estimates,60plus,94.6102287881674
928,1955,estimates,65plus,96.9955402550661
928,1955,estimates,70plus,98.9442442230231
928,1955,estimates,75plus,101.036580142209
928,1955,estimates,80plus,103.199639477242
928,1955,estimates,85plus,100.809352517986
928,1955,estimates,90plus,118.446601941748
928,1960,estimates,"Region, subregion, country or area *",Melanesia
928,1960,estimates,total,93.0850512456027
928,1960,estimates,0_1,94.7089146465716
928,1960,estimates,0_4,95.1750903370176
928,1960,estimates,0_14,95.5355792257501
928,1960,estimates,0_17,95.3932310399562
928,1960,estimates,0_19,95.2577330955263
928,1960,estimates,0_24,94.8245889968709
928,1960,estimates,3_4,95.6492509719997
928,1960,estimates,3_5,95.7376350307174
928,1960,estimates,3_6,95.8069228843994
928,1960,estimates,4_5,95.842646921859
928,1960,estimates,4_6,95.903248274552
928,1960,estimates,5_10,96.0014529031806
928,1960,estimates,5_11,95.9621979973666
928,1960,estimates,5_14,95.7761806515972
928,1960,estimates,6_9,96.04899171425
928,1960,estimates,6_10,96.0187341065891
928,1960,estimates,6_11,95.9693537641572
928,1960,estimates,6_12,95.9073824325079
928,1960,estimates,7_10,96.0150736553614
928,1960,estimates,7_12,95.8834108881213
928,1960,estimates,11_16,95.1106553309736
928,1960,estimates,11_17,94.9736855967551
928,1960,estimates,11_18,94.8308510096293
928,1960,estimates,12_14,95.2456331877729
928,1960,estimates,12_16,94.9833811042483
928,1960,estimates,12_17,94.8407762689339
928,1960,estimates,12_18,94.6923820419757
928,1960,estimates,13_17,94.7025180328776
928,1960,estimates,13_18,94.5484157190557
928,1960,estimates,13_19,94.3886576878431
928,1960,estimates,15plus,91.2626869067331
928,1960,estimates,15_17,94.4017615095948
928,1960,estimates,15_24,93.1984715316947
928,1960,estimates,15_49,90.7533398740155
928,1960,estimates,15_59,90.8820757043508
928,1960,estimates,15_64,90.867824189328
928,1960,estimates,16plus,91.131934141155
928,1960,estimates,17plus,91.0063965652515
928,1960,estimates,18plus,90.8874666228949
928,1960,estimates,18_23,92.7732851552344
928,1960,estimates,20plus,90.6748316170118
928,1960,estimates,20_64,90.158101423738
928,1960,estimates,20_69,90.1879485315039
928,1960,estimates,21plus,90.5835872836121
928,1960,estimates,25plus,90.3299938754755
928,1960,estimates,25_49,89.1693841834229
928,1960,estimates,25_64,89.6637043731486
928,1960,estimates,25_69,89.7146279979084
928,1960,estimates,50plus,93.6990146486945
928,1960,estimates,60plus,95.7962074480238
928,1960,estimates,65plus,99.54714674668
928,1960,estimates,70plus,105.07127833606
928,1960,estimates,75plus,110.0
928,1960,estimates,80plus,113.734633319203
928,1960,estimates,85plus,119.503287070855
928,1960,estimates,90plus,117.602996254682
