region,year,variant,agebroad,feminityratio_femaleper100male
1517,1950,estimates,"Region, subregion, country or area *",Middle-income countries
1517,1950,estimates,total,98.3230497183602
1517,1950,estimates,0_1,96.7175775128047
1517,1950,estimates,0_4,96.1733221614997
1517,1950,estimates,0_14,95.1221081812225
1517,1950,estimates,0_17,95.0489977096022
1517,1950,estimates,0_19,95.0119927325056
1517,1950,estimates,0_24,94.9792458233084
1517,1950,estimates,3_4,95.5248952677873
1517,1950,estimates,3_5,95.3582300977784
1517,1950,estimates,3_6,95.2089003227065
1517,1950,estimates,4_5,95.1693388287529
1517,1950,estimates,4_6,95.0258169367936
1517,1950,estimates,5_10,94.5271113344994
1517,1950,estimates,5_11,94.4917148599816
1517,1950,estimates,5_14,94.451729700921
1517,1950,estimates,6_9,94.4708808926365
1517,1950,estimates,6_10,94.4273323300678
1517,1950,estimates,6_11,94.4024320574449
1517,1950,estimates,6_12,94.3906077689706
1517,1950,estimates,7_10,94.3513146657094
1517,1950,estimates,7_12,94.3338972637
1517,1950,estimates,11_16,94.4077661274901
1517,1950,estimates,11_17,94.4496760295661
1517,1950,estimates,11_18,94.4749980729884
1517,1950,estimates,12_14,94.3566047278153
1517,1950,estimates,12_16,94.4346764291432
1517,1950,estimates,12_17,94.4797491442738
1517,1950,estimates,12_18,94.5049162415822
1517,1950,estimates,13_17,94.5139305732515
1517,1950,estimates,13_18,94.5382536454275
1517,1950,estimates,13_19,94.5392282921069
1517,1950,estimates,15plus,100.1840453245
1517,1950,estimates,15_17,94.6125823964479
1517,1950,estimates,15_24,94.7071567645653
1517,1950,estimates,15_49,97.338683186379
1517,1950,estimates,15_59,97.9930656081886
1517,1950,estimates,15_64,98.5307858216005
1517,1950,estimates,16plus,100.380405864604
1517,1950,estimates,17plus,100.579656120179
1517,1950,estimates,18plus,100.785246551802
1517,1950,estimates,18_23,94.558922182032
1517,1950,estimates,20plus,101.241332596553
1517,1950,estimates,20_64,99.3284855885079
1517,1950,estimates,20_69,99.9611600099064
1517,1950,estimates,21plus,101.496973755597
1517,1950,estimates,25plus,102.590556553894
1517,1950,estimates,25_49,98.9775663838204
1517,1950,estimates,25_64,100.360836481871
1517,1950,estimates,25_69,101.091302365552
1517,1950,estimates,50plus,111.246914689093
1517,1950,estimates,60plus,121.033790035539
1517,1950,estimates,65plus,127.56934171718
1517,1950,estimates,70plus,135.248879816682
1517,1950,estimates,75plus,146.035246567893
1517,1950,estimates,80plus,162.235868846955
1517,1950,estimates,85plus,182.525373325233
1517,1950,estimates,90plus,212.239655651208
1517,1955,estimates,"Region, subregion, country or area *",Middle-income countries
1517,1955,estimates,total,98.2312716097463
1517,1955,estimates,0_1,95.2571512208141
1517,1955,estimates,0_4,95.6280330139664
1517,1955,estimates,0_14,95.4997854867576
1517,1955,estimates,0_17,95.3685785836436
1517,1955,estimates,0_19,95.3088204078902
1517,1955,estimates,0_24,95.2384738686637
1517,1955,estimates,3_4,96.0240761846976
1517,1955,estimates,3_5,96.0639161874019
1517,1955,estimates,3_6,96.0771794927109
1517,1955,estimates,4_5,96.1230209704515
1517,1955,estimates,4_6,96.1227721247301
1517,1955,estimates,5_10,95.8510267458455
1517,1955,estimates,5_11,95.7292420865759
1517,1955,estimates,5_14,95.4043342591473
1517,1955,estimates,6_9,95.8957739574587
1517,1955,estimates,6_10,95.7807841658984
1517,1955,estimates,6_11,95.645322061112
1517,1955,estimates,6_12,95.5089919856743
1517,1955,estimates,7_10,95.6843218896367
1517,1955,estimates,7_12,95.3892135678324
1517,1955,estimates,11_16,94.5746251143806
1517,1955,estimates,11_17,94.5715974027829
1517,1955,estimates,11_18,94.5749275264939
1517,1955,estimates,12_14,94.5136089627579
1517,1955,estimates,12_16,94.5130050210836
1517,1955,estimates,12_17,94.5198691555551
1517,1955,estimates,12_18,94.5310491576423
1517,1955,estimates,13_17,94.5086058352682
1517,1955,estimates,13_18,94.5235091007248
1517,1955,estimates,13_19,94.5415608385349
1517,1955,estimates,15plus,99.920226627878
1517,1955,estimates,15_17,94.526028997594
1517,1955,estimates,15_24,94.7030165564879
1517,1955,estimates,15_49,96.7048975560057
1517,1955,estimates,15_59,97.6617016775433
1517,1955,estimates,15_64,98.1492841326798
1517,1955,estimates,16plus,100.098218869509
1517,1955,estimates,17plus,100.2901884309
1517,1955,estimates,18plus,100.494975293319
1517,1955,estimates,18_23,94.7928085220931
1517,1955,estimates,20plus,100.931078257875
1517,1955,estimates,20_64,98.8736320131213
1517,1955,estimates,20_69,99.5283703769584
1517,1955,estimates,21plus,101.15938312886
1517,1955,estimates,25plus,102.174895561236
1517,1955,estimates,25_49,97.9249917696203
1517,1955,estimates,25_64,99.7672315959162
1517,1955,estimates,25_69,100.526731803559
1517,1955,estimates,50plus,112.53300542832
1517,1955,estimates,60plus,122.126083686306
1517,1955,estimates,65plus,130.056546554011
1517,1955,estimates,70plus,139.948852471272
1517,1955,estimates,75plus,151.566791017998
1517,1955,estimates,80plus,168.465765155155
1517,1955,estimates,85plus,193.573249006942
1517,1955,estimates,90plus,229.7342215136
1517,1960,estimates,"Region, subregion, country or area *",Middle-income countries
1517,1960,estimates,total,98.1555906738969
1517,1960,estimates,0_1,96.0681871483898
1517,1960,estimates,0_4,95.6895062917215
1517,1960,estimates,0_14,95.6372599406142
1517,1960,estimates,0_17,95.5560791110776
1517,1960,estimates,0_19,95.4918388031719
1517,1960,estimates,0_24,95.4032759265996
1517,1960,estimates,3_4,95.3549857192305
1517,1960,estimates,3_5,95.3245137149129
1517,1960,estimates,3_6,95.3131528059934
1517,1960,estimates,4_5,95.2816081268355
1517,1960,estimates,4_6,95.2800996610482
1517,1960,estimates,5_10,95.4261748626947
1517,1960,estimates,5_11,95.4971500588937
1517,1960,estimates,5_14,95.6036042163708
1517,1960,estimates,6_9,95.4009169756434
1517,1960,estimates,6_10,95.4636772945003
1517,1960,estimates,6_11,95.5430610645753
1517,1960,estimates,6_12,95.6146698395544
1517,1960,estimates,7_10,95.5161716907164
1517,1960,estimates,7_12,95.6815839878409
1517,1960,estimates,11_16,95.6922084815856
1517,1960,estimates,11_17,95.5563708347142
1517,1960,estimates,11_18,95.447342311456
1517,1960,estimates,12_14,95.9295304904713
1517,1960,estimates,12_16,95.6179812587099
1517,1960,estimates,12_17,95.4669527919421
1517,1960,estimates,12_18,95.3511859880639
1517,1960,estimates,13_17,95.3148633070331
1517,1960,estimates,13_18,95.200854834191
1517,1960,estimates,13_19,95.1331271206744
1517,1960,estimates,15plus,99.8412078921481
1517,1960,estimates,15_17,94.9487137248667
1517,1960,estimates,15_24,94.8650738860749
1517,1960,estimates,15_49,96.205173556573
1517,1960,estimates,15_59,97.4223074489048
1517,1960,estimates,15_64,98.0189608287624
1517,1960,estimates,16plus,99.9861179685886
1517,1960,estimates,17plus,100.146713851847
1517,1960,estimates,18plus,100.321917681237
1517,1960,estimates,18_23,94.8104147772942
1517,1960,estimates,20plus,100.70435826707
1517,1960,estimates,20_64,98.6058422124433
1517,1960,estimates,20_69,99.2400667004545
1517,1960,estimates,21plus,100.912221753803
1517,1960,estimates,25plus,101.883559120591
1517,1960,estimates,25_49,96.9796147977671
1517,1960,estimates,25_64,99.421401637502
1517,1960,estimates,25_69,100.159053378601
1517,1960,estimates,50plus,113.902041721063
1517,1960,estimates,60plus,123.686391017871
1517,1960,estimates,65plus,131.395922425258
1517,1960,estimates,70plus,142.593826141596
1517,1960,estimates,75plus,156.709614364856
1517,1960,estimates,80plus,171.086421736746
1517,1960,estimates,85plus,198.010047844452
1517,1960,estimates,90plus,234.563473140796
1517,1965,estimates,"Region, subregion, country or area *",Middle-income countries
