region,year,variant,agebroad,feminityratio_femaleper100male
901,1950,estimates,total,109.79879633457
901,1950,estimates,0_1,95.8045437474093
901,1950,estimates,0_4,96.0561514410534
901,1950,estimates,0_14,96.9544470686084
901,1950,estimates,0_17,97.3101744486143
901,1950,estimates,0_19,97.6288486731084
901,1950,estimates,0_24,98.8712690298604
901,1950,estimates,3_4,96.3720856014869
901,1950,estimates,3_5,96.4681028145546
901,1950,estimates,3_6,96.5618353618423
901,1950,estimates,4_5,96.5728785029592
901,1950,estimates,4_6,96.6668089344828
901,1950,estimates,5_10,97.1134578969801
901,1950,estimates,5_11,97.200900843568
901,1950,estimates,5_14,97.4888248285011
901,1950,estimates,6_9,97.1180001819275
901,1950,estimates,6_10,97.2016261550981
901,1950,estimates,6_11,97.2878262509833
901,1950,estimates,6_12,97.3772761861336
901,1950,estimates,7_10,97.2847390480053
901,1950,estimates,7_12,97.4589949778668
901,1950,estimates,11_16,98.3280710729272
901,1950,estimates,11_17,98.5270729605715
901,1950,estimates,11_18,98.7522635458255
901,1950,estimates,12_14,98.117873301019
901,1950,estimates,12_16,98.4599748676147
901,1950,estimates,12_17,98.672985312818
901,1950,estimates,12_18,98.9121861607227
901,1950,estimates,13_17,98.8457384444876
901,1950,estimates,13_18,99.1005289454399
901,1950,estimates,13_19,99.3807816742141
901,1950,estimates,15plus,115.094967000977
901,1950,estimates,15_17,99.277352036681
901,1950,estimates,15_24,102.022533547795
901,1950,estimates,15_49,110.550799975867
901,1950,estimates,15_59,112.014203628192
901,1950,estimates,15_64,112.77024911723
901,1950,estimates,16plus,115.523223304131
901,1950,estimates,17plus,115.946754196516
901,1950,estimates,18plus,116.369402174098
901,1950,estimates,18_23,102.383726091393
901,1950,estimates,20plus,117.249742914095
901,1950,estimates,20_64,114.821478788093
901,1950,estimates,20_69,115.548163066389
901,1950,estimates,21plus,117.712988889596
901,1950,estimates,25plus,119.471315487225
901,1950,estimates,25_49,115.078884308123
901,1950,estimates,25_64,116.899073014564
901,1950,estimates,25_69,117.639002296979
901,1950,estimates,50plus,126.967160423653
901,1950,estimates,60plus,133.03316200214
901,1950,estimates,65plus,136.9096092389
901,1950,estimates,70plus,141.994272538228
901,1950,estimates,75plus,150.597511498087
901,1950,estimates,80plus,164.225502647615
901,1950,estimates,85plus,187.293260879474
901,1950,estimates,90plus,222.134443424792
901,1955,estimates,total,108.942107832323
901,1955,estimates,0_1,95.4608545716334
901,1955,estimates,0_4,95.6728071428638
901,1955,estimates,0_14,96.2655927653775
901,1955,estimates,0_17,96.6172796208045
901,1955,estimates,0_19,96.8719765064907
901,1955,estimates,0_24,97.5783024207416
901,1955,estimates,3_4,95.862245289402
901,1955,estimates,3_5,95.9082025920215
901,1955,estimates,3_6,95.9529146217439
901,1955,estimates,4_5,95.9565126049256
901,1955,estimates,4_6,96.0008643365749
901,1955,estimates,5_10,96.2596092502416
901,1955,estimates,5_11,96.3239445903566
901,1955,estimates,5_14,96.6154419639214
901,1955,estimates,6_9,96.2529513480643
901,1955,estimates,6_10,96.3170407373988
901,1955,estimates,6_11,96.3852763949316
901,1955,estimates,6_12,96.4673063959684
901,1955,estimates,7_10,96.3790827252292
901,1955,estimates,7_12,96.5399409742796
901,1955,estimates,11_16,97.6501802015426
901,1955,estimates,11_17,97.841629212669
901,1955,estimates,11_18,98.0216365037919
901,1955,estimates,12_14,97.4261900453815
901,1955,estimates,12_16,97.8210587334624
901,1955,estimates,12_17,98.0131308633436
901,1955,estimates,12_18,98.192376688493
901,1955,estimates,13_17,98.1909932625088
901,1955,estimates,13_18,98.3670631778241
901,1955,estimates,13_19,98.5348558887602
901,1955,estimates,15plus,114.156251488793
901,1955,estimates,15_17,98.5494001143619
901,1955,estimates,15_24,99.8431811376967
901,1955,estimates,15_49,108.485391269968
