region,year,variant,agebroad,feminityratio_femaleper100male
911,1950,estimates,"Region, subregion, country or area *",Middle Africa
911,1950,estimates,total,108.339713240845
911,1950,estimates,0_1,100.770135561566
911,1950,estimates,0_4,101.309232128657
911,1950,estimates,0_14,102.554151180629
911,1950,estimates,0_17,102.862452696087
911,1950,estimates,0_19,103.09321974493
911,1950,estimates,0_24,103.767874416833
911,1950,estimates,3_4,101.920049487764
911,1950,estimates,3_5,102.080034497628
911,1950,estimates,3_6,102.228943445341
911,1950,estimates,4_5,102.259062347677
911,1950,estimates,4_6,102.405763621979
911,1950,estimates,5_10,103.035836294579
911,1950,estimates,5_11,103.128428540675
911,1950,estimates,5_14,103.405610196234
911,1950,estimates,6_9,103.073803657813
911,1950,estimates,6_10,103.172379050045
911,1950,estimates,6_11,103.261238788705
911,1950,estimates,6_12,103.347164221723
911,1950,estimates,7_10,103.295649306314
911,1950,estimates,7_12,103.463979199401
911,1950,estimates,11_16,104.28075141231
911,1950,estimates,11_17,104.40763778019
911,1950,estimates,11_18,104.553933403695
911,1950,estimates,12_14,104.149477718947
911,1950,estimates,12_16,104.39677820005
911,1950,estimates,12_17,104.528803039906
911,1950,estimates,12_18,104.682397473162
911,1950,estimates,13_17,104.662593924131
911,1950,estimates,13_18,104.823578155408
911,1950,estimates,13_19,105.0093223929
911,1950,estimates,15plus,112.548402167285
911,1950,estimates,15_17,104.94109547413
911,1950,estimates,15_24,106.469659369129
911,1950,estimates,15_49,109.440097919282
911,1950,estimates,15_59,110.583490442926
911,1950,estimates,15_64,111.160062977719
911,1950,estimates,16plus,112.850337809537
911,1950,estimates,17plus,113.157968108139
911,1950,estimates,18plus,113.468452332207
911,1950,estimates,18_23,107.000668289144
911,1950,estimates,20plus,114.079085416353
911,1950,estimates,20_64,112.489306811862
911,1950,estimates,20_69,113.046104049486
911,1950,estimates,21plus,114.374980480527
911,1950,estimates,25plus,115.499163256608
911,1950,estimates,25_49,111.445029694123
911,1950,estimates,25_64,113.650689575361
911,1950,estimates,25_69,114.295684038863
911,1950,estimates,50plus,125.882109953755
