region,year,variant,agebroad,feminityratio_femaleper100male
906,1950,estimates,"Region, subregion, country or area *",Eastern Asia
906,1950,estimates,total,94.5828337480858
906,1950,estimates,0_1,94.4017480319287
906,1950,estimates,0_4,93.3601556887757
906,1950,estimates,0_14,90.6315243529594
906,1950,estimates,0_17,90.6093322384278
906,1950,estimates,0_19,90.6385657683871
906,1950,estimates,0_24,90.6449256552227
906,1950,estimates,3_4,92.0958998424556
906,1950,estimates,3_5,91.6998968683368
906,1950,estimates,3_6,91.3194099089602
906,1950,estimates,4_5,91.2660689969777
906,1950,estimates,4_6,90.8842615534942
906,1950,estimates,5_10,89.2922387891553
906,1950,estimates,5_11,89.0810834833233
906,1950,estimates,5_14,88.8531893957799
906,1950,estimates,6_9,89.178577889216
906,1950,estimates,6_10,88.957748787024
906,1950,estimates,6_11,88.7633847748622
906,1950,estimates,6_12,88.6270560890798
906,1950,estimates,7_10,88.6654060902455
906,1950,estimates,7_12,88.3734365710647
906,1950,estimates,11_16,88.8019451216421
906,1950,estimates,11_17,89.1292210243878
906,1950,estimates,11_18,89.3697225447566
906,1950,estimates,12_14,88.2982204312175
906,1950,estimates,12_16,89.0140423749579
906,1950,estimates,12_17,89.3638420653979
906,1950,estimates,12_18,89.6083987318087
906,1950,estimates,13_17,89.6913189007383
906,1950,estimates,13_18,89.9264764591277
906,1950,estimates,13_19,90.0368703817655
906,1950,estimates,15plus,96.7464961972384
906,1950,estimates,15_17,90.4777120945838
906,1950,estimates,15_24,90.6706937783026
906,1950,estimates,15_49,93.3225647684272
906,1950,estimates,15_59,93.7611618951572
906,1950,estimates,15_64,94.3871115011948
906,1950,estimates,16plus,96.9747441640987
906,1950,estimates,17plus,97.1841359520753
906,1950,estimates,18plus,97.3841402172081
906,1950,estimates,18_23,90.5199805547217
906,1950,estimates,20plus,97.8279804145139
906,1950,estimates,20_64,95.0957201086039
906,1950,estimates,20_69,96.048860417499
906,1950,estimates,21plus,98.0838301830087
906,1950,estimates,25plus,99.16573062474
906,1950,estimates,25_49,94.8436873036372
906,1950,estimates,25_64,95.9923088552827
906,1950,estimates,25_69,97.0921098379315
906,1950,estimates,50plus,108.975616622679
906,1950,estimates,60plus,124.242224027176
906,1950,estimates,65plus,136.610299095093
906,1950,estimates,70plus,153.463954617257
906,1950,estimates,75plus,176.374283336039
906,1950,estimates,80plus,224.099281765891
906,1950,estimates,85plus,269.817720541599
906,1950,estimates,90plus,309.421992481203
906,1955,estimates,"Region, subregion, country or area *",Eastern Asia
906,1955,estimates,total,95.0420579493741
906,1955,estimates,0_1,93.7828444183356
906,1955,estimates,0_4,94.2708721320043
906,1955,estimates,0_14,93.0315563573151
906,1955,estimates,0_17,92.4099171910879
906,1955,estimates,0_19,92.1420255395744
906,1955,estimates,0_24,92.0060624468237
906,1955,estimates,3_4,94.7497165083223
906,1955,estimates,3_5,94.7236604487291
906,1955,estimates,3_6,94.6428032616949
906,1955,estimates,4_5,94.7265062736281
906,1955,estimates,4_6,94.6143065027242
906,1955,estimates,5_10,93.4809591047039
906,1955,estimates,5_11,93.1286409562567
906,1955,estimates,5_14,92.1087685085407
906,1955,estimates,6_9,93.5517222576591
906,1955,estimates,6_10,93.2031020147783
906,1955,estimates,6_11,92.8216930637832
906,1955,estimates,6_12,92.4352805162003
906,1955,estimates,7_10,92.8722337656222
906,1955,estimates,7_12,92.0544005159698
906,1955,estimates,11_16,89.1781407477186
906,1955,estimates,11_17,89.0310425571071
906,1955,estimates,11_18,88.9786351728007
906,1955,estimates,12_14,89.2465787682176
906,1955,estimates,12_16,88.8743391133378
906,1955,estimates,12_17,88.7520907184981
906,1955,estimates,12_18,88.7311832016868
906,1955,estimates,13_17,88.5485892325756
906,1955,estimates,13_18,88.5577043914338
906,1955,estimates,13_19,88.6723409217691
906,1955,estimates,15plus,96.2529661544141
