agebroad,population,continent,variant,year
0_1,8067.353,905,estimates,1950
0_4,18882.286,905,estimates,1950
0_14,46696.547,905,estimates,1950
0_17,54000.049,905,estimates,1950
0_19,58997.656,905,estimates,1950
0_24,72363.035,905,estimates,1950
3_4,7044.418,905,estimates,1950
3_5,10333.219,905,estimates,1950
3_6,13478.021,905,estimates,1950
4_5,6730.557,905,estimates,1950
4_6,9875.359,905,estimates,1950
5_14,27814.261,905,estimates,1950
5_10,17785.242,905,estimates,1950
5_11,20372.137,905,estimates,1950
6_9,11819.838,905,estimates,1950
6_10,14496.441,905,estimates,1950
6_11,17083.336,905,estimates,1950
6_12,19601.064,905,estimates,1950
7_10,11351.639,905,estimates,1950
7_12,16456.262,905,estimates,1950
11_16,14892.866,905,estimates,1950
11_17,17332.521,905,estimates,1950
11_18,19806.504,905,estimates,1950
12_14,7442.124,905,estimates,1950
12_16,12305.971,905,estimates,1950
12_17,14745.626,905,estimates,1950
12_18,17219.609,905,estimates,1950
13_17,12227.898,905,estimates,1950
13_18,14701.881,905,estimates,1950
13_19,17225.505,905,estimates,1950
15_17,7303.502,905,estimates,1950
18_23,15610.01,905,estimates,1950
15_24,25666.488,905,estimates,1950
15_49,87117.863,905,estimates,1950
15_59,104621.228,905,estimates,1950
15_64,111809.916,905,estimates,1950
20_64,99508.807,905,estimates,1950
20_69,105413.384,905,estimates,1950
25_49,61451.375,905,estimates,1950
25_64,86143.428,905,estimates,1950
25_69,92048.005,905,estimates,1950
15plus,125906.077,905,estimates,1950
16plus,123470.327,905,estimates,1950
17plus,121042.23,905,estimates,1950
18plus,118602.575,905,estimates,1950
20plus,113604.968,905,estimates,1950
21plus,111029.008,905,estimates,1950
25plus,100239.589,905,estimates,1950
50plus,38788.214,905,estimates,1950
60plus,21284.849,905,estimates,1950
65plus,14096.161,905,estimates,1950
70plus,8191.584,905,estimates,1950
75plus,4347.017,905,estimates,1950
80plus,1946.495,905,estimates,1950
85plus,798.6,905,estimates,1950
90plus,245.934,905,estimates,1950
total,172602.624,905,estimates,1950
0_1,8162,905,estimates,1951
0_4,19471.661,905,estimates,1951
0_14,48258.563,905,estimates,1951
0_17,55524.204,905,estimates,1951
0_19,60406.204,905,estimates,1951
0_24,73523.303,905,estimates,1951
3_4,7375.945,905,estimates,1951
3_5,10824.921,905,estimates,1951
3_6,14121.321,905,estimates,1951
4_5,7055.91,905,estimates,1951
4_6,10352.31,905,estimates,1951
5_14,28786.902,905,estimates,1951
5_10,18572.901,905,estimates,1951
5_11,21244.46,905,estimates,1951
6_9,12349.024,905,estimates,1951
6_10,15123.925,905,estimates,1951
6_11,17795.484,905,estimates,1951
6_12,20373.236,905,estimates,1951
7_10,11827.525,905,estimates,1951
7_12,17076.836,905,estimates,1951
11_16,15068.966,905,estimates,1951
11_17,17479.642,905,estimates,1951
11_18,19902.199,905,estimates,1951
12_14,7542.442,905,estimates,1951
12_16,12397.407,905,estimates,1951
12_17,14808.083,905,estimates,1951
12_18,17230.64,905,estimates,1951
13_17,12230.331,905,estimates,1951
13_18,14652.888,905,estimates,1951
13_19,17112.331,905,estimates,1951
15_17,7265.641,905,estimates,1951
18_23,15275.907,905,estimates,1951
15_24,25264.74,905,estimates,1951
15_49,87329.94,905,estimates,1951
15_59,105025.039,905,estimates,1951
15_64,112278.707,905,estimates,1951
20_64,100131.066,905,estimates,1951
20_69,106105.183,905,estimates,1951
25_49,62065.2,905,estimates,1951
25_64,87013.967,905,estimates,1951
25_69,92988.084,905,estimates,1951
15plus,126811.037,905,estimates,1951
16plus,124375.636,905,estimates,1951
17plus,121956.072,905,estimates,1951
18plus,119545.396,905,estimates,1951
20plus,114663.396,905,estimates,1951
21plus,112150.391,905,estimates,1951
25plus,101546.297,905,estimates,1951
50plus,39481.097,905,estimates,1951
60plus,21785.998,905,estimates,1951
65plus,14532.33,905,estimates,1951
70plus,8558.213,905,estimates,1951
75plus,4542.845,905,estimates,1951
80plus,2048.707,905,estimates,1951
85plus,827.819,905,estimates,1951
90plus,266.747,905,estimates,1951
total,175069.6,905,estimates,1951
0_1,8076.208,905,estimates,1952
0_4,19869.247,905,estimates,1952
0_14,49870.342,905,estimates,1952
0_17,57155.341,905,estimates,1952
0_19,61964.864,905,estimates,1952
0_24,74812.693,905,estimates,1952
3_4,7707.797,905,estimates,1952
3_5,11327.026,905,estimates,1952
3_6,14790.885,905,estimates,1952
4_5,7395.128,905,estimates,1952
4_6,10858.987,905,estimates,1952
5_14,30001.095,905,estimates,1952
5_10,19476.525,905,estimates,1952
5_11,22255.915,905,estimates,1952
6_9,12961.872,905,estimates,1952
6_10,15857.296,905,estimates,1952
6_11,18636.686,905,estimates,1952
6_12,21309.148,905,estimates,1952
7_10,12393.437,905,estimates,1952
7_12,17845.289,905,estimates,1952
11_16,15400.783,905,estimates,1952
11_17,17809.569,905,estimates,1952
11_18,20208.213,905,estimates,1952
12_14,7745.18,905,estimates,1952
12_16,12621.393,905,estimates,1952
12_17,15030.179,905,estimates,1952
12_18,17428.823,905,estimates,1952
13_17,12357.717,905,estimates,1952
13_18,14756.361,905,estimates,1952
13_19,17167.24,905,estimates,1952
15_17,7284.999,905,estimates,1952
18_23,14968.433,905,estimates,1952
15_24,24942.351,905,estimates,1952
15_49,87672.546,905,estimates,1952
15_59,105660.27,905,estimates,1952
15_64,113026.415,905,estimates,1952
20_64,100931.893,905,estimates,1952
20_69,106976.717,905,estimates,1952
25_49,62730.195,905,estimates,1952
25_64,88084.064,905,estimates,1952
25_69,94128.888,905,estimates,1952
15plus,128003.615,905,estimates,1952
16plus,125553.059,905,estimates,1952
17plus,123127.402,905,estimates,1952
18plus,120718.616,905,estimates,1952
20plus,115909.093,905,estimates,1952
21plus,113458.692,905,estimates,1952
25plus,103061.264,905,estimates,1952
50plus,40331.069,905,estimates,1952
60plus,22343.345,905,estimates,1952
65plus,14977.2,905,estimates,1952
70plus,8932.376,905,estimates,1952
75plus,4729.022,905,estimates,1952
80plus,2152.48,905,estimates,1952
85plus,838.768,905,estimates,1952
90plus,282.16,905,estimates,1952
total,177873.957,905,estimates,1952
0_1,8200.713,905,estimates,1953
0_4,20266.33,905,estimates,1953
0_14,51641.691,905,estimates,1953
0_17,58994.52,905,estimates,1953
0_19,63781.588,905,estimates,1953
0_24,76334.416,905,estimates,1953
3_4,8005.129,905,estimates,1953
3_5,11789.879,905,estimates,1953
3_6,15423.287,905,estimates,1953
4_5,7716.86,905,estimates,1953
4_6,11350.268,905,estimates,1953
5_14,31375.361,905,estimates,1953
5_10,20439.012,905,estimates,1953
5_11,23343.018,905,estimates,1953
6_9,13619.395,905,estimates,1953
6_10,16654.262,905,estimates,1953
6_11,19558.268,905,estimates,1953
6_12,22343.589,905,estimates,1953
7_10,13020.854,905,estimates,1953
7_12,18710.181,905,estimates,1953
11_16,15872.028,905,estimates,1953
11_17,18289.178,905,estimates,1953
11_18,20688.413,905,estimates,1953
12_14,8032.343,905,estimates,1953
12_16,12968.022,905,estimates,1953
12_17,15385.172,905,estimates,1953
12_18,17784.407,905,estimates,1953
13_17,12599.851,905,estimates,1953
13_18,14999.086,905,estimates,1953
13_19,17386.919,905,estimates,1953
15_17,7352.829,905,estimates,1953
18_23,14702.884,905,estimates,1953
15_24,24692.725,905,estimates,1953
15_49,87997.366,905,estimates,1953
15_59,106368.224,905,estimates,1953
15_64,113877.169,905,estimates,1953
20_64,101737.272,905,estimates,1953
20_69,107874.165,905,estimates,1953
25_49,63304.641,905,estimates,1953
25_64,89184.444,905,estimates,1953
25_69,95321.337,905,estimates,1953
15plus,129298.998,905,estimates,1953
16plus,126806.243,905,estimates,1953
17plus,124363.319,905,estimates,1953
18plus,121946.169,905,estimates,1953
20plus,117159.101,905,estimates,1953
21plus,114758.672,905,estimates,1953
25plus,104606.273,905,estimates,1953
50plus,41301.632,905,estimates,1953
60plus,22930.774,905,estimates,1953
65plus,15421.829,905,estimates,1953
70plus,9284.936,905,estimates,1953
75plus,4908.426,905,estimates,1953
80plus,2248.734,905,estimates,1953
85plus,834.469,905,estimates,1953
90plus,287.68,905,estimates,1953
total,180940.689,905,estimates,1953
0_1,8379.353,905,estimates,1954
0_4,20726.089,905,estimates,1954
0_14,53554.852,905,estimates,1954
0_17,61046.19,905,estimates,1954
0_19,65843.656,905,estimates,1954
0_24,78112.688,905,estimates,1954
3_4,8176.019,905,estimates,1954
3_5,12107.664,905,estimates,1954
3_6,15900.625,905,estimates,1954
4_5,7991.723,905,estimates,1954
4_6,11784.684,905,estimates,1954
5_14,32828.763,905,estimates,1954
5_10,21403.606,905,estimates,1954
5_11,24449.293,905,estimates,1954
6_9,14280.697,905,estimates,1954
6_10,17471.961,905,estimates,1954
6_11,20517.648,905,estimates,1954
6_12,23429.757,905,estimates,1954
7_10,13679,905,estimates,1954
7_12,19636.796,905,estimates,1954
11_16,16481.631,905,estimates,1954
11_17,18916.495,905,estimates,1954
11_18,21324.707,905,estimates,1954
12_14,8379.47,905,estimates,1954
12_16,13435.944,905,estimates,1954
12_17,15870.808,905,estimates,1954
12_18,18279.02,905,estimates,1954
13_17,12958.699,905,estimates,1954
13_18,15366.911,905,estimates,1954
13_19,17756.165,905,estimates,1954
15_17,7491.338,905,estimates,1954
18_23,14498.148,905,estimates,1954
15_24,24557.836,905,estimates,1954
15_49,88301.993,905,estimates,1954
15_59,107118.782,905,estimates,1954
15_64,114779.966,905,estimates,1954
20_64,102491.162,905,estimates,1954
20_69,108755.45,905,estimates,1954
25_49,63744.157,905,estimates,1954
25_64,90222.13,905,estimates,1954
25_69,96486.418,905,estimates,1954
15plus,130646.4,905,estimates,1954
16plus,128076.64,905,estimates,1954
17plus,125589.926,905,estimates,1954
18plus,123155.062,905,estimates,1954
20plus,118357.596,905,estimates,1954
21plus,115981.005,905,estimates,1954
25plus,106088.564,905,estimates,1954
50plus,42344.407,905,estimates,1954
60plus,23527.618,905,estimates,1954
65plus,15866.434,905,estimates,1954
70plus,9602.146,905,estimates,1954
75plus,5085.504,905,estimates,1954
80plus,2328.003,905,estimates,1954
85plus,821.341,905,estimates,1954
90plus,277.147,905,estimates,1954
total,184201.252,905,estimates,1954
0_1,8594.88,905,estimates,1955
0_4,21236.861,905,estimates,1955
0_14,55520.501,905,estimates,1955
0_17,63245.133,905,estimates,1955
0_19,68070.135,905,estimates,1955
0_24,80112.877,905,estimates,1955
3_4,8366.773,905,estimates,1955
3_5,12413.003,905,estimates,1955
3_6,16343.315,905,estimates,1955
4_5,8190.878,905,estimates,1955
4_6,12121.19,905,estimates,1955
5_14,34283.64,905,estimates,1955
5_10,22308.168,905,estimates,1955
5_11,25512.55,905,estimates,1955
6_9,14902.467,905,estimates,1955
6_10,18261.938,905,estimates,1955
6_11,21466.32,905,estimates,1955
6_12,24522.176,905,estimates,1955
7_10,14331.626,905,estimates,1955
7_12,20591.864,905,estimates,1955
11_16,17219.981,905,estimates,1955
11_17,19700.104,905,estimates,1955
11_18,22126.368,905,estimates,1955
12_14,8771.09,905,estimates,1955
12_16,14015.599,905,estimates,1955
12_17,16495.722,905,estimates,1955
12_18,18921.986,905,estimates,1955
13_17,13439.866,905,estimates,1955
13_18,15866.13,905,estimates,1955
13_19,18264.868,905,estimates,1955
15_17,7724.632,905,estimates,1955
18_23,14372.296,905,estimates,1955
15_24,24592.376,905,estimates,1955
15_49,88670.112,905,estimates,1955
15_59,107955.936,905,estimates,1955
15_64,115756.48,905,estimates,1955
20_64,103206.846,905,estimates,1955
20_69,109631.622,905,estimates,1955
25_49,64077.736,905,estimates,1955
25_64,91164.104,905,estimates,1955
25_69,97588.88,905,estimates,1955
15plus,132073.027,905,estimates,1955
16plus,129395.199,905,estimates,1955
17plus,126828.518,905,estimates,1955
18plus,124348.395,905,estimates,1955
20plus,119523.393,905,estimates,1955
21plus,117144.656,905,estimates,1955
25plus,107480.651,905,estimates,1955
