continent,year,variant,agebroad,population
909,2025,Instant_replacement,15_64,28203.336
909,2025,Low_variant,15_64,28203.336
909,2025,Medium_variant,15_64,28203.336
909,2025,No_change,15_64,28130.27
909,2025,Zero_migration,15_64,27039.205
909,2025,Medium_variant,16plus,33918.491
909,2025,Medium_variant,17plus,33254.107
909,2025,Medium_variant,18plus,32592.697
909,2025,Medium_variant,18_23,3774.543
909,2025,Constant_fertility,20plus,31297.21
909,2025,Constant_mortality,20plus,31042.109
909,2025,High_variant,20plus,31297.21
909,2025,Instant_replacement,20plus,31297.21
909,2025,Low_variant,20plus,31297.21
909,2025,Medium_variant,20plus,31297.21
909,2025,No_change,20plus,31042.112
909,2025,Zero_migration,20plus,30301.594
909,2025,Constant_fertility,20_64,24917.96
909,2025,Constant_mortality,20_64,24847.12
909,2025,High_variant,20_64,24917.96
909,2025,Instant_replacement,20_64,24917.96
909,2025,Low_variant,20_64,24917.96
909,2025,Medium_variant,20_64,24917.96
909,2025,No_change,20_64,24847.123
909,2025,Zero_migration,20_64,23932.802
909,2025,Constant_fertility,20_69,26839.053
909,2025,Constant_mortality,20_69,26746.668
909,2025,High_variant,20_69,26839.053
909,2025,Instant_replacement,20_69,26839.053
909,2025,Low_variant,20_69,26839.053
909,2025,Medium_variant,20_69,26839.053
909,2025,No_change,20_69,26746.671
909,2025,Zero_migration,20_69,25849.705
909,2025,Medium_variant,21plus,30665.347
909,2025,Constant_fertility,25plus,28204.941
909,2025,Constant_mortality,25plus,27953.411
909,2025,High_variant,25plus,28204.941
909,2025,Instant_replacement,25plus,28204.941
909,2025,Low_variant,25plus,28204.941
909,2025,Medium_variant,25plus,28204.941
909,2025,No_change,25plus,27953.413
909,2025,Zero_migration,25plus,27406.575
909,2025,Constant_fertility,25_49,14704.083
909,2025,Constant_mortality,25_49,14676.275
909,2025,High_variant,25_49,14704.083
909,2025,Instant_replacement,25_49,14704.083
909,2025,Low_variant,25_49,14704.083
909,2025,Medium_variant,25_49,14704.083
909,2025,No_change,25_49,14676.275
909,2025,Zero_migration,25_49,13966.554
909,2025,Constant_fertility,25_64,21825.691
909,2025,Constant_mortality,25_64,21758.422
909,2025,High_variant,25_64,21825.691
909,2025,Instant_replacement,25_64,21825.691
909,2025,Low_variant,25_64,21825.691
909,2025,Medium_variant,25_64,21825.691
909,2025,No_change,25_64,21758.424
909,2025,Zero_migration,25_64,21037.783
909,2025,Constant_fertility,25_69,23746.784
909,2025,Constant_mortality,25_69,23657.97
909,2025,High_variant,25_69,23746.784
909,2025,Instant_replacement,25_69,23746.784
909,2025,Low_variant,25_69,23746.784
909,2025,Medium_variant,25_69,23746.784
909,2025,No_change,25_69,23657.972
909,2025,Zero_migration,25_69,22954.686
909,2025,Constant_fertility,50plus,13500.858
909,2025,Constant_mortality,50plus,13277.136
909,2025,High_variant,50plus,13500.858
909,2025,Instant_replacement,50plus,13500.858
909,2025,Low_variant,50plus,13500.858
909,2025,Medium_variant,50plus,13500.858
909,2025,No_change,50plus,13277.138
909,2025,Zero_migration,50plus,13440.021
909,2025,Constant_fertility,60plus,8609.939
909,2025,Constant_mortality,60plus,8408.679
909,2025,High_variant,60plus,8609.939
909,2025,Instant_replacement,60plus,8609.939
909,2025,Low_variant,60plus,8609.939
909,2025,Medium_variant,60plus,8609.939
909,2025,No_change,60plus,8408.679
909,2025,Zero_migration,60plus,8593.08
909,2025,Constant_fertility,65plus,6379.25
909,2025,Constant_mortality,65plus,6194.989
909,2025,High_variant,65plus,6379.25
909,2025,Instant_replacement,65plus,6379.25
909,2025,Low_variant,65plus,6379.25
909,2025,Medium_variant,65plus,6379.25
909,2025,No_change,65plus,6194.989
909,2025,Zero_migration,65plus,6368.792
909,2025,Constant_fertility,70plus,4458.157
909,2025,Constant_mortality,70plus,4295.441
909,2025,High_variant,70plus,4458.157
909,2025,Instant_replacement,70plus,4458.157
909,2025,Low_variant,70plus,4458.157
909,2025,Medium_variant,70plus,4458.157
909,2025,No_change,70plus,4295.441
909,2025,Zero_migration,70plus,4451.889
909,2025,Constant_fertility,75plus,2883.418
909,2025,Constant_mortality,75plus,2748.062
909,2025,High_variant,75plus,2883.418
909,2025,Instant_replacement,75plus,2883.418
909,2025,Low_variant,75plus,2883.418
909,2025,Medium_variant,75plus,2883.418
909,2025,No_change,75plus,2748.062
909,2025,Zero_migration,75plus,2880.289
909,2025,Constant_fertility,80plus,1564.952
909,2025,Constant_mortality,80plus,1465.285
909,2025,High_variant,80plus,1564.952
909,2025,Instant_replacement,80plus,1564.952
909,2025,Low_variant,80plus,1564.952
909,2025,Medium_variant,80plus,1564.952
909,2025,No_change,80plus,1465.285
909,2025,Zero_migration,80plus,1563.489
909,2025,Constant_fertility,85plus,742.675
909,2025,Constant_mortality,85plus,678.511
909,2025,High_variant,85plus,742.675
909,2025,Instant_replacement,85plus,742.675
909,2025,Low_variant,85plus,742.675
909,2025,Medium_variant,85plus,742.675
909,2025,No_change,85plus,678.511
909,2025,Zero_migration,85plus,742.306
909,2025,Constant_fertility,90plus,278.823
909,2025,Constant_mortality,90plus,246.533
909,2025,High_variant,90plus,278.823
909,2025,Instant_replacement,90plus,278.823
909,2025,Low_variant,90plus,278.823
909,2025,Medium_variant,90plus,278.823
909,2025,No_change,90plus,246.533
909,2025,Zero_migration,90plus,278.835
909,2030,Constant_fertility,total,48205.923
909,2030,Constant_mortality,total,46806.523
909,2030,High_variant,total,49080.731
909,2030,Instant_replacement,total,46784.165
909,2030,Low_variant,total,45641.767
909,2030,Medium_variant,total,47361.247
909,2030,No_change,total,47643.841
909,2030,Zero_migration,total,44647.719
909,2030,Medium_variant,0_1,1393.392
909,2030,Constant_fertility,0_4,3888.953
909,2030,Constant_mortality,0_4,3455.287
909,2030,High_variant,0_4,4249.615
909,2030,Instant_replacement,0_4,3348.49
909,2030,Low_variant,0_4,2708.019
909,2030,Medium_variant,0_4,3478.815
909,2030,No_change,0_4,3861.185
909,2030,Zero_migration,0_4,3184.361
909,2030,Constant_fertility,0_14,11328.736
909,2030,Constant_mortality,0_14,10429.59
909,2030,High_variant,0_14,12203.544
909,2030,Instant_replacement,0_14,9906.978
909,2030,Low_variant,0_14,8764.58
909,2030,Medium_variant,0_14,10484.06
909,2030,No_change,0_14,11266.904
909,2030,Zero_migration,0_14,9617.281
909,2030,Medium_variant,0_17,12544.541
909,2030,Constant_fertility,0_19,14751.876
909,2030,Constant_mortality,0_19,13847.546
909,2030,High_variant,0_19,15626.684
909,2030,Instant_replacement,0_19,13330.118
909,2030,Low_variant,0_19,12187.72
909,2030,Medium_variant,0_19,13907.2
909,2030,No_change,0_19,14684.86
909,2030,Zero_migration,0_19,12788.561
909,2030,Constant_fertility,0_24,18123.354
909,2030,Constant_mortality,0_24,17212.748
909,2030,High_variant,0_24,18998.162
909,2030,Instant_replacement,0_24,16701.596
909,2030,Low_variant,0_24,15559.198
909,2030,Medium_variant,0_24,17278.678
909,2030,No_change,0_24,18050.062
909,2030,Zero_migration,0_24,15884.156
909,2030,Medium_variant,3_4,1390.417
909,2030,Medium_variant,3_5,2086.874
909,2030,Medium_variant,3_6,2784.612
909,2030,Medium_variant,4_5,1391.938
909,2030,Medium_variant,4_6,2089.676
909,2030,Medium_variant,5_10,4198.605
909,2030,Medium_variant,5_11,4903.088
909,2030,Constant_fertility,5_14,7439.783
909,2030,Constant_mortality,5_14,6974.303
909,2030,High_variant,5_14,7953.929
909,2030,Instant_replacement,5_14,6558.488
909,2030,Low_variant,5_14,6056.561
909,2030,Medium_variant,5_14,7005.245
909,2030,No_change,5_14,7405.719
909,2030,Zero_migration,5_14,6432.92
909,2030,Medium_variant,6_9,2799.164
909,2030,Medium_variant,6_10,3502.148
909,2030,Medium_variant,6_11,4206.631
909,2030,Medium_variant,6_12,4910.853
909,2030,Medium_variant,7_10,2804.41
909,2030,Medium_variant,7_12,4213.115
909,2030,Medium_variant,11_16,4184.807
909,2030,Medium_variant,11_17,4867.121
909,2030,Medium_variant,11_18,5548.27
909,2030,Medium_variant,12_14,2102.157
909,2030,Medium_variant,12_16,3480.324
909,2030,Medium_variant,12_17,4162.638
909,2030,Medium_variant,12_18,4843.787
909,2030,Medium_variant,13_17,3458.416
909,2030,Medium_variant,13_18,4139.565
909,2030,Medium_variant,13_19,4821.075
909,2030,Constant_fertility,15plus,36877.187
909,2030,Constant_mortality,15plus,36376.933
909,2030,High_variant,15plus,36877.187
909,2030,Instant_replacement,15plus,36877.187
909,2030,Low_variant,15plus,36877.187
909,2030,Medium_variant,15plus,36877.187
909,2030,No_change,15plus,36376.937
909,2030,Zero_migration,15plus,35030.438
909,2030,Medium_variant,15_17,2060.481
909,2030,Constant_fertility,15_24,6794.618
909,2030,Constant_mortality,15_24,6783.158
909,2030,High_variant,15_24,6794.618
909,2030,Instant_replacement,15_24,6794.618
909,2030,Low_variant,15_24,6794.618
909,2030,Medium_variant,15_24,6794.618
909,2030,No_change,15_24,6783.158
909,2030,Zero_migration,15_24,6266.875
909,2030,Constant_fertility,15_49,22274.675
909,2030,Constant_mortality,15_49,22209.202
909,2030,High_variant,15_49,22274.675
909,2030,Instant_replacement,15_49,22274.675
909,2030,Low_variant,15_49,22274.675
909,2030,Medium_variant,15_49,22274.675
909,2030,No_change,15_49,22209.204
909,2030,Zero_migration,15_49,20576.099
909,2030,Constant_fertility,15_59,27323.85
909,2030,Constant_mortality,15_59,27216.448
909,2030,High_variant,15_59,27323.85
909,2030,Instant_replacement,15_59,27323.85
909,2030,Low_variant,15_59,27323.85
909,2030,Medium_variant,15_59,27323.85
909,2030,No_change,15_59,27216.451
909,2030,Zero_migration,15_59,25511.003
909,2030,Constant_fertility,15_64,29521.421
909,2030,Constant_mortality,15_64,29384.661
909,2030,High_variant,15_64,29521.421
909,2030,Instant_replacement,15_64,29521.421
909,2030,Low_variant,15_64,29521.421
909,2030,Medium_variant,15_64,29521.421
909,2030,No_change,15_64,29384.665
909,2030,Zero_migration,15_64,27695.084
909,2030,Medium_variant,16plus,36185.316
909,2030,Medium_variant,17plus,35499.02
909,2030,Medium_variant,18plus,34816.706
909,2030,Medium_variant,18_23,4075.032
909,2030,Constant_fertility,20plus,33454.047
909,2030,Constant_mortality,20plus,32958.977
909,2030,High_variant,20plus,33454.047
909,2030,Instant_replacement,20plus,33454.047
909,2030,Low_variant,20plus,33454.047
909,2030,Medium_variant,20plus,33454.047
909,2030,No_change,20plus,32958.981
909,2030,Zero_migration,20plus,31859.158
909,2030,Constant_fertility,20_64,26098.281
909,2030,Constant_mortality,20_64,25966.705
909,2030,High_variant,20_64,26098.281
909,2030,Instant_replacement,20_64,26098.281
909,2030,Low_variant,20_64,26098.281
909,2030,Medium_variant,20_64,26098.281
909,2030,No_change,20_64,25966.709
909,2030,Zero_migration,20_64,24523.804
909,2030,Constant_fertility,20_69,28227.891
909,2030,Constant_mortality,20_69,28055.499
909,2030,High_variant,20_69,28227.891
909,2030,Instant_replacement,20_69,28227.891
909,2030,Low_variant,20_69,28227.891
909,2030,Medium_variant,20_69,28227.891
909,2030,No_change,20_69,28055.503
909,2030,Zero_migration,20_69,26644.916
909,2030,Medium_variant,21plus,32772.691
909,2030,Constant_fertility,25plus,30082.569
909,2030,Constant_mortality,25plus,29593.775
909,2030,High_variant,25plus,30082.569
909,2030,Instant_replacement,25plus,30082.569
909,2030,Low_variant,25plus,30082.569
909,2030,Medium_variant,25plus,30082.569
909,2030,No_change,25plus,29593.779
909,2030,Zero_migration,25plus,28763.563
909,2030,Constant_fertility,25_49,15480.057
909,2030,Constant_mortality,25_49,15426.044
909,2030,High_variant,25_49,15480.057
909,2030,Instant_replacement,25_49,15480.057
909,2030,Low_variant,25_49,15480.057
909,2030,Medium_variant,25_49,15480.057
909,2030,No_change,25_49,15426.046
909,2030,Zero_migration,25_49,14309.224
909,2030,Constant_fertility,25_64,22726.803
909,2030,Constant_mortality,25_64,22601.503
909,2030,High_variant,25_64,22726.803
909,2030,Instant_replacement,25_64,22726.803
909,2030,Low_variant,25_64,22726.803
909,2030,Medium_variant,25_64,22726.803
909,2030,No_change,25_64,22601.507
909,2030,Zero_migration,25_64,21428.209
909,2030,Constant_fertility,25_69,24856.413
909,2030,Constant_mortality,25_69,24690.297
909,2030,High_variant,25_69,24856.413
909,2030,Instant_replacement,25_69,24856.413
909,2030,Low_variant,25_69,24856.413
909,2030,Medium_variant,25_69,24856.413
909,2030,No_change,25_69,24690.301
909,2030,Zero_migration,25_69,23549.321
909,2030,Constant_fertility,50plus,14602.512
909,2030,Constant_mortality,50plus,14167.731
909,2030,High_variant,50plus,14602.512
909,2030,Instant_replacement,50plus,14602.512
909,2030,Low_variant,50plus,14602.512
909,2030,Medium_variant,50plus,14602.512
909,2030,No_change,50plus,14167.733
909,2030,Zero_migration,50plus,14454.339
909,2030,Constant_fertility,60plus,9553.337
909,2030,Constant_mortality,60plus,9160.485
909,2030,High_variant,60plus,9553.337
909,2030,Instant_replacement,60plus,9553.337
909,2030,Low_variant,60plus,9553.337
909,2030,Medium_variant,60plus,9553.337
909,2030,No_change,60plus,9160.486
909,2030,Zero_migration,60plus,9519.435
909,2030,Constant_fertility,65plus,7355.766
909,2030,Constant_mortality,65plus,6992.272
909,2030,High_variant,65plus,7355.766
909,2030,Instant_replacement,65plus,7355.766
909,2030,Low_variant,65plus,7355.766
909,2030,Medium_variant,65plus,7355.766
909,2030,No_change,65plus,6992.272
909,2030,Zero_migration,65plus,7335.354
909,2030,Constant_fertility,70plus,5226.156
909,2030,Constant_mortality,70plus,4903.478
909,2030,High_variant,70plus,5226.156
909,2030,Instant_replacement,70plus,5226.156
909,2030,Low_variant,70plus,5226.156
909,2030,Medium_variant,70plus,5226.156
909,2030,No_change,70plus,4903.478
909,2030,Zero_migration,70plus,5214.242
909,2030,Constant_fertility,75plus,3435.373
909,2030,Constant_mortality,75plus,3164.476
909,2030,High_variant,75plus,3435.373
909,2030,Instant_replacement,75plus,3435.373
909,2030,Low_variant,75plus,3435.373
909,2030,Medium_variant,75plus,3435.373
909,2030,No_change,75plus,3164.476
909,2030,Zero_migration,75plus,3428.698
909,2030,Constant_fertility,80plus,2023.968
909,2030,Constant_mortality,80plus,1815.953
909,2030,High_variant,80plus,2023.968
909,2030,Instant_replacement,80plus,2023.968
909,2030,Low_variant,80plus,2023.968
909,2030,Medium_variant,80plus,2023.968
909,2030,No_change,80plus,1815.953
909,2030,Zero_migration,80plus,2020.885
909,2030,Constant_fertility,85plus,924.491
909,2030,Constant_mortality,85plus,794.155
909,2030,High_variant,85plus,924.491
909,2030,Instant_replacement,85plus,924.491
909,2030,Low_variant,85plus,924.491
909,2030,Medium_variant,85plus,924.491
909,2030,No_change,85plus,794.155
909,2030,Zero_migration,85plus,923.434
909,2030,Constant_fertility,90plus,335.919
909,2030,Constant_mortality,90plus,271.462
909,2030,High_variant,90plus,335.919
909,2030,Instant_replacement,90plus,335.919
909,2030,Low_variant,90plus,335.919
909,2030,Medium_variant,90plus,335.919
909,2030,No_change,90plus,271.462
909,2030,Zero_migration,90plus,335.692
909,2035,Constant_fertility,total,51202.788
909,2035,Constant_mortality,total,48907.635
909,2035,High_variant,total,52332.094
909,2035,Instant_replacement,total,49152.59
909,2035,Low_variant,total,47289.358
909,2035,Medium_variant,total,49808.991
909,2035,No_change,total,50284.414
909,2035,Zero_migration,total,46053.906
909,2035,Medium_variant,0_1,1411.421
909,2035,Constant_fertility,0_4,4079.704
909,2035,Constant_mortality,0_4,3494.096
909,2035,High_variant,0_4,4334.001
909,2035,Instant_replacement,0_4,3442.456
909,2035,Low_variant,0_4,2724.28
909,2035,Medium_variant,0_4,3527.405
909,2035,No_change,0_4,4038.299
909,2035,Zero_migration,0_4,3149.149
909,2035,Constant_fertility,0_14,11881.08
909,2035,Constant_mortality,0_14,10555.487
909,2035,High_variant,0_14,12809.202
909,2035,Instant_replacement,0_14,10241.074
909,2035,Low_variant,0_14,8473.097
909,2035,Medium_variant,0_14,10639.419
909,2035,No_change,0_14,11781.04
909,2035,Zero_migration,0_14,9530.346
909,2035,Medium_variant,0_17,12800.759
909,2035,Constant_fertility,0_19,15626.875
909,2035,Constant_mortality,0_19,14134.351
909,2035,High_variant,0_19,16756.181
909,2035,Instant_replacement,0_19,13576.675
909,2035,Low_variant,0_19,11713.445
909,2035,Medium_variant,0_19,14233.078
909,2035,No_change,0_19,15511.126
909,2035,Zero_migration,0_19,12744.711
909,2035,Constant_fertility,0_24,19137.4
909,2035,Constant_mortality,0_24,17634.436
909,2035,High_variant,0_24,20266.706
909,2035,Instant_replacement,0_24,17087.2
909,2035,Low_variant,0_24,15223.97
909,2035,Medium_variant,0_24,17743.603
909,2035,No_change,0_24,19011.211
909,2035,Zero_migration,0_24,15905.897
909,2035,Medium_variant,3_4,1410.832
909,2035,Medium_variant,3_5,2117.054
909,2035,Medium_variant,3_6,2824.105
909,2035,Medium_variant,4_5,1411.823
909,2035,Medium_variant,4_6,2118.874
909,2035,Medium_variant,5_10,4252.499
909,2035,Medium_variant,5_11,4965.026
909,2035,Constant_fertility,5_14,7801.376
909,2035,Constant_mortality,5_14,7061.391
909,2035,High_variant,5_14,8475.201
909,2035,Instant_replacement,5_14,6798.618
909,2035,Low_variant,5_14,5748.817
909,2035,Medium_variant,5_14,7112.014
909,2035,No_change,5_14,7742.741
909,2035,Zero_migration,5_14,6381.197
909,2035,Medium_variant,6_9,2834.695
909,2035,Medium_variant,6_10,3546.277
909,2035,Medium_variant,6_11,4258.804
909,2035,Medium_variant,6_12,4972.614
909,2035,Medium_variant,7_10,2839.226
909,2035,Medium_variant,7_12,4265.563
909,2035,Medium_variant,11_16,4299.819
909,2035,Medium_variant,11_17,5020.855
909,2035,Medium_variant,11_18,5739.217
909,2035,Medium_variant,12_14,2146.988
909,2035,Medium_variant,12_16,3587.292
909,2035,Medium_variant,12_17,4308.328
909,2035,Medium_variant,12_18,5026.69
909,2035,Medium_variant,13_17,3594.518
909,2035,Medium_variant,13_18,4312.88
909,2035,Medium_variant,13_19,5026.837
909,2035,Constant_fertility,15plus,39321.708
909,2035,Constant_mortality,15plus,38352.148
909,2035,High_variant,15plus,39522.892
909,2035,Instant_replacement,15plus,38911.516
909,2035,Low_variant,15plus,38816.261
909,2035,Medium_variant,15plus,39169.572
909,2035,No_change,15plus,38503.374
909,2035,Zero_migration,15plus,36523.56
909,2035,Medium_variant,15_17,2161.34
909,2035,Constant_fertility,15_24,7256.32
909,2035,Constant_mortality,15_24,7078.949
909,2035,High_variant,15_24,7457.504
909,2035,Instant_replacement,15_24,6846.126
909,2035,Low_variant,15_24,6750.873
909,2035,Medium_variant,15_24,7104.184
909,2035,No_change,15_24,7230.171
909,2035,Zero_migration,15_24,6375.551
909,2035,Constant_fertility,15_49,23417.81
909,2035,Constant_mortality,15_49,23154.361
909,2035,High_variant,15_49,23618.994
909,2035,Instant_replacement,15_49,23007.616
909,2035,Low_variant,15_49,22912.363
909,2035,Medium_variant,15_49,23265.674
909,2035,No_change,15_49,23305.585
909,2035,Zero_migration,15_49,20923.088
909,2035,Constant_fertility,15_59,28713.684
909,2035,Constant_mortality,15_59,28386.011
909,2035,High_variant,15_59,28914.868
909,2035,Instant_replacement,15_59,28303.491
909,2035,Low_variant,15_59,28208.237
909,2035,Medium_variant,15_59,28561.548
909,2035,No_change,15_59,28537.235
909,2035,Zero_migration,15_59,25990.222
909,2035,Constant_fertility,15_64,31192.302
909,2035,Constant_mortality,15_64,30816.073
909,2035,High_variant,15_64,31393.486
909,2035,Instant_replacement,15_64,30782.109
909,2035,Low_variant,15_64,30686.855
909,2035,Medium_variant,15_64,31040.166
909,2035,No_change,15_64,30967.298
909,2035,Zero_migration,15_64,28430.848
909,2035,Medium_variant,16plus,38450.306
909,2035,Medium_variant,17plus,37729.268
909,2035,Medium_variant,18plus,37008.232
909,2035,Medium_variant,18_23,4244.179
909,2035,Constant_fertility,20plus,35575.913
909,2035,Constant_mortality,20plus,34773.284
909,2035,High_variant,20plus,35575.913
909,2035,Instant_replacement,20plus,35575.915
909,2035,Low_variant,20plus,35575.913
909,2035,Medium_variant,20plus,35575.913
909,2035,No_change,20plus,34773.288
909,2035,Zero_migration,20plus,33309.195
909,2035,Constant_fertility,20_64,27446.507
909,2035,Constant_mortality,20_64,27237.209
909,2035,High_variant,20_64,27446.507
909,2035,Instant_replacement,20_64,27446.508
909,2035,Low_variant,20_64,27446.507
909,2035,Medium_variant,20_64,27446.507
909,2035,No_change,20_64,27237.212
909,2035,Zero_migration,20_64,25216.483
909,2035,Constant_fertility,20_69,29544.044
909,2035,Constant_mortality,20_69,29276.21
909,2035,High_variant,20_69,29544.044
909,2035,Instant_replacement,20_69,29544.045
909,2035,Low_variant,20_69,29544.044
909,2035,Medium_variant,20_69,29544.044
909,2035,No_change,20_69,29276.214
909,2035,Zero_migration,20_69,27298.409
909,2035,Medium_variant,21plus,34866.551
909,2035,Constant_fertility,25plus,32065.388
909,2035,Constant_mortality,25plus,31273.199
909,2035,High_variant,25plus,32065.388
909,2035,Instant_replacement,25plus,32065.39
909,2035,Low_variant,25plus,32065.388
909,2035,Medium_variant,25plus,32065.388
909,2035,No_change,25plus,31273.203
909,2035,Zero_migration,25plus,30148.009
909,2035,Constant_fertility,25_49,16161.49
909,2035,Constant_mortality,25_49,16075.412
909,2035,High_variant,25_49,16161.49
909,2035,Instant_replacement,25_49,16161.49
909,2035,Low_variant,25_49,16161.49
909,2035,Medium_variant,25_49,16161.49
909,2035,No_change,25_49,16075.414
909,2035,Zero_migration,25_49,14547.537
909,2035,Constant_fertility,25_64,23935.982
909,2035,Constant_mortality,25_64,23737.124
909,2035,High_variant,25_64,23935.982
909,2035,Instant_replacement,25_64,23935.983
909,2035,Low_variant,25_64,23935.982
909,2035,Medium_variant,25_64,23935.982
909,2035,No_change,25_64,23737.127
909,2035,Zero_migration,25_64,22055.297
909,2035,Constant_fertility,25_69,26033.519
909,2035,Constant_mortality,25_69,25776.125
909,2035,High_variant,25_69,26033.519
909,2035,Instant_replacement,25_69,26033.52
909,2035,Low_variant,25_69,26033.519
909,2035,Medium_variant,25_69,26033.519
909,2035,No_change,25_69,25776.129
909,2035,Zero_migration,25_69,24137.223
909,2035,Constant_fertility,50plus,15903.898
909,2035,Constant_mortality,50plus,15197.787
909,2035,High_variant,50plus,15903.898
909,2035,Instant_replacement,50plus,15903.9
909,2035,Low_variant,50plus,15903.898
909,2035,Medium_variant,50plus,15903.898
909,2035,No_change,50plus,15197.789
909,2035,Zero_migration,50plus,15600.472
909,2035,Constant_fertility,60plus,10608.024
909,2035,Constant_mortality,60plus,9966.137
909,2035,High_variant,60plus,10608.024
909,2035,Instant_replacement,60plus,10608.025
909,2035,Low_variant,60plus,10608.024
909,2035,Medium_variant,60plus,10608.024
909,2035,No_change,60plus,9966.139
909,2035,Zero_migration,60plus,10533.338
909,2035,Constant_fertility,65plus,8129.406
909,2035,Constant_mortality,65plus,7536.075
909,2035,High_variant,65plus,8129.406
909,2035,Instant_replacement,65plus,8129.407
909,2035,Low_variant,65plus,8129.406
909,2035,Medium_variant,65plus,8129.406
909,2035,No_change,65plus,7536.076
909,2035,Zero_migration,65plus,8092.712
909,2035,Constant_fertility,70plus,6031.869
909,2035,Constant_mortality,70plus,5497.074
909,2035,High_variant,70plus,6031.869
909,2035,Instant_replacement,70plus,6031.87
909,2035,Low_variant,70plus,6031.869
909,2035,Medium_variant,70plus,6031.869
909,2035,No_change,70plus,5497.074
909,2035,Zero_migration,70plus,6010.786
909,2035,Constant_fertility,75plus,4040.435
909,2035,Constant_mortality,75plus,3587.307
909,2035,High_variant,75plus,4040.435
909,2035,Instant_replacement,75plus,4040.435
909,2035,Low_variant,75plus,4040.435
909,2035,Medium_variant,75plus,4040.435
909,2035,No_change,75plus,3587.307
909,2035,Zero_migration,75plus,4028.86
909,2035,Constant_fertility,80plus,2426.094
909,2035,Constant_mortality,80plus,2073.312
909,2035,High_variant,80plus,2426.094
909,2035,Instant_replacement,80plus,2426.094
909,2035,Low_variant,80plus,2426.094
909,2035,Medium_variant,80plus,2426.094
909,2035,No_change,80plus,2073.312
909,2035,Zero_migration,80plus,2420.204
909,2035,Constant_fertility,85plus,1239.432
909,2035,Constant_mortality,85plus,1001.916
909,2035,High_variant,85plus,1239.432
909,2035,Instant_replacement,85plus,1239.432
909,2035,Low_variant,85plus,1239.432
909,2035,Medium_variant,85plus,1239.432
909,2035,No_change,85plus,1001.916
909,2035,Zero_migration,85plus,1237.277
909,2035,Constant_fertility,90plus,436.091
909,2035,Constant_mortality,90plus,321.911
909,2035,High_variant,90plus,436.091
909,2035,Instant_replacement,90plus,436.091
909,2035,Low_variant,90plus,436.091
909,2035,Medium_variant,90plus,436.091
909,2035,No_change,90plus,321.911
909,2035,Zero_migration,90plus,435.497
909,2040,Constant_fertility,total,54257.76
909,2040,Constant_mortality,total,50834.68
909,2040,High_variant,total,55557.95
909,2040,Instant_replacement,total,51425.943
909,2040,Low_variant,total,48766.264
909,2040,Medium_variant,total,52149.841
909,2040,No_change,total,52908.51
909,2040,Zero_migration,total,47277.606
909,2040,Medium_variant,0_1,1449.392
909,2040,Constant_fertility,0_4,4326.86
909,2040,Constant_mortality,0_4,3563.541
909,2040,High_variant,0_4,4497.098
909,2040,Instant_replacement,0_4,3533.27
909,2040,Low_variant,0_4,2739.715
909,2040,Medium_variant,0_4,3607.873
909,2040,No_change,0_4,4268.501
909,2040,Zero_migration,0_4,3150.387
909,2040,Constant_fertility,0_14,12490.447
909,2040,Constant_mortality,0_14,10698.534
909,2040,High_variant,0_14,13276.958
909,2040,Instant_replacement,0_14,10531.203
909,2040,Low_variant,0_14,8377.201
909,2040,Medium_variant,0_14,10814.815
909,2040,No_change,0_14,12344.413
909,2040,Zero_migration,0_14,9458.09
909,2040,Medium_variant,0_17,13002.57
909,2040,Constant_fertility,0_19,16426.676
909,2040,Constant_mortality,0_19,14328.893
909,2040,High_variant,0_19,17525.914
909,2040,Instant_replacement,0_19,14002.124
909,2040,Low_variant,0_19,11439.223
909,2040,Medium_variant,0_19,14470.307
909,2040,No_change,0_19,16252.433
909,2040,Zero_migration,0_19,12660.4
909,2040,Constant_fertility,0_24,20259.817
909,2040,Constant_mortality,0_24,17989.295
909,2040,High_variant,0_24,21560.007
909,2040,Instant_replacement,0_24,17427.997
909,2040,Low_variant,0_24,14768.321
909,2040,Medium_variant,0_24,18151.898
909,2040,No_change,0_24,20063.12
909,2040,Zero_migration,0_24,15865.273
909,2040,Medium_variant,3_4,1437.514
909,2040,Medium_variant,3_5,2155.109
909,2040,Medium_variant,3_6,2872.56
909,2040,Medium_variant,4_5,1435.796
909,2040,Medium_variant,4_6,2153.247
909,2040,Medium_variant,5_10,4310.648
909,2040,Medium_variant,5_11,5032.422
909,2040,Constant_fertility,5_14,8163.587
909,2040,Constant_mortality,5_14,7134.993
909,2040,High_variant,5_14,8779.86
909,2040,Instant_replacement,5_14,6997.933
909,2040,Low_variant,5_14,5637.486
909,2040,Medium_variant,5_14,7206.942
909,2040,No_change,5_14,8075.912
909,2040,Zero_migration,5_14,6307.703
909,2040,Medium_variant,6_9,2872.675
909,2040,Medium_variant,6_10,3593.053
909,2040,Medium_variant,6_11,4314.827
909,2040,Medium_variant,6_12,5038.099
909,2040,Medium_variant,7_10,2875.602
909,2040,Medium_variant,7_12,4320.648
909,2040,Medium_variant,11_16,4353.35
909,2040,Medium_variant,11_17,5084.049
909,2040,Medium_variant,11_18,5816.827
909,2040,Medium_variant,12_14,2174.52
909,2040,Medium_variant,12_16,3631.576
909,2040,Medium_variant,12_17,4362.275
909,2040,Medium_variant,12_18,5095.053
909,2040,Medium_variant,13_17,3639.003
909,2040,Medium_variant,13_18,4371.781
