agebroad,population,continent,variant,year
0_1,88445.425,935,estimates,1950
0_4,200480.463,935,estimates,1950
0_14,511234.921,935,estimates,1950
0_17,596544.678,935,estimates,1950
0_19,650599.408,935,estimates,1950
0_24,774214.08,935,estimates,1950
3_4,72456.882,935,estimates,1950
3_5,106210.847,935,estimates,1950
3_6,138809.415,935,estimates,1950
4_5,69020.632,935,estimates,1950
4_6,101619.2,935,estimates,1950
5_14,310754.458,935,estimates,1950
5_10,190515.095,935,estimates,1950
5_11,221022.64,935,estimates,1950
6_9,126231.845,935,estimates,1950
6_10,156761.13,935,estimates,1950
6_11,187268.675,935,estimates,1950
6_12,217640.257,935,estimates,1950
7_10,124162.562,935,estimates,1950
7_12,185041.689,935,estimates,1950
11_16,177600.213,935,estimates,1950
11_17,205549.12,935,estimates,1950
11_18,232903.28,935,estimates,1950
12_14,89731.818,935,estimates,1950
12_16,147092.668,935,estimates,1950
12_17,175041.575,935,estimates,1950
12_18,202395.735,935,estimates,1950
13_17,144669.993,935,estimates,1950
13_18,172024.153,935,estimates,1950
13_19,198724.723,935,estimates,1950
15_17,85309.757,935,estimates,1950
18_23,154294.733,935,estimates,1950
15_24,262979.159,935,estimates,1950
15_49,700292.447,935,estimates,1950
15_59,799895.74,935,estimates,1950
15_64,836218.253,935,estimates,1950
20_64,696853.766,935,estimates,1950
20_69,722584.315,935,estimates,1950
25_49,437313.288,935,estimates,1950
25_64,573239.094,935,estimates,1950
25_69,598969.643,935,estimates,1950
15plus,892826.669,935,estimates,1950
16plus,863923.151,935,estimates,1950
17plus,835465.819,935,estimates,1950
18plus,807516.912,935,estimates,1950
20plus,753462.182,935,estimates,1950
21plus,727412.668,935,estimates,1950
25plus,629847.51,935,estimates,1950
50plus,192534.222,935,estimates,1950
60plus,92930.929,935,estimates,1950
65plus,56608.416,935,estimates,1950
70plus,30877.867,935,estimates,1950
75plus,14300.693,935,estimates,1950
80plus,5108.372,935,estimates,1950
85plus,1386.343,935,estimates,1950
90plus,300.09,935,estimates,1950
total,1404061.59,935,estimates,1950
0_1,95601.895,935,estimates,1951
0_4,213203.45,935,estimates,1951
0_14,528114.32,935,estimates,1951
0_17,614434.907,935,estimates,1951
0_19,669417.986,935,estimates,1951
0_24,795531.947,935,estimates,1951
3_4,75840.993,935,estimates,1951
3_5,110815.962,935,estimates,1951
3_6,144341.046,935,estimates,1951
4_5,71772.356,935,estimates,1951
4_6,105297.44,935,estimates,1951
5_14,314910.87,935,estimates,1951
5_10,194060.721,935,estimates,1951
5_11,224468.346,935,estimates,1951
6_9,128474.194,935,estimates,1951
6_10,159085.752,935,estimates,1951
6_11,189493.377,935,estimates,1951
6_12,219871.918,935,estimates,1951
7_10,125560.668,935,estimates,1951
7_12,186346.834,935,estimates,1951
11_16,178864.999,935,estimates,1951
11_17,207170.736,935,estimates,1951
11_18,234961.22,935,estimates,1951
12_14,90442.524,935,estimates,1951
12_16,148457.374,935,estimates,1951
12_17,176763.111,935,estimates,1951
12_18,204553.595,935,estimates,1951
13_17,146384.57,935,estimates,1951
13_18,174175.054,935,estimates,1951
13_19,201367.649,935,estimates,1951
15_17,86320.587,935,estimates,1951
18_23,157209.229,935,estimates,1951
15_24,267417.627,935,estimates,1951
15_49,711081.509,935,estimates,1951
15_59,812098.698,935,estimates,1951
15_64,848559.431,935,estimates,1951
20_64,707255.765,935,estimates,1951
20_69,733396.186,935,estimates,1951
