agebroad,population,continent,variant,year
"Region, subregion, country or area *",EUROPE,908,estimates,1953
0_1,21779.155,908,estimates,1953
0_4,55488.57,908,estimates,1953
0_14,145416.959,908,estimates,1953
0_17,176509.603,908,estimates,1953
0_19,195356.623,908,estimates,1953
0_24,242333.587,908,estimates,1953
3_4,22733.802,908,estimates,1953
3_5,32819.976,908,estimates,1953
3_6,42243.19,908,estimates,1953
4_5,20978.607,908,estimates,1953
4_6,30401.821,908,estimates,1953
5_14,89928.389,908,estimates,1953
5_10,52997.874,908,estimates,1953
5_11,61329.167,908,estimates,1953
6_9,34900.442,908,estimates,1953
6_10,42911.7,908,estimates,1953
6_11,51242.993,908,estimates,1953
6_12,60144.21,908,estimates,1953
7_10,33488.486,908,estimates,1953
7_12,50720.996,908,estimates,1953
11_16,58002.417,908,estimates,1953
11_17,68023.159,908,estimates,1953
11_18,77659.342,908,estimates,1953
12_14,28599.222,908,estimates,1953
12_16,49671.124,908,estimates,1953
12_17,59691.866,908,estimates,1953
12_18,69328.049,908,estimates,1953
13_17,50790.649,908,estimates,1953
13_18,60426.832,908,estimates,1953
13_19,69637.669,908,estimates,1953
15_17,31092.644,908,estimates,1953
18_23,55966.726,908,estimates,1953
15_24,96916.628,908,estimates,1953
15_49,292896.349,908,estimates,1953
15_59,351667.45,908,estimates,1953
15_64,373500.7,908,estimates,1953
20_64,323561.036,908,estimates,1953
20_69,341609.573,908,estimates,1953
25_49,195979.721,908,estimates,1953
25_64,276584.072,908,estimates,1953
25_69,294632.609,908,estimates,1953
15plus,420179.308,908,estimates,1953
16plus,409580.001,908,estimates,1953
17plus,399107.406,908,estimates,1953
18plus,389086.664,908,estimates,1953
20plus,370239.644,908,estimates,1953
21plus,361259.285,908,estimates,1953
25plus,323262.68,908,estimates,1953
50plus,127282.959,908,estimates,1953
60plus,68511.858,908,estimates,1953
65plus,46678.608,908,estimates,1953
70plus,28630.071,908,estimates,1953
75plus,15230.829,908,estimates,1953
80plus,6544.564,908,estimates,1953
85plus,2155.034,908,estimates,1953
90plus,581.903,908,estimates,1953
total,565596.267,908,estimates,1953
"Region, subregion, country or area *",EUROPE,908,estimates,1954
0_1,21595.559,908,estimates,1954
0_4,55389.497,908,estimates,1954
0_14,146203.998,908,estimates,1954
0_17,177446.719,908,estimates,1954
0_19,197071.8,908,estimates,1954
0_24,243277.326,908,estimates,1954
3_4,22602.775,908,estimates,1954
3_5,33362.405,908,estimates,1954
3_6,43499.577,908,estimates,1954
4_5,22178.812,908,estimates,1954
4_6,32315.984,908,estimates,1954
5_14,90814.501,908,estimates,1954
5_10,56249.675,908,estimates,1954
5_11,64186.51,908,estimates,1954
6_9,37386.204,908,estimates,1954
6_10,45490.045,908,estimates,1954
6_11,53426.88,908,estimates,1954
6_12,61684.81,908,estimates,1954
7_10,35352.873,908,estimates,1954
7_12,51547.638,908,estimates,1954
11_16,55347.413,908,estimates,1954
11_17,65807.547,908,estimates,1954
11_18,75813.649,908,estimates,1954
12_14,26627.991,908,estimates,1954
12_16,47410.578,908,estimates,1954
12_17,57870.712,908,estimates,1954
12_18,67876.814,908,estimates,1954
13_17,49612.782,908,estimates,1954
13_18,59618.884,908,estimates,1954
13_19,69237.863,908,estimates,1954
15_17,31242.721,908,estimates,1954
18_23,56219.278,908,estimates,1954
15_24,97073.328,908,estimates,1954
15_49,294963.805,908,estimates,1954
15_59,355450.27,908,estimates,1954
15_64,377595.157,908,estimates,1954
20_64,326727.355,908,estimates,1954
20_69,345094.311,908,estimates,1954
25_49,197890.477,908,estimates,1954
25_64,280521.829,908,estimates,1954
25_69,298888.785,908,estimates,1954
15plus,425146.536,908,estimates,1954
16plus,414953.014,908,estimates,1954
17plus,404363.949,908,estimates,1954
18plus,393903.815,908,estimates,1954
20plus,374278.734,908,estimates,1954
21plus,365087.849,908,estimates,1954
25plus,328073.208,908,estimates,1954
50plus,130182.731,908,estimates,1954
60plus,69696.266,908,estimates,1954
65plus,47551.379,908,estimates,1954
70plus,29184.423,908,estimates,1954
75plus,15528.805,908,estimates,1954
80plus,6663.628,908,estimates,1954
85plus,2118.34,908,estimates,1954
90plus,556.413,908,estimates,1954
total,571350.534,908,estimates,1954
"Region, subregion, country or area *",EUROPE,908,estimates,1955
0_1,21640.785,908,estimates,1955
0_4,55601.261,908,estimates,1955
0_14,148046.648,908,estimates,1955
0_17,178270.438,908,estimates,1955
0_19,198691.947,908,estimates,1955
0_24,244753.805,908,estimates,1955
3_4,22630.343,908,estimates,1955
3_5,33616.828,908,estimates,1955
3_6,44233.947,908,estimates,1955
4_5,22238.491,908,estimates,1955
4_6,32855.61,908,estimates,1955
5_14,92445.387,908,estimates,1955
5_10,59452.828,908,estimates,1955
5_11,67559.739,908,estimates,1955
6_9,39743.954,908,estimates,1955
6_10,48466.343,908,estimates,1955
6_11,56573.254,908,estimates,1955
6_12,64429.957,908,estimates,1955
7_10,37849.224,908,estimates,1955
7_12,53812.838,908,estimates,1955
11_16,52646.707,908,estimates,1955
11_17,63216.349,908,estimates,1955
11_18,73654.959,908,estimates,1955
12_14,24885.648,908,estimates,1955
12_16,44539.796,908,estimates,1955
12_17,55109.438,908,estimates,1955
12_18,65548.048,908,estimates,1955
13_17,47252.735,908,estimates,1955
13_18,57691.345,908,estimates,1955
13_19,67674.244,908,estimates,1955
15_17,30223.79,908,estimates,1955
18_23,57139.988,908,estimates,1955
15_24,96707.157,908,estimates,1955
15_49,295998.842,908,estimates,1955
15_59,358150.425,908,estimates,1955
15_64,380732.276,908,estimates,1955
20_64,330086.977,908,estimates,1955
20_69,348752.886,908,estimates,1955
25_49,199291.685,908,estimates,1955
25_64,284025.119,908,estimates,1955
25_69,302691.028,908,estimates,1955
15plus,429063.712,908,estimates,1955
16plus,419586.539,908,estimates,1955
17plus,409409.564,908,estimates,1955
18plus,398839.922,908,estimates,1955
20plus,378418.413,908,estimates,1955
21plus,368824.773,908,estimates,1955
25plus,332356.555,908,estimates,1955
50plus,133064.87,908,estimates,1955
60plus,70913.287,908,estimates,1955
65plus,48331.436,908,estimates,1955
70plus,29665.527,908,estimates,1955
75plus,15713.721,908,estimates,1955
80plus,6667.552,908,estimates,1955
85plus,2011.066,908,estimates,1955
90plus,463.368,908,estimates,1955
total,577110.36,908,estimates,1955
"Region, subregion, country or area *",EUROPE,908,estimates,1956
0_1,21425.459,908,estimates,1956
0_4,55116.91,908,estimates,1956
0_14,150052.687,908,estimates,1956
0_17,178517.108,908,estimates,1956
0_19,199478.213,908,estimates,1956
0_24,246069.89,908,estimates,1956
3_4,22593.928,908,estimates,1956
3_5,33774.152,908,estimates,1956
3_6,44719.716,908,estimates,1956
4_5,22486.424,908,estimates,1956
4_6,33431.988,908,estimates,1956
5_14,94935.777,908,estimates,1956
5_10,62045.326,908,estimates,1956
5_11,70784.422,908,estimates,1956
6_9,41594.765,908,estimates,1956
6_10,50865.102,908,estimates,1956
6_11,59604.198,908,estimates,1956
6_12,67720.704,908,estimates,1956
7_10,39919.538,908,estimates,1956
7_12,56775.14,908,estimates,1956
11_16,51196.941,908,estimates,1956
11_17,61354.872,908,estimates,1956
11_18,71901.534,908,estimates,1956
12_14,24151.355,908,estimates,1956
12_16,42457.845,908,estimates,1956
12_17,52615.776,908,estimates,1956
12_18,63162.438,908,estimates,1956
13_17,44499.27,908,estimates,1956
13_18,55045.932,908,estimates,1956
13_19,65460.375,908,estimates,1956
15_17,28464.421,908,estimates,1956
18_23,58539.5,908,estimates,1956
15_24,96017.203,908,estimates,1956
15_49,296617.955,908,estimates,1956
15_59,360330.615,908,estimates,1956
15_64,383397.421,908,estimates,1956
20_64,333971.895,908,estimates,1956
20_69,352820.184,908,estimates,1956
25_49,200600.752,908,estimates,1956
25_64,287380.218,908,estimates,1956
25_69,306228.507,908,estimates,1956
15plus,432785.497,908,estimates,1956
16plus,423942.915,908,estimates,1956
17plus,414479.007,908,estimates,1956
18plus,404321.076,908,estimates,1956
20plus,383359.971,908,estimates,1956
21plus,373400.565,908,estimates,1956
25plus,336768.294,908,estimates,1956
50plus,136167.542,908,estimates,1956
60plus,72454.882,908,estimates,1956
65plus,49388.076,908,estimates,1956
70plus,30539.787,908,estimates,1956
75plus,16370.433,908,estimates,1956
80plus,7128.325,908,estimates,1956
85plus,2255.855,908,estimates,1956
90plus,519.559,908,estimates,1956
total,582838.184,908,estimates,1956
"Region, subregion, country or area *",EUROPE,908,estimates,1957
0_1,22237.188,908,estimates,1957
0_4,55405.684,908,estimates,1957
0_14,153335.908,908,estimates,1957
0_17,179757.937,908,estimates,1957
0_19,200390.692,908,estimates,1957
0_24,248199.318,908,estimates,1957
3_4,22334.337,908,estimates,1957
3_5,33549.703,908,estimates,1957
3_6,44639.175,908,estimates,1957
4_5,22442.886,908,estimates,1957
4_6,33532.358,908,estimates,1957
5_14,97930.224,908,estimates,1957
5_10,63933.571,908,estimates,1957
5_11,73220.38,908,estimates,1957
6_9,42904.549,908,estimates,1957
6_10,52718.205,908,estimates,1957
6_11,62005.014,908,estimates,1957
6_12,70747.878,908,estimates,1957
7_10,41628.733,908,estimates,1957
7_12,59658.406,908,estimates,1957
11_16,50981.195,908,estimates,1957
11_17,60418.682,908,estimates,1957
11_18,70543.083,908,estimates,1957
12_14,24709.844,908,estimates,1957
12_16,41694.386,908,estimates,1957
12_17,51131.873,908,estimates,1957
12_18,61256.274,908,estimates,1957
13_17,42389.009,908,estimates,1957
13_18,52513.41,908,estimates,1957
13_19,63021.764,908,estimates,1957
15_17,26422.029,908,estimates,1957
18_23,59569.001,908,estimates,1957
15_24,94863.41,908,estimates,1957
15_49,296111.249,908,estimates,1957
15_59,361249.496,908,estimates,1957
15_64,384896.711,908,estimates,1957
20_64,337841.927,908,estimates,1957
20_69,356852.011,908,estimates,1957
25_49,201247.839,908,estimates,1957
25_64,290033.301,908,estimates,1957
25_69,309043.385,908,estimates,1957
15plus,435201.325,908,estimates,1957
16plus,427039.517,908,estimates,1957
17plus,418216.783,908,estimates,1957
18plus,408779.296,908,estimates,1957
20plus,388146.541,908,estimates,1957
21plus,377771.518,908,estimates,1957
25plus,340337.915,908,estimates,1957
50plus,139090.076,908,estimates,1957
60plus,73951.829,908,estimates,1957
65plus,50304.614,908,estimates,1957
70plus,31294.53,908,estimates,1957
75plus,16885.072,908,estimates,1957
80plus,7476.009,908,estimates,1957
85plus,2449.65,908,estimates,1957
90plus,562.939,908,estimates,1957
total,588537.233,908,estimates,1957
"Region, subregion, country or area *",EUROPE,908,estimates,1958
0_1,22588.574,908,estimates,1958
0_4,56109.275,908,estimates,1958
0_14,157168.866,908,estimates,1958
0_17,181953.173,908,estimates,1958
0_19,201444.868,908,estimates,1958
0_24,250674.188,908,estimates,1958
3_4,22063.79,908,estimates,1958
3_5,33224.704,908,estimates,1958
3_6,44342.788,908,estimates,1958
4_5,22270.763,908,estimates,1958
4_6,33388.847,908,estimates,1958
5_14,101059.591,908,estimates,1958
5_10,65056.612,908,estimates,1958
5_11,74909.396,908,estimates,1958
6_9,43567.505,908,estimates,1958
6_10,53895.698,908,estimates,1958
6_11,63748.482,908,estimates,1958
6_12,73046.724,908,estimates,1958
7_10,42777.614,908,estimates,1958
7_12,61928.64,908,estimates,1958
11_16,51988.661,908,estimates,1958
11_17,60787.286,908,estimates,1958
11_18,70193.54,908,estimates,1958
12_14,26150.195,908,estimates,1958
12_16,42135.877,908,estimates,1958
12_17,50934.502,908,estimates,1958
12_18,60340.756,908,estimates,1958
13_17,41636.26,908,estimates,1958
13_18,51042.514,908,estimates,1958
13_19,61127.955,908,estimates,1958
15_17,24784.307,908,estimates,1958
18_23,59655.252,908,estimates,1958
15_24,93505.322,908,estimates,1958
15_49,295100.291,908,estimates,1958
15_59,361583.637,908,estimates,1958
15_64,385909.323,908,estimates,1958
20_64,341633.321,908,estimates,1958
20_69,360844.369,908,estimates,1958
25_49,201594.969,908,estimates,1958
25_64,292404.001,908,estimates,1958
25_69,311615.049,908,estimates,1958
15plus,437076.212,908,estimates,1958
16plus,429235.06,908,estimates,1958
17plus,421090.53,908,estimates,1958
18plus,412291.905,908,estimates,1958
20plus,392800.21,908,estimates,1958
21plus,382335.965,908,estimates,1958
25plus,343570.89,908,estimates,1958
50plus,141975.921,908,estimates,1958
60plus,75492.575,908,estimates,1958
65plus,51166.889,908,estimates,1958
70plus,31955.841,908,estimates,1958
75plus,17273.768,908,estimates,1958
80plus,7701.508,908,estimates,1958
85plus,2567.22,908,estimates,1958
90plus,589.154,908,estimates,1958
total,594245.078,908,estimates,1958
"Region, subregion, country or area *",EUROPE,908,estimates,1959
0_1,22898.994,908,estimates,1959
0_4,56797.711,908,estimates,1959
0_14,160657.192,908,estimates,1959
0_17,184727.338,908,estimates,1959
0_19,202882.527,908,estimates,1959
0_24,252932.985,908,estimates,1959
3_4,22462.599,908,estimates,1959
3_5,33578.879,908,estimates,1959
3_6,44677.021,908,estimates,1959
4_5,22192.788,908,estimates,1959
4_6,33290.93,908,estimates,1959
5_14,103859.481,908,estimates,1959
5_10,65534.294,908,estimates,1959
5_11,75906.168,908,estimates,1959
6_9,43780.299,908,estimates,1959
6_10,54418.014,908,estimates,1959
6_11,64789.888,908,estimates,1959
6_12,74685.419,908,estimates,1959
7_10,43319.872,908,estimates,1959
7_12,63587.277,908,estimates,1959
11_16,54265.454,908,estimates,1959
11_17,62395.333,908,estimates,1959
11_18,71172.617,908,estimates,1959
12_14,27953.313,908,estimates,1959
12_16,43893.58,908,estimates,1959
12_17,52023.459,908,estimates,1959
12_18,60800.743,908,estimates,1959
13_17,42127.928,908,estimates,1959
13_18,50905.212,908,estimates,1959
13_19,60283.117,908,estimates,1959
15_17,24070.146,908,estimates,1959
18_23,58752.971,908,estimates,1959
15_24,92275.793,908,estimates,1959
15_49,294383.824,908,estimates,1959
15_59,362202.423,908,estimates,1959
15_64,387299.187,908,estimates,1959
20_64,345073.852,908,estimates,1959
20_69,364601.555,908,estimates,1959
25_49,202108.031,908,estimates,1959
25_64,295023.394,908,estimates,1959
25_69,314551.097,908,estimates,1959
15plus,439366.026,908,estimates,1959
16plus,431258.699,908,estimates,1959
17plus,423425.759,908,estimates,1959
18plus,415295.88,908,estimates,1959
20plus,397140.691,908,estimates,1959
21plus,387091.203,908,estimates,1959
25plus,347090.233,908,estimates,1959
50plus,144982.202,908,estimates,1959
60plus,77163.603,908,estimates,1959
65plus,52066.839,908,estimates,1959
70plus,32539.136,908,estimates,1959
75plus,17560.108,908,estimates,1959
80plus,7804.17,908,estimates,1959
85plus,2590.824,908,estimates,1959
90plus,576.301,908,estimates,1959
total,600023.218,908,estimates,1959
"Region, subregion, country or area *",EUROPE,908,estimates,1960
0_1,23113.666,908,estimates,1960
0_4,57157.23,908,estimates,1960
0_14,163340.684,908,estimates,1960
0_17,188033.13,908,estimates,1960
0_19,204914.429,908,estimates,1960
0_24,254732.698,908,estimates,1960
3_4,22622.446,908,estimates,1960
3_5,33828.369,908,estimates,1960
3_6,44958.239,908,estimates,1960
4_5,22482.172,908,estimates,1960
4_6,33612.042,908,estimates,1960
5_14,106183.454,908,estimates,1960
5_10,65835.217,908,estimates,1960
5_11,76480.976,908,estimates,1960
6_9,43925.604,908,estimates,1960
6_10,54629.294,908,estimates,1960
6_11,65275.053,908,estimates,1960
6_12,75698.008,908,estimates,1960
7_10,43499.424,908,estimates,1960
7_12,64568.138,908,estimates,1960
11_16,57211.207,908,estimates,1960
11_17,65040.683,908,estimates,1960
11_18,73160.771,908,estimates,1960
12_14,29702.478,908,estimates,1960
12_16,46565.448,908,estimates,1960
12_17,54394.924,908,estimates,1960
12_18,62515.012,908,estimates,1960
13_17,43971.969,908,estimates,1960
13_18,52092.057,908,estimates,1960
13_19,60853.268,908,estimates,1960
15_17,24692.446,908,estimates,1960
18_23,56896.631,908,estimates,1960
15_24,91392.014,908,estimates,1960
15_49,294424.458,908,estimates,1960
15_59,363581.175,908,estimates,1960
15_64,389528.598,908,estimates,1960
20_64,347954.853,908,estimates,1960
20_69,367953.394,908,estimates,1960
25_49,203032.444,908,estimates,1960
25_64,298136.584,908,estimates,1960
25_69,318135.125,908,estimates,1960
15plus,442584.753,908,estimates,1960
16plus,433831.799,908,estimates,1960
17plus,425721.783,908,estimates,1960
18plus,417892.307,908,estimates,1960
20plus,401011.008,908,estimates,1960
21plus,391655.821,908,estimates,1960
25plus,351192.739,908,estimates,1960
50plus,148160.295,908,estimates,1960
60plus,79003.578,908,estimates,1960
65plus,53056.155,908,estimates,1960
70plus,33057.614,908,estimates,1960
75plus,17764.721,908,estimates,1960
80plus,7786.247,908,estimates,1960
85plus,2506.021,908,estimates,1960
90plus,507.653,908,estimates,1960
total,605925.437,908,estimates,1960
"Region, subregion, country or area *",EUROPE,908,estimates,1961
0_1,23222.953,908,estimates,1961
0_4,57485.699,908,estimates,1961
0_14,165517.854,908,estimates,1961
0_17,191677.851,908,estimates,1961
0_19,207600.605,908,estimates,1961
0_24,256285.654,908,estimates,1961
3_4,22770.762,908,estimates,1961
3_5,34052.797,908,estimates,1961
3_6,45260.08,908,estimates,1961
4_5,22633.092,908,estimates,1961
4_6,33840.375,908,estimates,1961
5_14,108032.155,908,estimates,1961
5_10,66362.717,908,estimates,1961
5_11,77054.951,908,estimates,1961
6_9,44279.201,908,estimates,1961
6_10,55080.682,908,estimates,1961
6_11,65772.916,908,estimates,1961
6_12,76406.698,908,estimates,1961
7_10,43873.399,908,estimates,1961
7_12,65199.415,908,estimates,1961
11_16,59731.839,908,estimates,1961
11_17,67829.435,908,estimates,1961
11_18,75646.066,908,estimates,1961
12_14,30977.204,908,estimates,1961
12_16,49039.605,908,estimates,1961
12_17,57137.201,908,estimates,1961
12_18,64953.832,908,estimates,1961
13_17,46503.419,908,estimates,1961
13_18,54320.05,908,estimates,1961
13_19,62426.173,908,estimates,1961
15_17,26159.997,908,estimates,1961
18_23,54376.594,908,estimates,1961
15_24,90767.8,908,estimates,1961
15_49,295066.107,908,estimates,1961
15_59,365383.267,908,estimates,1961
15_64,392074.739,908,estimates,1961
20_64,349991.988,908,estimates,1961
20_69,370397.437,908,estimates,1961
25_49,204298.307,908,estimates,1961
25_64,301306.939,908,estimates,1961
25_69,321712.388,908,estimates,1961
15plus,446446.056,908,estimates,1961
16plus,437124.177,908,estimates,1961
17plus,428383.655,908,estimates,1961
18plus,420286.059,908,estimates,1961
20plus,404363.305,908,estimates,1961
21plus,395617.604,908,estimates,1961
25plus,355678.256,908,estimates,1961
50plus,151379.949,908,estimates,1961
60plus,81062.789,908,estimates,1961
65plus,54371.317,908,estimates,1961
70plus,33965.868,908,estimates,1961
75plus,18501.765,908,estimates,1961
80plus,8260.034,908,estimates,1961
85plus,2776.96,908,estimates,1961
90plus,604.66,908,estimates,1961
total,611963.91,908,estimates,1961
"Region, subregion, country or area *",EUROPE,908,estimates,1962
0_1,23064.903,908,estimates,1962
0_4,57517.058,908,estimates,1962
0_14,166948.972,908,estimates,1962
0_17,194922.844,908,estimates,1962
0_19,210819.985,908,estimates,1962
0_24,257315.786,908,estimates,1962
3_4,22908.469,908,estimates,1962
3_5,34270.131,908,estimates,1962
3_6,45563.503,908,estimates,1962
4_5,22786.007,908,estimates,1962
4_6,34079.379,908,estimates,1962
5_14,109431.914,908,estimates,1962
5_10,66917.843,908,estimates,1962
5_11,77712.751,908,estimates,1962
6_9,44643.238,908,estimates,1962
6_10,55556.181,908,estimates,1962
6_11,66351.089,908,estimates,1962
6_12,77037.802,908,estimates,1962
7_10,44262.809,908,estimates,1962
7_12,65744.43,908,estimates,1962
11_16,61755.068,908,estimates,1962
11_17,70487.943,908,estimates,1962
11_18,78577.387,908,estimates,1962
12_14,31719.163,908,estimates,1962
12_16,50960.16,908,estimates,1962
12_17,59693.035,908,estimates,1962
12_18,67782.479,908,estimates,1962
13_17,49006.322,908,estimates,1962
13_18,57095.766,908,estimates,1962
13_19,64903.463,908,estimates,1962
15_17,27973.872,908,estimates,1962
18_23,52039.599,908,estimates,1962
15_24,90366.814,908,estimates,1962
15_49,296313.786,908,estimates,1962
15_59,367887.245,908,estimates,1962
15_64,395412.373,908,estimates,1962
20_64,351541.36,908,estimates,1962
20_69,372475.162,908,estimates,1962
25_49,205946.972,908,estimates,1962
25_64,305045.559,908,estimates,1962
25_69,325979.361,908,estimates,1962
15plus,451130.805,908,estimates,1962
16plus,441204.58,908,estimates,1962
17plus,431889.808,908,estimates,1962
18plus,423156.933,908,estimates,1962
20plus,407259.792,908,estimates,1962
21plus,399163.774,908,estimates,1962
25plus,360763.991,908,estimates,1962
50plus,154817.019,908,estimates,1962
60plus,83243.56,908,estimates,1962
65plus,55718.432,908,estimates,1962
70plus,34784.63,908,estimates,1962
75plus,19155.949,908,estimates,1962
80plus,8638.89,908,estimates,1962
85plus,2977.366,908,estimates,1962
90plus,689.158,908,estimates,1962
total,618079.777,908,estimates,1962
"Region, subregion, country or area *",EUROPE,908,estimates,1963
0_1,22848.929,908,estimates,1963
0_4,57249.62,908,estimates,1963
0_14,167724.767,908,estimates,1963
0_17,197359.547,908,estimates,1963
0_19,214170.771,908,estimates,1963
0_24,258073.768,908,estimates,1963
3_4,22998.739,908,estimates,1963
3_5,34431.039,908,estimates,1963
3_6,45806.512,908,estimates,1963
4_5,22911.998,908,estimates,1963
4_6,34287.471,908,estimates,1963
5_14,110475.147,908,estimates,1963
5_10,67468.308,908,estimates,1963
5_11,78373.932,908,estimates,1963
6_9,45025.823,908,estimates,1963
