variant,region,year,gender,potentialsupport2569_70
estimates,948,1950,male,20.015
estimates,948,1951,male,20.051
estimates,948,1952,male,20.3
estimates,948,1953,male,20.723
estimates,948,1954,male,21.272
estimates,948,1955,male,21.931
estimates,948,1956,male,21.604
estimates,948,1957,male,21.397
estimates,948,1958,male,21.348
estimates,948,1959,male,21.499
estimates,948,1960,male,21.865
estimates,948,1961,male,21.542
estimates,948,1962,male,21.418
estimates,948,1963,male,21.436
estimates,948,1964,male,21.536
estimates,948,1965,male,21.688
estimates,948,1966,male,21.171
estimates,948,1967,male,20.77
estimates,948,1968,male,20.49
estimates,948,1969,male,20.341
estimates,948,1970,male,20.318
estimates,948,1971,male,19.83
estimates,948,1972,male,19.499
estimates,948,1973,male,19.302
estimates,948,1974,male,19.221
estimates,948,1975,male,19.242
estimates,948,1976,male,18.844
estimates,948,1977,male,18.588
estimates,948,1978,male,18.46
estimates,948,1979,male,18.442
estimates,948,1980,male,18.521
estimates,948,1981,male,18.264
estimates,948,1982,male,18.127
estimates,948,1983,male,18.101
estimates,948,1984,male,18.185
estimates,948,1985,male,18.372
estimates,948,1986,male,18.215
estimates,948,1987,male,18.171
estimates,948,1988,male,18.215
estimates,948,1989,male,18.32
estimates,948,1990,male,18.468
estimates,948,1991,male,18.238
estimates,948,1992,male,18.083
estimates,948,1993,male,17.99
estimates,948,1994,male,17.948
estimates,948,1995,male,17.949
estimates,948,1996,male,17.632
estimates,948,1997,male,17.396
estimates,948,1998,male,17.231
estimates,948,1999,male,17.131
estimates,948,2000,male,17.085
estimates,948,2001,male,16.801
estimates,948,2002,male,16.598
estimates,948,2003,male,16.463
estimates,948,2004,male,16.385
estimates,948,2005,male,16.357
estimates,948,2006,male,16.128
estimates,948,2007,male,15.968
estimates,948,2008,male,15.869
estimates,948,2009,male,15.828
estimates,948,2010,male,15.837
estimates,948,2011,male,15.668
estimates,948,2012,male,15.553
estimates,948,2013,male,15.477
estimates,948,2014,male,15.427
estimates,948,2015,male,15.391
medium_variant,948,2015,male,15.391
medium_variant,948,2016,male,15.185
medium_variant,948,2017,male,15.016
medium_variant,948,2018,male,14.862
medium_variant,948,2019,male,14.694
medium_variant,948,2020,male,14.5
medium_variant,948,2021,male,14.132
medium_variant,948,2022,male,13.784
medium_variant,948,2023,male,13.455
medium_variant,948,2024,male,13.148
medium_variant,948,2025,male,12.859
medium_variant,948,2026,male,12.477
medium_variant,948,2027,male,12.137
medium_variant,948,2028,male,11.831
medium_variant,948,2029,male,11.551
medium_variant,948,2030,male,11.291
medium_variant,948,2031,male,10.966
medium_variant,948,2032,male,10.679
medium_variant,948,2033,male,10.423
medium_variant,948,2034,male,10.193
medium_variant,948,2035,male,9.983
medium_variant,948,2036,male,9.729
medium_variant,948,2037,male,9.506
medium_variant,948,2038,male,9.307
medium_variant,948,2039,male,9.126
medium_variant,948,2040,male,8.957
medium_variant,948,2041,male,8.745
medium_variant,948,2042,male,8.557
medium_variant,948,2043,male,8.386
medium_variant,948,2044,male,8.227
medium_variant,948,2045,male,8.077
medium_variant,948,2046,male,7.889
medium_variant,948,2047,male,7.72
medium_variant,948,2048,male,7.565
medium_variant,948,2049,male,7.417
medium_variant,948,2050,male,7.271
medium_variant,948,2051,male,7.091
medium_variant,948,2052,male,6.927
medium_variant,948,2053,male,6.774
medium_variant,948,2054,male,6.634
medium_variant,948,2055,male,6.502
medium_variant,948,2056,male,6.349
medium_variant,948,2057,male,6.214
medium_variant,948,2058,male,6.092
medium_variant,948,2059,male,5.981
medium_variant,948,2060,male,5.877
medium_variant,948,2061,male,5.757
medium_variant,948,2062,male,5.652
medium_variant,948,2063,male,5.558
medium_variant,948,2064,male,5.472
medium_variant,948,2065,male,5.393
medium_variant,948,2066,male,5.3
medium_variant,948,2067,male,5.22
medium_variant,948,2068,male,5.148
medium_variant,948,2069,male,5.082
medium_variant,948,2070,male,5.02
medium_variant,948,2071,male,4.944
medium_variant,948,2072,male,4.878
medium_variant,948,2073,male,4.818
medium_variant,948,2074,male,4.762
medium_variant,948,2075,male,4.707
medium_variant,948,2076,male,4.639
medium_variant,948,2077,male,4.578
medium_variant,948,2078,male,4.522
medium_variant,948,2079,male,4.47
medium_variant,948,2080,male,4.418
medium_variant,948,2081,male,4.355
medium_variant,948,2082,male,4.299
medium_variant,948,2083,male,4.248
medium_variant,948,2084,male,4.2
medium_variant,948,2085,male,4.154
medium_variant,948,2086,male,4.099
medium_variant,948,2087,male,4.051
medium_variant,948,2088,male,4.008
medium_variant,948,2089,male,3.967
medium_variant,948,2090,male,3.928
medium_variant,948,2091,male,3.882
medium_variant,948,2092,male,3.842
medium_variant,948,2093,male,3.805
medium_variant,948,2094,male,3.771
medium_variant,948,2095,male,3.737
medium_variant,948,2096,male,3.698
medium_variant,948,2097,male,3.662
medium_variant,948,2098,male,3.63
medium_variant,948,2099,male,3.599
medium_variant,948,2100,male,3.568
estimates,948,1950,female,17.088
estimates,948,1951,female,17.083
estimates,948,1952,female,17.22
estimates,948,1953,female,17.46
estimates,948,1954,female,17.757
estimates,948,1955,female,18.088
estimates,948,1956,female,17.797
estimates,948,1957,female,17.576
estimates,948,1958,female,17.456
estimates,948,1959,female,17.476
estimates,948,1960,female,17.643
estimates,948,1961,female,17.429
estimates,948,1962,female,17.353
estimates,948,1963,female,17.365
estimates,948,1964,female,17.409
estimates,948,1965,female,17.46
estimates,948,1966,female,17.112
estimates,948,1967,female,16.822
estimates,948,1968,female,16.602
estimates,948,1969,female,16.466
estimates,948,1970,female,16.412
estimates,948,1971,female,16.119
estimates,948,1972,female,15.925
estimates,948,1973,female,15.806
estimates,948,1974,female,15.743
estimates,948,1975,female,15.722
estimates,948,1976,female,15.447
estimates,948,1977,female,15.247
estimates,948,1978,female,15.116
estimates,948,1979,female,15.047
estimates,948,1980,female,15.029
estimates,948,1981,female,14.85
estimates,948,1982,female,14.74
estimates,948,1983,female,14.692
estimates,948,1984,female,14.702
estimates,948,1985,female,14.762
estimates,948,1986,female,14.671
estimates,948,1987,female,14.646
estimates,948,1988,female,14.665
estimates,948,1989,female,14.709
estimates,948,1990,female,14.762
