variant,region,year,gender,potentialsupport2569_70
estimates,957,1950,male,26.977
estimates,957,1951,male,26.739
estimates,957,1952,male,26.517
estimates,957,1953,male,26.312
estimates,957,1954,male,26.347
estimates,957,1955,male,26.344
estimates,957,1956,male,25.195
estimates,957,1957,male,24.197
estimates,957,1958,male,23.165
estimates,957,1959,male,22.329
estimates,957,1960,male,21.677
estimates,957,1961,male,21.695
estimates,957,1962,male,22.03
estimates,957,1963,male,22.575
estimates,957,1964,male,23.2
estimates,957,1965,male,23.653
estimates,957,1966,male,23.198
estimates,957,1967,male,22.96
estimates,957,1968,male,22.843
estimates,957,1969,male,22.925
estimates,957,1970,male,23.026
estimates,957,1971,male,22.203
estimates,957,1972,male,21.457
estimates,957,1973,male,20.824
estimates,957,1974,male,20.346
estimates,957,1975,male,20.089
estimates,957,1976,male,19.725
estimates,957,1977,male,19.509
estimates,957,1978,male,19.395
estimates,957,1979,male,19.306
estimates,957,1980,male,19.298
estimates,957,1981,male,19.056
estimates,957,1982,male,18.819
estimates,957,1983,male,18.614
estimates,957,1984,male,18.546
estimates,957,1985,male,18.677
estimates,957,1986,male,18.496
estimates,957,1987,male,18.539
estimates,957,1988,male,18.654
estimates,957,1989,male,18.721
estimates,957,1990,male,18.653
estimates,957,1991,male,18.354
estimates,957,1992,male,18.077
estimates,957,1993,male,17.853
estimates,957,1994,male,17.747
estimates,957,1995,male,17.733
estimates,957,1996,male,17.528
estimates,957,1997,male,17.434
estimates,957,1998,male,17.415
estimates,957,1999,male,17.425
estimates,957,2000,male,17.469
estimates,957,2001,male,17.023
estimates,957,2002,male,16.65
estimates,957,2003,male,16.35
estimates,957,2004,male,16.121
estimates,957,2005,male,15.906
estimates,957,2006,male,15.413
estimates,957,2007,male,14.992
estimates,957,2008,male,14.622
estimates,957,2009,male,14.319
estimates,957,2010,male,14.075
estimates,957,2011,male,13.639
estimates,957,2012,male,13.262
estimates,957,2013,male,12.946
estimates,957,2014,male,12.698
estimates,957,2015,male,12.515
medium_variant,957,2015,male,12.515
medium_variant,957,2016,male,12.285
medium_variant,957,2017,male,12.117
medium_variant,957,2018,male,11.981
medium_variant,957,2019,male,11.828
medium_variant,957,2020,male,11.639
medium_variant,957,2021,male,11.297
medium_variant,957,2022,male,10.958
medium_variant,957,2023,male,10.62
medium_variant,957,2024,male,10.279
medium_variant,957,2025,male,9.928
medium_variant,957,2026,male,9.522
medium_variant,957,2027,male,9.14
medium_variant,957,2028,male,8.781
medium_variant,957,2029,male,8.443
medium_variant,957,2030,male,8.136
medium_variant,957,2031,male,7.814
medium_variant,957,2032,male,7.527
medium_variant,957,2033,male,7.263
medium_variant,957,2034,male,7.007
medium_variant,957,2035,male,6.752
medium_variant,957,2036,male,6.489
medium_variant,957,2037,male,6.243
medium_variant,957,2038,male,6.021
medium_variant,957,2039,male,5.827
medium_variant,957,2040,male,5.66
medium_variant,957,2041,male,5.506
medium_variant,957,2042,male,5.379
