variant,region,year,gender,potentialsupport2569_70
estimates,913,1950,male,17.929
estimates,913,1951,male,18.133
estimates,913,1952,male,18.515
estimates,913,1953,male,19.048
estimates,913,1954,male,19.693
estimates,913,1955,male,20.441
estimates,913,1956,male,20.295
estimates,913,1957,male,20.255
estimates,913,1958,male,20.321
estimates,913,1959,male,20.494
estimates,913,1960,male,20.772
estimates,913,1961,male,20.433
estimates,913,1962,male,20.225
estimates,913,1963,male,20.141
estimates,913,1964,male,20.184
estimates,913,1965,male,20.352
estimates,913,1966,male,20.065
estimates,913,1967,male,19.924
estimates,913,1968,male,19.9
estimates,913,1969,male,19.972
estimates,913,1970,male,20.124
estimates,913,1971,male,19.911
estimates,913,1972,male,19.886
estimates,913,1973,male,20.037
estimates,913,1974,male,20.362
estimates,913,1975,male,20.863
estimates,913,1976,male,20.677
estimates,913,1977,male,20.706
estimates,913,1978,male,20.948
estimates,913,1979,male,21.402
estimates,913,1980,male,22.075
estimates,913,1981,male,21.929
estimates,913,1982,male,21.996
estimates,913,1983,male,22.27
estimates,913,1984,male,22.748
estimates,913,1985,male,23.439
estimates,913,1986,male,23.128
estimates,913,1987,male,23.013
estimates,913,1988,male,23.097
estimates,913,1989,male,23.388
estimates,913,1990,male,23.887
estimates,913,1991,male,23.548
estimates,913,1992,male,23.353
estimates,913,1993,male,23.271
estimates,913,1994,male,23.271
estimates,913,1995,male,23.329
estimates,913,1996,male,22.868
estimates,913,1997,male,22.594
estimates,913,1998,male,22.489
estimates,913,1999,male,22.536
estimates,913,2000,male,22.725
estimates,913,2001,male,22.244
estimates,913,2002,male,21.93
estimates,913,2003,male,21.786
estimates,913,2004,male,21.819
estimates,913,2005,male,22.027
estimates,913,2006,male,21.678
estimates,913,2007,male,21.511
estimates,913,2008,male,21.496
estimates,913,2009,male,21.605
estimates,913,2010,male,21.823
estimates,913,2011,male,21.535
estimates,913,2012,male,21.347
estimates,913,2013,male,21.26
estimates,913,2014,male,21.277
estimates,913,2015,male,21.386
medium_variant,913,2015,male,21.386
medium_variant,913,2016,male,21.044
medium_variant,913,2017,male,20.84
medium_variant,913,2018,male,20.73
medium_variant,913,2019,male,20.664
medium_variant,913,2020,male,20.619
medium_variant,913,2021,male,20.031
medium_variant,913,2022,male,19.535
medium_variant,913,2023,male,19.145
medium_variant,913,2024,male,18.872
medium_variant,913,2025,male,18.715
medium_variant,913,2026,male,18.192
medium_variant,913,2027,male,17.796
medium_variant,913,2028,male,17.512
medium_variant,913,2029,male,17.33
medium_variant,913,2030,male,17.239
medium_variant,913,2031,male,16.833
medium_variant,913,2032,male,16.53
medium_variant,913,2033,male,16.317
medium_variant,913,2034,male,16.188
medium_variant,913,2035,male,16.134
medium_variant,913,2036,male,15.791
medium_variant,913,2037,male,15.532
medium_variant,913,2038,male,15.339
medium_variant,913,2039,male,15.193
medium_variant,913,2040,male,15.08
medium_variant,913,2041,male,14.68
medium_variant,913,2042,male,14.336
medium_variant,913,2043,male,14.036
medium_variant,913,2044,male,13.767
medium_variant,913,2045,male,13.518
medium_variant,913,2046,male,13.033
medium_variant,913,2047,male,12.605
medium_variant,913,2048,male,12.216
medium_variant,913,2049,male,11.849
