variant,region,year,gender,potentialsupport2569_70
estimates,1503,1950,male,11.338
estimates,1503,1951,male,11.104
estimates,1503,1952,male,10.946
estimates,1503,1953,male,10.852
estimates,1503,1954,male,10.81
estimates,1503,1955,male,10.806
estimates,1503,1956,male,10.608
estimates,1503,1957,male,10.465
estimates,1503,1958,male,10.378
estimates,1503,1959,male,10.348
estimates,1503,1960,male,10.369
estimates,1503,1961,male,10.217
estimates,1503,1962,male,10.124
estimates,1503,1963,male,10.079
estimates,1503,1964,male,10.067
estimates,1503,1965,male,10.077
estimates,1503,1966,male,9.901
estimates,1503,1967,male,9.774
estimates,1503,1968,male,9.687
estimates,1503,1969,male,9.632
estimates,1503,1970,male,9.599
estimates,1503,1971,male,9.382
estimates,1503,1972,male,9.219
estimates,1503,1973,male,9.108
estimates,1503,1974,male,9.043
estimates,1503,1975,male,9.014
estimates,1503,1976,male,8.806
estimates,1503,1977,male,8.65
estimates,1503,1978,male,8.539
estimates,1503,1979,male,8.468
estimates,1503,1980,male,8.427
estimates,1503,1981,male,8.298
estimates,1503,1982,male,8.204
estimates,1503,1983,male,8.156
estimates,1503,1984,male,8.17
estimates,1503,1985,male,8.248
estimates,1503,1986,male,8.239
estimates,1503,1987,male,8.291
estimates,1503,1988,male,8.372
estimates,1503,1989,male,8.437
estimates,1503,1990,male,8.462
estimates,1503,1991,male,8.345
estimates,1503,1992,male,8.215
estimates,1503,1993,male,8.084
estimates,1503,1994,male,7.968
estimates,1503,1995,male,7.872
estimates,1503,1996,male,7.696
estimates,1503,1997,male,7.547
estimates,1503,1998,male,7.421
estimates,1503,1999,male,7.317
estimates,1503,2000,male,7.228
estimates,1503,2001,male,7.088
estimates,1503,2002,male,6.969
estimates,1503,2003,male,6.867
estimates,1503,2004,male,6.777
estimates,1503,2005,male,6.697
estimates,1503,2006,male,6.567
estimates,1503,2007,male,6.451
estimates,1503,2008,male,6.348
estimates,1503,2009,male,6.253
estimates,1503,2010,male,6.162
estimates,1503,2011,male,6.041
estimates,1503,2012,male,5.93
estimates,1503,2013,male,5.82
estimates,1503,2014,male,5.702
estimates,1503,2015,male,5.571
medium_variant,1503,2015,male,5.571
medium_variant,1503,2016,male,5.408
medium_variant,1503,2017,male,5.245
medium_variant,1503,2018,male,5.086
medium_variant,1503,2019,male,4.938
medium_variant,1503,2020,male,4.8
medium_variant,1503,2021,male,4.653
medium_variant,1503,2022,male,4.519
medium_variant,1503,2023,male,4.393
medium_variant,1503,2024,male,4.271
medium_variant,1503,2025,male,4.15
medium_variant,1503,2026,male,4.026
medium_variant,1503,2027,male,3.908
medium_variant,1503,2028,male,3.796
medium_variant,1503,2029,male,3.688
medium_variant,1503,2030,male,3.586
medium_variant,1503,2031,male,3.486
medium_variant,1503,2032,male,3.394
medium_variant,1503,2033,male,3.309
medium_variant,1503,2034,male,3.229
medium_variant,1503,2035,male,3.153
medium_variant,1503,2036,male,3.084
medium_variant,1503,2037,male,3.02
medium_variant,1503,2038,male,2.962
medium_variant,1503,2039,male,2.907
medium_variant,1503,2040,male,2.855
medium_variant,1503,2041,male,2.809
medium_variant,1503,2042,male,2.767
medium_variant,1503,2043,male,2.729
medium_variant,1503,2044,male,2.695
medium_variant,1503,2045,male,2.662
medium_variant,1503,2046,male,2.634
medium_variant,1503,2047,male,2.61
medium_variant,1503,2048,male,2.588
medium_variant,1503,2049,male,2.566
medium_variant,1503,2050,male,2.543
medium_variant,1503,2051,male,2.523
medium_variant,1503,2052,male,2.503
medium_variant,1503,2053,male,2.485
medium_variant,1503,2054,male,2.465
medium_variant,1503,2055,male,2.444
medium_variant,1503,2056,male,2.425
medium_variant,1503,2057,male,2.407
medium_variant,1503,2058,male,2.389
medium_variant,1503,2059,male,2.37
medium_variant,1503,2060,male,2.349
medium_variant,1503,2061,male,2.331
medium_variant,1503,2062,male,2.315
medium_variant,1503,2063,male,2.298
medium_variant,1503,2064,male,2.281
medium_variant,1503,2065,male,2.264
medium_variant,1503,2066,male,2.253
medium_variant,1503,2067,male,2.243
medium_variant,1503,2068,male,2.235
medium_variant,1503,2069,male,2.225
medium_variant,1503,2070,male,2.212
medium_variant,1503,2071,male,2.206
medium_variant,1503,2072,male,2.199
medium_variant,1503,2073,male,2.192
medium_variant,1503,2074,male,2.182
medium_variant,1503,2075,male,2.168
medium_variant,1503,2076,male,2.16
medium_variant,1503,2077,male,2.152
medium_variant,1503,2078,male,2.142
medium_variant,1503,2079,male,2.131
medium_variant,1503,2080,male,2.117
medium_variant,1503,2081,male,2.11
medium_variant,1503,2082,male,2.104
medium_variant,1503,2083,male,2.096
medium_variant,1503,2084,male,2.086
medium_variant,1503,2085,male,2.072
medium_variant,1503,2086,male,2.065
medium_variant,1503,2087,male,2.058
medium_variant,1503,2088,male,2.049
medium_variant,1503,2089,male,2.037
medium_variant,1503,2090,male,2.022
medium_variant,1503,2091,male,2.014
medium_variant,1503,2092,male,2.007
medium_variant,1503,2093,male,1.998
medium_variant,1503,2094,male,1.985
medium_variant,1503,2095,male,1.969
medium_variant,1503,2096,male,1.963
medium_variant,1503,2097,male,1.956
medium_variant,1503,2098,male,1.947
medium_variant,1503,2099,male,1.936
medium_variant,1503,2100,male,1.921
estimates,1503,1950,female,9.296
estimates,1503,1951,female,9.075
estimates,1503,1952,female,8.884
estimates,1503,1953,female,8.718
estimates,1503,1954,female,8.574
estimates,1503,1955,female,8.444
estimates,1503,1956,female,8.241
estimates,1503,1957,female,8.065
