variant,country,year,oldagedependencyratio1564
estimates,454,1950,6.003
estimates,454,1951,5.966
estimates,454,1952,5.895
estimates,454,1953,5.794
estimates,454,1954,5.67
estimates,454,1955,5.525
estimates,454,1956,5.507
estimates,454,1957,5.463
estimates,454,1958,5.392
estimates,454,1959,5.294
estimates,454,1960,5.172
estimates,454,1961,5.152
estimates,454,1962,5.1
estimates,454,1963,5.029
estimates,454,1964,4.957
estimates,454,1965,4.892
estimates,454,1966,4.928
estimates,454,1967,4.961
estimates,454,1968,4.977
estimates,454,1969,4.955
estimates,454,1970,4.889
estimates,454,1971,4.875
estimates,454,1972,4.824
estimates,454,1973,4.753
estimates,454,1974,4.685
estimates,454,1975,4.63
estimates,454,1976,4.651
estimates,454,1977,4.668
estimates,454,1978,4.684
estimates,454,1979,4.708
estimates,454,1980,4.743
estimates,454,1981,4.846
estimates,454,1982,4.947
estimates,454,1983,5.031
estimates,454,1984,5.085
estimates,454,1985,5.101
estimates,454,1986,5.141
estimates,454,1987,5.163
estimates,454,1988,5.178
estimates,454,1989,5.194
estimates,454,1990,5.213
estimates,454,1991,5.386
estimates,454,1992,5.555
estimates,454,1993,5.718
estimates,454,1994,5.879
estimates,454,1995,6.036
estimates,454,1996,6.026
estimates,454,1997,6.004
estimates,454,1998,5.972
estimates,454,1999,5.931
estimates,454,2000,5.884
estimates,454,2001,5.904
estimates,454,2002,5.914
estimates,454,2003,5.921
estimates,454,2004,5.931
estimates,454,2005,5.95
estimates,454,2006,6.02
estimates,454,2007,6.09
estimates,454,2008,6.163
estimates,454,2009,6.244
estimates,454,2010,6.331
estimates,454,2011,6.424
estimates,454,2012,6.52
estimates,454,2013,6.606
estimates,454,2014,6.667
estimates,454,2015,6.695
medium_variant,454,2015,6.695
medium_variant,454,2016,6.68
medium_variant,454,2017,6.637
medium_variant,454,2018,6.576
medium_variant,454,2019,6.508
medium_variant,454,2020,6.437
medium_variant,454,2021,6.35
medium_variant,454,2022,6.259
medium_variant,454,2023,6.169
medium_variant,454,2024,6.078
medium_variant,454,2025,5.99
medium_variant,454,2026,5.895
medium_variant,454,2027,5.803
medium_variant,454,2028,5.719
medium_variant,454,2029,5.646
medium_variant,454,2030,5.587
medium_variant,454,2031,5.54
medium_variant,454,2032,5.505
medium_variant,454,2033,5.486
medium_variant,454,2034,5.485
medium_variant,454,2035,5.506
medium_variant,454,2036,5.549
medium_variant,454,2037,5.607
medium_variant,454,2038,5.686
medium_variant,454,2039,5.788
medium_variant,454,2040,5.915
medium_variant,454,2041,6.059
medium_variant,454,2042,6.224
medium_variant,454,2043,6.407
medium_variant,454,2044,6.603
medium_variant,454,2045,6.81
medium_variant,454,2046,7.009
medium_variant,454,2047,7.216
medium_variant,454,2048,7.437
medium_variant,454,2049,7.68
medium_variant,454,2050,7.949
medium_variant,454,2051,8.208
medium_variant,454,2052,8.487
medium_variant,454,2053,8.781
medium_variant,454,2054,9.084
medium_variant,454,2055,9.39
medium_variant,454,2056,9.655
medium_variant,454,2057,9.922
medium_variant,454,2058,10.194
medium_variant,454,2059,10.474
medium_variant,454,2060,10.762
medium_variant,454,2061,11.004
medium_variant,454,2062,11.254
medium_variant,454,2063,11.512
medium_variant,454,2064,11.778
medium_variant,454,2065,12.054
medium_variant,454,2066,12.281
medium_variant,454,2067,12.514
medium_variant,454,2068,12.762
medium_variant,454,2069,13.033
medium_variant,454,2070,13.333
medium_variant,454,2071,13.598
medium_variant,454,2072,13.888
medium_variant,454,2073,14.199
medium_variant,454,2074,14.525
medium_variant,454,2075,14.863
medium_variant,454,2076,15.151
medium_variant,454,2077,15.45
medium_variant,454,2078,15.763
medium_variant,454,2079,16.094
medium_variant,454,2080,16.445
medium_variant,454,2081,16.751
medium_variant,454,2082,17.075
medium_variant,454,2083,17.417
medium_variant,454,2084,17.775
medium_variant,454,2085,18.148
medium_variant,454,2086,18.465
medium_variant,454,2087,18.795
medium_variant,454,2088,19.142
medium_variant,454,2089,19.504
medium_variant,454,2090,19.883
medium_variant,454,2091,20.198
medium_variant,454,2092,20.528
medium_variant,454,2093,20.874
medium_variant,454,2094,21.237
medium_variant,454,2095,21.616
medium_variant,454,2096,21.925
medium_variant,454,2097,22.25
medium_variant,454,2098,22.593
medium_variant,454,2099,22.954
medium_variant,454,2100,23.332
high_variant,454,2015,6.69510783758766
low_variant,454,2015,6.69510783758766
constant_fertility,454,2015,6.69510783758766
instant_replacement,454,2015,6.69510783758766
zero_migration,454,2015,6.69510783758766
constant_mortality,454,2015,6.69510783758766
no_change,454,2015,6.69510783758766
high_variant,454,2020,6.43744692294829
low_variant,454,2020,6.43744692294829
constant_fertility,454,2020,6.43744692294829
instant_replacement,454,2020,6.43744692294829
zero_migration,454,2020,6.41664372297424
constant_mortality,454,2020,6.41534434679234
no_change,454,2020,6.41534434679234
high_variant,454,2025,5.99011234582404
low_variant,454,2025,5.99011234582404
constant_fertility,454,2025,5.99011234582404
instant_replacement,454,2025,5.99011234582404
zero_migration,454,2025,5.96318039232141
constant_mortality,454,2025,5.92393901618142
no_change,454,2025,5.92393901618142
high_variant,454,2030,5.58659738093726
low_variant,454,2030,5.58659738093726
constant_fertility,454,2030,5.58659738093726
instant_replacement,454,2030,5.58659738093726
zero_migration,454,2030,5.56927880659734
constant_mortality,454,2030,5.48184102297262
no_change,454,2030,5.48184102297262
high_variant,454,2035,5.45456114777712
low_variant,454,2035,5.55927526481631
constant_fertility,454,2035,5.43404869134412
instant_replacement,454,2035,6.10764097540786
zero_migration,454,2035,5.49771089515955
constant_mortality,454,2035,5.37834462140233
no_change,454,2035,5.3066870154874
high_variant,454,2040,5.77777066531845
low_variant,454,2040,6.05818653550219
constant_fertility,454,2040,5.69839277179692
instant_replacement,454,2040,7.15778338255735
zero_migration,454,2040,5.9120988081145
constant_mortality,454,2040,5.74015625265715
no_change,454,2040,5.52615807134732
high_variant,454,2045,6.54481310694637
low_variant,454,2045,7.09677402078195
constant_fertility,454,2045,6.3494811802609
instant_replacement,454,2045,8.86087447198519
zero_migration,454,2045,6.81401317196674
constant_mortality,454,2045,6.48399062739729
no_change,454,2045,6.03487304007196
high_variant,454,2050,7.52170263398768
low_variant,454,2050,8.42530613488863
constant_fertility,454,2050,7.11681733003681
instant_replacement,454,2050,11.0432518054525
zero_migration,454,2050,7.96641377854198
constant_mortality,454,2050,7.31420417547974
no_change,454,2050,6.52759035425146
high_variant,454,2055,8.73644260248513
low_variant,454,2055,10.1374567308398
constant_fertility,454,2055,7.99865430775003
instant_replacement,454,2055,13.9925603232096
zero_migration,454,2055,9.42808891204045
constant_mortality,454,2055,8.30503188824241
no_change,454,2055,7.04176580191304
high_variant,454,2060,9.82389934268395
low_variant,454,2060,11.8623669132871
constant_fertility,454,2060,8.63779645775927
instant_replacement,454,2060,17.3104694266159
zero_migration,454,2060,10.8284432500547
constant_mortality,454,2060,9.19646635935622
no_change,454,2060,7.33715651427059
high_variant,454,2065,10.7706731864219
low_variant,454,2065,13.6013745915446
constant_fertility,454,2065,9.02585797259427
instant_replacement,454,2065,21.0595042681113
zero_migration,454,2065,12.1427757665724
constant_mortality,454,2065,10.0485440834935
no_change,454,2065,7.46862401056734
high_variant,454,2070,11.6368989032758
low_variant,454,2070,15.4425307993039
constant_fertility,454,2070,9.22445945908321
instant_replacement,454,2070,25.4759693861163
zero_migration,454,2070,13.4222396164867
constant_mortality,454,2070,10.9288204923818
no_change,454,2070,7.49380950194333
high_variant,454,2075,12.6449829047721
low_variant,454,2075,17.7237082967635
constant_fertility,454,2075,9.40480540268843
instant_replacement,454,2075,31.2666277955006
zero_migration,454,2075,14.9301472696715
constant_mortality,454,2075,12.0422475209336
no_change,454,2075,7.54038214327082
high_variant,454,2080,13.6149557605802
low_variant,454,2080,20.2449008330505
constant_fertility,454,2080,9.42757467573142
instant_replacement,454,2080,38.2465468436065
zero_migration,454,2080,16.4819360514664
constant_mortality,454,2080,13.1661529192088
no_change,454,2080,7.45888929791864
high_variant,454,2085,14.8755706110743
low_variant,454,2085,22.658604177911
constant_fertility,454,2085,9.57618921517471
instant_replacement,454,2085,35.9061569410243
zero_migration,454,2085,18.1664329466404
constant_mortality,454,2085,14.2913564621717
no_change,454,2085,7.46716262154064
high_variant,454,2090,16.2491272874099
low_variant,454,2090,24.9713667702059
