variant,region,year,gender,oldagedependencyratio2064
estimates,934,1950,male,7.035
estimates,934,1951,male,7.089
estimates,934,1952,male,7.105
estimates,934,1953,male,7.078
estimates,934,1954,male,7.001
estimates,934,1955,male,6.876
estimates,934,1956,male,6.916
estimates,934,1957,male,6.907
estimates,934,1958,male,6.855
estimates,934,1959,male,6.77
estimates,934,1960,male,6.659
estimates,934,1961,male,6.756
estimates,934,1962,male,6.821
estimates,934,1963,male,6.855
estimates,934,1964,male,6.855
estimates,934,1965,male,6.82
estimates,934,1966,male,6.982
estimates,934,1967,male,7.114
estimates,934,1968,male,7.217
estimates,934,1969,male,7.287
estimates,934,1970,male,7.324
estimates,934,1971,male,7.433
estimates,934,1972,male,7.502
estimates,934,1973,male,7.542
estimates,934,1974,male,7.568
estimates,934,1975,male,7.591
estimates,934,1976,male,7.698
estimates,934,1977,male,7.793
estimates,934,1978,male,7.874
estimates,934,1979,male,7.935
estimates,934,1980,male,7.977
estimates,934,1981,male,8.069
estimates,934,1982,male,8.136
estimates,934,1983,male,8.181
estimates,934,1984,male,8.203
estimates,934,1985,male,8.207
estimates,934,1986,male,8.26
estimates,934,1987,male,8.288
estimates,934,1988,male,8.301
estimates,934,1989,male,8.313
estimates,934,1990,male,8.331
estimates,934,1991,male,8.413
estimates,934,1992,male,8.489
estimates,934,1993,male,8.559
estimates,934,1994,male,8.626
estimates,934,1995,male,8.692
estimates,934,1996,male,8.816
estimates,934,1997,male,8.928
estimates,934,1998,male,9.029
estimates,934,1999,male,9.118
estimates,934,2000,male,9.197
estimates,934,2001,male,9.333
estimates,934,2002,male,9.454
estimates,934,2003,male,9.555
estimates,934,2004,male,9.629
estimates,934,2005,male,9.673
estimates,934,2006,male,9.739
estimates,934,2007,male,9.778
estimates,934,2008,male,9.804
estimates,934,2009,male,9.836
estimates,934,2010,male,9.885
estimates,934,2011,male,9.998
estimates,934,2012,male,10.115
estimates,934,2013,male,10.255
estimates,934,2014,male,10.443
estimates,934,2015,male,10.691
medium_variant,934,2015,male,10.691
medium_variant,934,2016,male,11.034
medium_variant,934,2017,male,11.423
medium_variant,934,2018,male,11.837
medium_variant,934,2019,male,12.241
medium_variant,934,2020,male,12.619
medium_variant,934,2021,male,13.01
medium_variant,934,2022,male,13.369
medium_variant,934,2023,male,13.715
medium_variant,934,2024,male,14.075
medium_variant,934,2025,male,14.466
medium_variant,934,2026,male,14.904
medium_variant,934,2027,male,15.351
medium_variant,934,2028,male,15.811
medium_variant,934,2029,male,16.287
medium_variant,934,2030,male,16.782
medium_variant,934,2031,male,17.315
medium_variant,934,2032,male,17.851
medium_variant,934,2033,male,18.387
medium_variant,934,2034,male,18.915
medium_variant,934,2035,male,19.433
medium_variant,934,2036,male,19.957
medium_variant,934,2037,male,20.46
medium_variant,934,2038,male,20.938
medium_variant,934,2039,male,21.383
medium_variant,934,2040,male,21.789
medium_variant,934,2041,male,22.18
medium_variant,934,2042,male,22.525
medium_variant,934,2043,male,22.844
medium_variant,934,2044,male,23.167
medium_variant,934,2045,male,23.513
medium_variant,934,2046,male,23.908
medium_variant,934,2047,male,24.301
medium_variant,934,2048,male,24.711
medium_variant,934,2049,male,25.164
medium_variant,934,2050,male,25.677
medium_variant,934,2051,male,26.28
medium_variant,934,2052,male,26.922
medium_variant,934,2053,male,27.58
medium_variant,934,2054,male,28.209
medium_variant,934,2055,male,28.784
