variant,region,year,gender,oldagedependencyratio2064
estimates,906,1950,male,7.045
estimates,906,1951,male,7.149
estimates,906,1952,male,7.177
estimates,906,1953,male,7.137
estimates,906,1954,male,7.044
estimates,906,1955,male,6.906
estimates,906,1956,male,6.958
estimates,906,1957,male,6.953
estimates,906,1958,male,6.887
estimates,906,1959,male,6.753
estimates,906,1960,male,6.552
estimates,906,1961,male,6.641
estimates,906,1962,male,6.668
estimates,906,1963,male,6.643
estimates,906,1964,male,6.573
estimates,906,1965,male,6.459
estimates,906,1966,male,6.671
estimates,906,1967,male,6.859
estimates,906,1968,male,7.015
estimates,906,1969,male,7.128
estimates,906,1970,male,7.199
estimates,906,1971,male,7.341
estimates,906,1972,male,7.439
estimates,906,1973,male,7.513
estimates,906,1974,male,7.591
estimates,906,1975,male,7.689
estimates,906,1976,male,7.877
estimates,906,1977,male,8.075
estimates,906,1978,male,8.276
estimates,906,1979,male,8.467
estimates,906,1980,male,8.642
estimates,906,1981,male,8.854
estimates,906,1982,male,9.046
estimates,906,1983,male,9.21
estimates,906,1984,male,9.336
estimates,906,1985,male,9.423
estimates,906,1986,male,9.521
estimates,906,1987,male,9.58
estimates,906,1988,male,9.621
estimates,906,1989,male,9.673
estimates,906,1990,male,9.749
estimates,906,1991,male,9.866
estimates,906,1992,male,9.986
estimates,906,1993,male,10.117
estimates,906,1994,male,10.266
estimates,906,1995,male,10.44
estimates,906,1996,male,10.662
estimates,906,1997,male,10.897
estimates,906,1998,male,11.14
estimates,906,1999,male,11.378
estimates,906,2000,male,11.605
estimates,906,2001,male,11.897
estimates,906,2002,male,12.18
estimates,906,2003,male,12.442
estimates,906,2004,male,12.665
estimates,906,2005,male,12.842
estimates,906,2006,male,13.002
estimates,906,2007,male,13.113
estimates,906,2008,male,13.211
estimates,906,2009,male,13.34
estimates,906,2010,male,13.532
estimates,906,2011,male,13.792
estimates,906,2012,male,14.086
estimates,906,2013,male,14.44
estimates,906,2014,male,14.887
estimates,906,2015,male,15.444
medium_variant,906,2015,male,15.444
medium_variant,906,2016,male,16.138
medium_variant,906,2017,male,16.938
medium_variant,906,2018,male,17.792
medium_variant,906,2019,male,18.616
medium_variant,906,2020,male,19.362
medium_variant,906,2021,male,20.051
medium_variant,906,2022,male,20.655
medium_variant,906,2023,male,21.227
medium_variant,906,2024,male,21.845
medium_variant,906,2025,male,22.561
medium_variant,906,2026,male,23.362
medium_variant,906,2027,male,24.22
medium_variant,906,2028,male,25.152
medium_variant,906,2029,male,26.174
medium_variant,906,2030,male,27.299
medium_variant,906,2031,male,28.511
medium_variant,906,2032,male,29.797
medium_variant,906,2033,male,31.134
medium_variant,906,2034,male,32.487
medium_variant,906,2035,male,33.831
medium_variant,906,2036,male,35.138
medium_variant,906,2037,male,36.42
medium_variant,906,2038,male,37.636
medium_variant,906,2039,male,38.716
medium_variant,906,2040,male,39.617
medium_variant,906,2041,male,40.321
medium_variant,906,2042,male,40.828
medium_variant,906,2043,male,41.208
medium_variant,906,2044,male,41.562
medium_variant,906,2045,male,41.966
medium_variant,906,2046,male,42.412
medium_variant,906,2047,male,42.843
medium_variant,906,2048,male,43.346
medium_variant,906,2049,male,44.045
medium_variant,906,2050,male,45.023
medium_variant,906,2051,male,46.292
medium_variant,906,2052,male,47.83
medium_variant,906,2053,male,49.517
medium_variant,906,2054,male,51.129
medium_variant,906,2055,male,52.507
medium_variant,906,2056,male,53.677
medium_variant,906,2057,male,54.569
medium_variant,906,2058,male,55.216
medium_variant,906,2059,male,55.687
medium_variant,906,2060,male,56.039
medium_variant,906,2061,male,56.278
medium_variant,906,2062,male,56.325
medium_variant,906,2063,male,56.242
medium_variant,906,2064,male,56.118
medium_variant,906,2065,male,56.025
medium_variant,906,2066,male,55.958
medium_variant,906,2067,male,55.883
medium_variant,906,2068,male,55.829
medium_variant,906,2069,male,55.828
medium_variant,906,2070,male,55.914
medium_variant,906,2071,male,55.996
medium_variant,906,2072,male,56.121
medium_variant,906,2073,male,56.326
medium_variant,906,2074,male,56.635
medium_variant,906,2075,male,57.054
medium_variant,906,2076,male,57.456
medium_variant,906,2077,male,57.926
medium_variant,906,2078,male,58.451
medium_variant,906,2079,male,59
medium_variant,906,2080,male,59.563
medium_variant,906,2081,male,60.093
medium_variant,906,2082,male,60.564
medium_variant,906,2083,male,60.974
medium_variant,906,2084,male,61.351
medium_variant,906,2085,male,61.754
medium_variant,906,2086,male,62.043
medium_variant,906,2087,male,62.248
medium_variant,906,2088,male,62.441
medium_variant,906,2089,male,62.673
medium_variant,906,2090,male,62.965
medium_variant,906,2091,male,63.045
medium_variant,906,2092,male,63.119
medium_variant,906,2093,male,63.21
medium_variant,906,2094,male,63.34
medium_variant,906,2095,male,63.533
medium_variant,906,2096,male,63.5
medium_variant,906,2097,male,63.494
medium_variant,906,2098,male,63.537
medium_variant,906,2099,male,63.637
medium_variant,906,2100,male,63.798
estimates,906,1950,female,10.121
estimates,906,1951,female,10.213
estimates,906,1952,female,10.211
estimates,906,1953,female,10.136
estimates,906,1954,female,10.012
estimates,906,1955,female,9.86
estimates,906,1956,female,9.876
estimates,906,1957,female,9.851
estimates,906,1958,female,9.774
estimates,906,1959,female,9.638
estimates,906,1960,female,9.444
estimates,906,1961,female,9.518
estimates,906,1962,female,9.533
estimates,906,1963,female,9.501
estimates,906,1964,female,9.442
estimates,906,1965,female,9.364
estimates,906,1966,female,9.613
estimates,906,1967,female,9.856
estimates,906,1968,female,10.078
estimates,906,1969,female,10.259
estimates,906,1970,female,10.392
estimates,906,1971,female,10.54
estimates,906,1972,female,10.638
estimates,906,1973,female,10.711
estimates,906,1974,female,10.792
estimates,906,1975,female,10.9
estimates,906,1976,female,11.073
estimates,906,1977,female,11.262
estimates,906,1978,female,11.457
estimates,906,1979,female,11.64
estimates,906,1980,female,11.801
estimates,906,1981,female,11.972
estimates,906,1982,female,12.119
estimates,906,1983,female,12.239
estimates,906,1984,female,12.328
estimates,906,1985,female,12.388
estimates,906,1986,female,12.436
estimates,906,1987,female,12.454
estimates,906,1988,female,12.457
estimates,906,1989,female,12.465
estimates,906,1990,female,12.49
estimates,906,1991,female,12.543
estimates,906,1992,female,12.596
estimates,906,1993,female,12.666
estimates,906,1994,female,12.774
estimates,906,1995,female,12.93
estimates,906,1996,female,13.129
estimates,906,1997,female,13.367
estimates,906,1998,female,13.63
estimates,906,1999,female,13.891
estimates,906,2000,female,14.138
estimates,906,2001,female,14.397
estimates,906,2002,female,14.646
estimates,906,2003,female,14.876
estimates,906,2004,female,15.074
estimates,906,2005,female,15.234
estimates,906,2006,female,15.369
estimates,906,2007,female,15.465
estimates,906,2008,female,15.562
estimates,906,2009,female,15.714
estimates,906,2010,female,15.956
estimates,906,2011,female,16.252
estimates,906,2012,female,16.612
estimates,906,2013,female,17.06
estimates,906,2014,female,17.62
estimates,906,2015,female,18.306
medium_variant,906,2015,female,18.306
medium_variant,906,2016,female,19.107
medium_variant,906,2017,female,20.037
medium_variant,906,2018,female,21.042
