variant,region,year,gender,dependencyratio1564
estimates,941,1950,male,79.755
estimates,941,1951,male,80.442
estimates,941,1952,male,80.928
estimates,941,1953,male,81.164
estimates,941,1954,male,81.189
estimates,941,1955,male,81.064
estimates,941,1956,male,82.041
estimates,941,1957,male,82.673
estimates,941,1958,male,83.079
estimates,941,1959,male,83.355
estimates,941,1960,male,83.543
estimates,941,1961,male,84.653
estimates,941,1962,male,85.529
estimates,941,1963,male,86.206
estimates,941,1964,male,86.706
estimates,941,1965,male,87.046
estimates,941,1966,male,88.131
estimates,941,1967,male,88.935
estimates,941,1968,male,89.499
estimates,941,1969,male,89.839
estimates,941,1970,male,89.957
estimates,941,1971,male,90.793
estimates,941,1972,male,91.372
estimates,941,1973,male,91.738
estimates,941,1974,male,91.946
estimates,941,1975,male,92.037
estimates,941,1976,male,92.656
estimates,941,1977,male,93.032
estimates,941,1978,male,93.228
estimates,941,1979,male,93.285
estimates,941,1980,male,93.221
estimates,941,1981,male,93.736
estimates,941,1982,male,93.985
estimates,941,1983,male,94.012
estimates,941,1984,male,93.855
estimates,941,1985,male,93.546
estimates,941,1986,male,93.87
estimates,941,1987,male,93.91
estimates,941,1988,male,93.73
estimates,941,1989,male,93.393
estimates,941,1990,male,92.933
estimates,941,1991,male,92.711
estimates,941,1992,male,92.323
estimates,941,1993,male,91.782
estimates,941,1994,male,91.091
estimates,941,1995,male,90.252
estimates,941,1996,male,89.98
estimates,941,1997,male,89.522
estimates,941,1998,male,88.921
estimates,941,1999,male,88.229
estimates,941,2000,male,87.484
estimates,941,2001,male,87.077
estimates,941,2002,male,86.571
estimates,941,2003,male,86.009
estimates,941,2004,male,85.419
estimates,941,2005,male,84.801
estimates,941,2006,male,84.559
estimates,941,2007,male,84.236
estimates,941,2008,male,83.825
estimates,941,2009,male,83.325
estimates,941,2010,male,82.739
estimates,941,2011,male,82.09
estimates,941,2012,male,81.342
estimates,941,2013,male,80.517
estimates,941,2014,male,79.636
estimates,941,2015,male,78.716
medium_variant,941,2015,male,78.716
medium_variant,941,2016,male,77.937
medium_variant,941,2017,male,77.105
medium_variant,941,2018,male,76.236
medium_variant,941,2019,male,75.345
medium_variant,941,2020,male,74.447
medium_variant,941,2021,male,73.714
medium_variant,941,2022,male,72.946
medium_variant,941,2023,male,72.162
medium_variant,941,2024,male,71.384
medium_variant,941,2025,male,70.623
medium_variant,941,2026,male,70.019
medium_variant,941,2027,male,69.41
medium_variant,941,2028,male,68.796
medium_variant,941,2029,male,68.176
medium_variant,941,2030,male,67.548
medium_variant,941,2031,male,67.044
medium_variant,941,2032,male,66.516
medium_variant,941,2033,male,65.972
medium_variant,941,2034,male,65.418
medium_variant,941,2035,male,64.861
medium_variant,941,2036,male,64.41
medium_variant,941,2037,male,63.94
medium_variant,941,2038,male,63.456
medium_variant,941,2039,male,62.965
medium_variant,941,2040,male,62.472
medium_variant,941,2041,male,62.077
medium_variant,941,2042,male,61.665
medium_variant,941,2043,male,61.246
medium_variant,941,2044,male,60.829
medium_variant,941,2045,male,60.421
medium_variant,941,2046,male,60.111
medium_variant,941,2047,male,59.795
medium_variant,941,2048,male,59.473
medium_variant,941,2049,male,59.142
medium_variant,941,2050,male,58.804
medium_variant,941,2051,male,58.535
medium_variant,941,2052,male,58.25
medium_variant,941,2053,male,57.955
medium_variant,941,2054,male,57.663
medium_variant,941,2055,male,57.379
