variant,region,year,gender,dependencyratio1564
estimates,926,1950,male,52.063
estimates,926,1951,male,52.157
estimates,926,1952,male,51.838
estimates,926,1953,male,51.554
estimates,926,1954,male,51.46
estimates,926,1955,male,51.545
estimates,926,1956,male,51.789
estimates,926,1957,male,52.271
estimates,926,1958,male,52.854
estimates,926,1959,male,53.394
estimates,926,1960,male,53.834
estimates,926,1961,male,54.348
estimates,926,1962,male,54.707
estimates,926,1963,male,54.941
estimates,926,1964,male,55.121
estimates,926,1965,male,55.283
estimates,926,1966,male,55.84
estimates,926,1967,male,56.26
estimates,926,1968,male,56.548
estimates,926,1969,male,56.679
estimates,926,1970,male,56.622
estimates,926,1971,male,56.609
estimates,926,1972,male,56.345
estimates,926,1973,male,55.853
estimates,926,1974,male,55.162
estimates,926,1975,male,54.295
estimates,926,1976,male,53.452
estimates,926,1977,male,52.554
estimates,926,1978,male,51.503
estimates,926,1979,male,50.191
estimates,926,1980,male,48.618
estimates,926,1981,male,47.264
estimates,926,1982,male,45.709
estimates,926,1983,male,44.142
estimates,926,1984,male,42.806
estimates,926,1985,male,41.826
estimates,926,1986,male,41.476
estimates,926,1987,male,41.339
estimates,926,1988,male,41.383
estimates,926,1989,male,41.527
estimates,926,1990,male,41.706
estimates,926,1991,male,42.126
estimates,926,1992,male,42.566
estimates,926,1993,male,42.998
estimates,926,1994,male,43.382
estimates,926,1995,male,43.689
estimates,926,1996,male,43.987
estimates,926,1997,male,44.246
estimates,926,1998,male,44.466
estimates,926,1999,male,44.667
estimates,926,2000,male,44.874
estimates,926,2001,male,45.257
estimates,926,2002,male,45.615
estimates,926,2003,male,45.953
estimates,926,2004,male,46.263
estimates,926,2005,male,46.534
estimates,926,2006,male,46.879
estimates,926,2007,male,47.177
estimates,926,2008,male,47.465
estimates,926,2009,male,47.788
estimates,926,2010,male,48.177
estimates,926,2011,male,48.637
estimates,926,2012,male,49.13
estimates,926,2013,male,49.654
estimates,926,2014,male,50.184
estimates,926,2015,male,50.703
medium_variant,926,2015,male,50.703
medium_variant,926,2016,male,51.262
medium_variant,926,2017,male,51.817
medium_variant,926,2018,male,52.381
medium_variant,926,2019,male,52.975
medium_variant,926,2020,male,53.616
medium_variant,926,2021,male,54.404
medium_variant,926,2022,male,55.209
medium_variant,926,2023,male,56.054
medium_variant,926,2024,male,56.97
medium_variant,926,2025,male,57.97
medium_variant,926,2026,male,59.06
medium_variant,926,2027,male,60.201
medium_variant,926,2028,male,61.378
medium_variant,926,2029,male,62.564
medium_variant,926,2030,male,63.74
medium_variant,926,2031,male,64.893
medium_variant,926,2032,male,66.008
medium_variant,926,2033,male,67.055
medium_variant,926,2034,male,67.99
medium_variant,926,2035,male,68.794
medium_variant,926,2036,male,69.415
medium_variant,926,2037,male,69.876
medium_variant,926,2038,male,70.215
medium_variant,926,2039,male,70.48
medium_variant,926,2040,male,70.708
medium_variant,926,2041,male,70.816
medium_variant,926,2042,male,70.855
medium_variant,926,2043,male,70.868
medium_variant,926,2044,male,70.918
medium_variant,926,2045,male,71.054
medium_variant,926,2046,male,71.17
medium_variant,926,2047,male,71.337
medium_variant,926,2048,male,71.567
medium_variant,926,2049,male,71.855
medium_variant,926,2050,male,72.204
medium_variant,926,2051,male,72.511
medium_variant,926,2052,male,72.84
medium_variant,926,2053,male,73.187
medium_variant,926,2054,male,73.541
medium_variant,926,2055,male,73.9
medium_variant,926,2056,male,74.184
medium_variant,926,2057,male,74.417
medium_variant,926,2058,male,74.621
medium_variant,926,2059,male,74.826
medium_variant,926,2060,male,75.063
medium_variant,926,2061,male,75.242
medium_variant,926,2062,male,75.39
medium_variant,926,2063,male,75.528
medium_variant,926,2064,male,75.68
medium_variant,926,2065,male,75.869
medium_variant,926,2066,male,75.949
medium_variant,926,2067,male,76.011
medium_variant,926,2068,male,76.084
medium_variant,926,2069,male,76.195
medium_variant,926,2070,male,76.364
medium_variant,926,2071,male,76.377
medium_variant,926,2072,male,76.4
medium_variant,926,2073,male,76.454
medium_variant,926,2074,male,76.558
medium_variant,926,2075,male,76.729
medium_variant,926,2076,male,76.749
medium_variant,926,2077,male,76.785
medium_variant,926,2078,male,76.855
medium_variant,926,2079,male,76.985
medium_variant,926,2080,male,77.208
medium_variant,926,2081,male,77.297
medium_variant,926,2082,male,77.409
medium_variant,926,2083,male,77.567
medium_variant,926,2084,male,77.797
medium_variant,926,2085,male,78.128
medium_variant,926,2086,male,78.296
medium_variant,926,2087,male,78.486
medium_variant,926,2088,male,78.725
medium_variant,926,2089,male,79.036
medium_variant,926,2090,male,79.44
medium_variant,926,2091,male,79.638
medium_variant,926,2092,male,79.848
medium_variant,926,2093,male,80.096
medium_variant,926,2094,male,80.406
medium_variant,926,2095,male,80.81
medium_variant,926,2096,male,80.973
medium_variant,926,2097,male,81.145
medium_variant,926,2098,male,81.358
medium_variant,926,2099,male,81.641
medium_variant,926,2100,male,82.025
estimates,926,1950,female,48.357
estimates,926,1951,female,48.759
estimates,926,1952,female,48.838
estimates,926,1953,female,48.963
estimates,926,1954,female,49.284
estimates,926,1955,female,49.81
estimates,926,1956,female,50.48
estimates,926,1957,female,51.398
estimates,926,1958,female,52.438
estimates,926,1959,female,53.463
estimates,926,1960,female,54.407
estimates,926,1961,female,55.401
estimates,926,1962,female,56.299
estimates,926,1963,female,57.111
