region,variant,gender,freq,year,mortality15to50per1000aliveat15
911,estimates,female,5yearly,1950,323.001264483777
911,estimates,male,5yearly,1950,363.664588196216
911,estimates,female,5yearly,1955,308.367314994672
911,estimates,male,5yearly,1955,347.784410975304
911,estimates,female,5yearly,1960,294.470909636606
911,estimates,male,5yearly,1960,332.223690051582
911,estimates,female,5yearly,1965,278.918339531883
911,estimates,male,5yearly,1965,315.125050207157
911,estimates,female,5yearly,1970,260.280512409106
911,estimates,male,5yearly,1970,295.926164959682
911,estimates,female,5yearly,1975,247.524474541713
911,estimates,male,5yearly,1975,282.262681708185
911,estimates,female,5yearly,1980,235.305533860645
911,estimates,male,5yearly,1980,270.894059928974
911,estimates,female,5yearly,1985,230.924803843762
911,estimates,male,5yearly,1985,266.638394185191
911,estimates,female,5yearly,1990,234.329405491196
911,estimates,male,5yearly,1990,268.876675234331
911,estimates,female,5yearly,1995,248.580152426988
911,estimates,male,5yearly,1995,278.771375664168
911,estimates,female,5yearly,2000,237.953747996869
911,estimates,male,5yearly,2000,263.68652041981
911,estimates,female,5yearly,2005,206.581935076256
911,estimates,male,5yearly,2005,231.592374600523
911,estimates,female,5yearly,2010,179.432744126225
911,estimates,male,5yearly,2010,208.883087045003
911,medium_variant,female,5yearly,2015,161.008534295797
911,medium_variant,male,5yearly,2015,189.787301745343
911,medium_variant,female,5yearly,2020,142.737828612902
911,medium_variant,male,5yearly,2020,173.638367982199
911,medium_variant,female,5yearly,2025,126.656865363178
911,medium_variant,male,5yearly,2025,158.77709243984
911,medium_variant,female,5yearly,2030,112.297665217062
911,medium_variant,male,5yearly,2030,145.419275534026
911,medium_variant,female,5yearly,2035,99.6282248162841
911,medium_variant,male,5yearly,2035,133.879539331234
911,medium_variant,female,5yearly,2040,88.5444471856253
911,medium_variant,male,5yearly,2040,123.774077636027
911,medium_variant,female,5yearly,2045,78.8581603126454
911,medium_variant,male,5yearly,2045,114.817298097926
911,medium_variant,female,5yearly,2050,70.7985972459482
911,medium_variant,male,5yearly,2050,106.952424587423
911,medium_variant,female,5yearly,2055,64.1711790688416
911,medium_variant,male,5yearly,2055,99.7740516943876
911,medium_variant,female,5yearly,2060,58.6848647321834
911,medium_variant,male,5yearly,2060,93.5433844718199
911,medium_variant,female,5yearly,2065,54.0368622744084
911,medium_variant,male,5yearly,2065,87.9643583610837
911,medium_variant,female,5yearly,2070,50.0655638887866
911,medium_variant,male,5yearly,2070,82.6314568509075
911,medium_variant,female,5yearly,2075,46.5371521872044
911,medium_variant,male,5yearly,2075,77.6299489359744
911,medium_variant,female,5yearly,2080,43.3444487920672
911,medium_variant,male,5yearly,2080,73.0811178298285
911,medium_variant,female,5yearly,2085,40.463561371991
911,medium_variant,male,5yearly,2085,68.6304011711306
911,medium_variant,female,5yearly,2090,37.8559269987653
911,medium_variant,male,5yearly,2090,64.5406535217734
911,medium_variant,female,5yearly,2095,35.5821795729134
911,medium_variant,male,5yearly,2095,60.5215445827335
911,estimates,female,5yearly,Regi,Middle Africa
911,estimates,male,5yearly,Regi,Middle Africa
911,medium_variant,female,5yearly,Regi,Middle Africa
911,medium_variant,male,5yearly,Regi,Middle Africa
