region,variant,gender,freq,year,mortality15to50per1000aliveat15
922,estimates,female,5yearly,1950,205.451363355436
922,estimates,male,5yearly,1950,255.12925013103
922,estimates,female,5yearly,1955,180.207009416085
922,estimates,male,5yearly,1955,224.462927523256
922,estimates,female,5yearly,1960,158.038744970478
922,estimates,male,5yearly,1960,196.962834949615
922,estimates,female,5yearly,1965,136.262303609596
922,estimates,male,5yearly,1965,173.391356350918
922,estimates,female,5yearly,1970,116.6339242476
922,estimates,male,5yearly,1970,155.21937641318
922,estimates,female,5yearly,1975,100.511894240287
922,estimates,male,5yearly,1975,138.924045522468
922,estimates,female,5yearly,1980,84.952213786643
922,estimates,male,5yearly,1980,152.605734987052
922,estimates,female,5yearly,1985,73.4749943632274
922,estimates,male,5yearly,1985,123.469728396401
922,estimates,female,5yearly,1990,63.9712994401374
922,estimates,male,5yearly,1990,109.93738093169
922,estimates,female,5yearly,1995,57.3391964103644
922,estimates,male,5yearly,1995,98.4982117565581
922,estimates,female,5yearly,2000,54.1387990083451
922,estimates,male,5yearly,2000,84.6338212025616
922,estimates,female,5yearly,2005,49.3985413507995
922,estimates,male,5yearly,2005,81.3760063971791
922,estimates,female,5yearly,2010,46.8684109679863
922,estimates,male,5yearly,2010,82.8762774647704
922,medium_variant,female,5yearly,2015,42.927740571019
922,medium_variant,male,5yearly,2015,73.4497489426678
922,medium_variant,female,5yearly,2020,39.5496771347036
922,medium_variant,male,5yearly,2020,61.0328739975473
922,medium_variant,female,5yearly,2025,36.8359916104316
922,medium_variant,male,5yearly,2025,56.7774859164657
922,medium_variant,female,5yearly,2030,34.6982267061025
922,medium_variant,male,5yearly,2030,53.0581163073984
922,medium_variant,female,5yearly,2035,32.8363637501594
922,medium_variant,male,5yearly,2035,49.7565497916953
922,medium_variant,female,5yearly,2040,30.8156685559975
922,medium_variant,male,5yearly,2040,46.4926074650761
922,medium_variant,female,5yearly,2045,28.849813827001
922,medium_variant,male,5yearly,2045,43.7474696679968
922,medium_variant,female,5yearly,2050,27.1879119146891
922,medium_variant,male,5yearly,2050,41.4136486764429
922,medium_variant,female,5yearly,2055,25.5876661348972
922,medium_variant,male,5yearly,2055,39.2324532438311
922,medium_variant,female,5yearly,2060,24.1059118122883
922,medium_variant,male,5yearly,2060,37.0524513444308
922,medium_variant,female,5yearly,2065,22.8051282622789
922,medium_variant,male,5yearly,2065,34.9933556892794
922,medium_variant,female,5yearly,2070,21.5521239096599
922,medium_variant,male,5yearly,2070,32.6676642603602
922,medium_variant,female,5yearly,2075,20.2322531679648
922,medium_variant,male,5yearly,2075,30.4187752492009
922,medium_variant,female,5yearly,2080,19.028389002084
922,medium_variant,male,5yearly,2080,28.0958438329336
922,medium_variant,female,5yearly,2085,17.8829230737058
922,medium_variant,male,5yearly,2085,25.7358209550377
922,medium_variant,female,5yearly,2090,16.7371960067894
922,medium_variant,male,5yearly,2090,23.4751529777417
922,medium_variant,female,5yearly,2095,15.5916501430587
922,medium_variant,male,5yearly,2095,21.1379104536714
922,estimates,female,5yearly,Regi,Western Asia
922,estimates,male,5yearly,Regi,Western Asia
922,medium_variant,female,5yearly,Regi,Western Asia
922,medium_variant,male,5yearly,Regi,Western Asia
