region,variant,gender,freq,year,mortality15to50per1000aliveat15
916,estimates,female,5yearly,1950,210.611734878156
916,estimates,male,5yearly,1950,253.620792376502
916,estimates,female,5yearly,1955,177.042131528376
916,estimates,male,5yearly,1955,218.312806033213
916,estimates,female,5yearly,1960,152.117532480477
916,estimates,male,5yearly,1960,194.07972508798
916,estimates,female,5yearly,1965,135.958175949362
916,estimates,male,5yearly,1965,180.96778380354
916,estimates,female,5yearly,1970,118.053488189515
916,estimates,male,5yearly,1970,173.041840401114
916,estimates,female,5yearly,1975,99.8000529647042
916,estimates,male,5yearly,1975,174.015151654091
916,estimates,female,5yearly,1980,84.1881519978551
916,estimates,male,5yearly,1980,166.03897682312
916,estimates,female,5yearly,1985,69.7939431117399
916,estimates,male,5yearly,1985,143.630175290155
916,estimates,female,5yearly,1990,58.6367419691121
916,estimates,male,5yearly,1990,123.203560850189
916,estimates,female,5yearly,1995,50.3741910024731
916,estimates,male,5yearly,1995,107.123504061874
916,estimates,female,5yearly,2000,45.152849805638
916,estimates,male,5yearly,2000,101.592769457403
916,estimates,female,5yearly,2005,43.9952116854817
916,estimates,male,5yearly,2005,97.2968056740161
916,estimates,female,5yearly,2010,40.9388656247101
916,estimates,male,5yearly,2010,91.7512458805144
916,medium_variant,female,5yearly,2015,38.609097350019
916,medium_variant,male,5yearly,2015,86.1014615298016
916,medium_variant,female,5yearly,2020,36.1618610085714
916,medium_variant,male,5yearly,2020,79.2493843397553
916,medium_variant,female,5yearly,2025,33.8027366574828
916,medium_variant,male,5yearly,2025,72.4626078337461
916,medium_variant,female,5yearly,2030,31.5613905616349
916,medium_variant,male,5yearly,2030,65.8079311969966
916,medium_variant,female,5yearly,2035,29.4261063297245
916,medium_variant,male,5yearly,2035,59.1676517281949
916,medium_variant,female,5yearly,2040,27.3501470049824
916,medium_variant,male,5yearly,2040,52.7523435000623
916,medium_variant,female,5yearly,2045,25.4699271225679
916,medium_variant,male,5yearly,2045,46.8007355915285
916,medium_variant,female,5yearly,2050,23.590848406876
916,medium_variant,male,5yearly,2050,41.3693009664662
916,medium_variant,female,5yearly,2055,21.8847130707278
916,medium_variant,male,5yearly,2055,36.5078481332169
916,medium_variant,female,5yearly,2060,20.3087095884834
916,medium_variant,male,5yearly,2060,32.410678049463
916,medium_variant,female,5yearly,2065,18.7959691448377
916,medium_variant,male,5yearly,2065,28.9134901984549
916,medium_variant,female,5yearly,2070,17.3136128083726
916,medium_variant,male,5yearly,2070,25.9193245186506
916,medium_variant,female,5yearly,2075,15.9080056882509
916,medium_variant,male,5yearly,2075,23.2383892377931
916,medium_variant,female,5yearly,2080,14.5776541694907
916,medium_variant,male,5yearly,2080,20.8392680525028
916,medium_variant,female,5yearly,2085,13.3376125105623
916,medium_variant,male,5yearly,2085,18.6698393480942
916,medium_variant,female,5yearly,2090,12.1284700720763
916,medium_variant,male,5yearly,2090,16.7071318355428
916,medium_variant,female,5yearly,2095,11.0602451345346
916,medium_variant,male,5yearly,2095,14.9312299871048
