region,variant,gender,freq,year,mortality15to50per1000aliveat15
921,estimates,female,5yearly,1950,381.013766427785
921,estimates,male,5yearly,1950,358.472636397186
921,estimates,female,5yearly,1955,341.851515314768
921,estimates,male,5yearly,1955,315.650379733714
921,estimates,female,5yearly,1960,297.282236937572
921,estimates,male,5yearly,1960,270.659834768959
921,estimates,female,5yearly,1965,244.727302961725
921,estimates,male,5yearly,1965,224.72455124532
921,estimates,female,5yearly,1970,196.80612110894
921,estimates,male,5yearly,1970,187.118262082887
921,estimates,female,5yearly,1975,163.015089730515
921,estimates,male,5yearly,1975,164.687251069072
921,estimates,female,5yearly,1980,143.988649326589
921,estimates,male,5yearly,1980,165.891670459928
921,estimates,female,5yearly,1985,131.849626085407
921,estimates,male,5yearly,1985,149.518207995365
921,estimates,female,5yearly,1990,115.83821891499
921,estimates,male,5yearly,1990,132.570120088551
921,estimates,female,5yearly,1995,102.598568096537
921,estimates,male,5yearly,1995,126.945740439989
921,estimates,female,5yearly,2000,93.1855605863056
921,estimates,male,5yearly,2000,120.256607146642
921,estimates,female,5yearly,2005,82.8671393132091
921,estimates,male,5yearly,2005,113.026044698198
921,estimates,female,5yearly,2010,70.4609300065626
921,estimates,male,5yearly,2010,105.552472031698
921,medium_variant,female,5yearly,2015,62.635754339709
921,medium_variant,male,5yearly,2015,98.1169153093375
921,medium_variant,female,5yearly,2020,56.4012599373372
921,medium_variant,male,5yearly,2020,91.3989440093321
921,medium_variant,female,5yearly,2025,51.0795947686883
921,medium_variant,male,5yearly,2025,85.4556282039376
921,medium_variant,female,5yearly,2030,46.4992454525485
921,medium_variant,male,5yearly,2030,81.5493667287934
921,medium_variant,female,5yearly,2035,42.5707993500855
921,medium_variant,male,5yearly,2035,77.8556883850562
921,medium_variant,female,5yearly,2040,40.0882034703729
921,medium_variant,male,5yearly,2040,73.8486421242544
921,medium_variant,female,5yearly,2045,37.787419765149
921,medium_variant,male,5yearly,2045,69.692143352481
921,medium_variant,female,5yearly,2050,35.4256982099964
921,medium_variant,male,5yearly,2050,65.4889424943396
921,medium_variant,female,5yearly,2055,33.2271009902876
921,medium_variant,male,5yearly,2055,61.4936519084021
921,medium_variant,female,5yearly,2060,31.2494356172608
921,medium_variant,male,5yearly,2060,57.4479639670979
921,medium_variant,female,5yearly,2065,29.4878316380464
921,medium_variant,male,5yearly,2065,53.5077364488867
921,medium_variant,female,5yearly,2070,27.8268568934382
921,medium_variant,male,5yearly,2070,49.2346003391756
921,medium_variant,female,5yearly,2075,26.1673304323162
921,medium_variant,male,5yearly,2075,45.0619349353981
921,medium_variant,female,5yearly,2080,24.5390006363457
921,medium_variant,male,5yearly,2080,41.0548647850756
921,medium_variant,female,5yearly,2085,23.0207055816258
921,medium_variant,male,5yearly,2085,37.2236034667397
921,medium_variant,female,5yearly,2090,21.598887976068
921,medium_variant,male,5yearly,2090,33.6535022336371
921,medium_variant,female,5yearly,2095,20.1239381834258
921,medium_variant,male,5yearly,2095,30.1670713116756
