region,variant,gender,freq,year,mortality15to50per1000aliveat15
1502,estimates,female,5yearly,1950,226.228584218363
1502,estimates,male,5yearly,1950,263.919385158291
1502,estimates,female,5yearly,1955,201.766528831483
1502,estimates,male,5yearly,1955,244.419287628603
1502,estimates,female,5yearly,1960,191.257058030366
1502,estimates,male,5yearly,1960,231.624767464293
1502,estimates,female,5yearly,1965,132.055754365256
1502,estimates,male,5yearly,1965,163.35290449494
1502,estimates,female,5yearly,1970,91.5585259418991
1502,estimates,male,5yearly,1970,124.781796802643
1502,estimates,female,5yearly,1975,78.1276002342771
1502,estimates,male,5yearly,1975,113.401908518148
1502,estimates,female,5yearly,1980,69.276480157891
1502,estimates,male,5yearly,1980,117.743947603506
1502,estimates,female,5yearly,1985,60.5138554902537
1502,estimates,male,5yearly,1985,100.873457553554
1502,estimates,female,5yearly,1990,56.8589880546134
1502,estimates,male,5yearly,1990,99.1082838165244
1502,estimates,female,5yearly,1995,54.6136958776943
1502,estimates,male,5yearly,1995,99.4501520582634
1502,estimates,female,5yearly,2000,53.1953039513227
1502,estimates,male,5yearly,2000,96.0820557655843
1502,estimates,female,5yearly,2005,49.6245874158934
1502,estimates,male,5yearly,2005,87.9848184232053
1502,estimates,female,5yearly,2010,41.3131045439789
1502,estimates,male,5yearly,2010,73.7650709018582
1502,medium_variant,female,5yearly,2015,37.3823219791608
1502,medium_variant,male,5yearly,2015,68.2934305011279
1502,medium_variant,female,5yearly,2020,35.3849979646254
1502,medium_variant,male,5yearly,2020,64.2875399675362
1502,medium_variant,female,5yearly,2025,33.1854066171409
1502,medium_variant,male,5yearly,2025,59.2905320821397
1502,medium_variant,female,5yearly,2030,30.9153588655553
1502,medium_variant,male,5yearly,2030,53.6481825614218
1502,medium_variant,female,5yearly,2035,28.9516679477578
1502,medium_variant,male,5yearly,2035,48.8759888783544
1502,medium_variant,female,5yearly,2040,27.2575399625631
1502,medium_variant,male,5yearly,2040,44.8941808016224
1502,medium_variant,female,5yearly,2045,25.5108822268018
1502,medium_variant,male,5yearly,2045,41.0128158247332
1502,medium_variant,female,5yearly,2050,23.739114536948
1502,medium_variant,male,5yearly,2050,37.4183425541551
1502,medium_variant,female,5yearly,2055,22.1483058968446
1502,medium_variant,male,5yearly,2055,34.2317843751464
1502,medium_variant,female,5yearly,2060,20.7247016599963
1502,medium_variant,male,5yearly,2060,31.3220510239403
1502,medium_variant,female,5yearly,2065,19.3613836382305
1502,medium_variant,male,5yearly,2065,28.62760041353
1502,medium_variant,female,5yearly,2070,18.0438056486539
1502,medium_variant,male,5yearly,2070,26.215479041645
1502,medium_variant,female,5yearly,2075,16.7897548553619
1502,medium_variant,male,5yearly,2075,23.9486635156723
1502,medium_variant,female,5yearly,2080,15.6579088895986
1502,medium_variant,male,5yearly,2080,21.930809205878
1502,medium_variant,female,5yearly,2085,14.5452254042779
1502,medium_variant,male,5yearly,2085,20.0316888169201
1502,medium_variant,female,5yearly,2090,13.4234935795695
1502,medium_variant,male,5yearly,2090,18.2380480044719
1502,medium_variant,female,5yearly,2095,12.3650278659865
1502,medium_variant,male,5yearly,2095,16.5676013991852
