region,variant,gender,freq,year,mortality15to50per1000aliveat15
901,estimates,female,5yearly,1950,82.2925719611589
901,estimates,male,5yearly,1950,121.735173299222
901,estimates,female,5yearly,1955,64.898786909871
901,estimates,male,5yearly,1955,105.121732449617
901,estimates,female,5yearly,1960,56.1273235819059
901,estimates,male,5yearly,1960,99.0915241707181
901,estimates,female,5yearly,1965,52.1204257382065
901,estimates,male,5yearly,1965,101.7645847145
901,estimates,female,5yearly,1970,48.6257798175735
901,estimates,male,5yearly,1970,103.857613559049
901,estimates,female,5yearly,1975,44.5826705930835
901,estimates,male,5yearly,1975,102.997540909723
901,estimates,female,5yearly,1980,41.0063233830487
901,estimates,male,5yearly,1980,98.3848669793701
901,estimates,female,5yearly,1985,37.1114168791614
901,estimates,male,5yearly,1985,86.4176438410013
901,estimates,female,5yearly,1990,38.4067787424107
901,estimates,male,5yearly,1990,98.0424297571336
901,estimates,female,5yearly,1995,38.6194947882458
901,estimates,male,5yearly,1995,98.1563867058247
901,estimates,female,5yearly,2000,38.4147838704201
901,estimates,male,5yearly,2000,97.2311020765791
901,estimates,female,5yearly,2005,35.6657196735538
901,estimates,male,5yearly,2005,86.4891461044678
901,estimates,female,5yearly,2010,31.1933230451772
901,estimates,male,5yearly,2010,69.954876418447
901,medium_variant,female,5yearly,2015,29.1409394327237
901,medium_variant,male,5yearly,2015,65.1097729504192
901,medium_variant,female,5yearly,2020,27.4808099921634
901,medium_variant,male,5yearly,2020,60.5200666092996
901,medium_variant,female,5yearly,2025,25.713187894651
901,medium_variant,male,5yearly,2025,55.343241601715
901,medium_variant,female,5yearly,2030,23.9487964082377
901,medium_variant,male,5yearly,2030,49.9377731784648
901,medium_variant,female,5yearly,2035,21.9945137912466
901,medium_variant,male,5yearly,2035,44.3901842118103
901,medium_variant,female,5yearly,2040,20.1971393715089
901,medium_variant,male,5yearly,2040,39.9765434351306
901,medium_variant,female,5yearly,2045,18.86249244325
901,medium_variant,male,5yearly,2045,37.0597930904368
901,medium_variant,female,5yearly,2050,17.7111981028973
901,medium_variant,male,5yearly,2050,34.7012154656516
901,medium_variant,female,5yearly,2055,16.5550799527412
901,medium_variant,male,5yearly,2055,32.1335768341987
901,medium_variant,female,5yearly,2060,15.2595504708597
901,medium_variant,male,5yearly,2060,29.3545294585658
901,medium_variant,female,5yearly,2065,13.9041870909653
901,medium_variant,male,5yearly,2065,26.474547452746
901,medium_variant,female,5yearly,2070,12.7152982673133
901,medium_variant,male,5yearly,2070,24.0313211364347
901,medium_variant,female,5yearly,2075,11.6536051401911
901,medium_variant,male,5yearly,2075,21.9513660521727
901,medium_variant,female,5yearly,2080,10.7408247759644
901,medium_variant,male,5yearly,2080,20.1630750061625
901,medium_variant,female,5yearly,2085,9.87626728862379
901,medium_variant,male,5yearly,2085,18.5276675559726
901,medium_variant,female,5yearly,2090,8.93743515999623
901,medium_variant,male,5yearly,2090,16.8769759333526
901,medium_variant,female,5yearly,2095,8.02886176061257
901,medium_variant,male,5yearly,2095,15.3166664951673
901,estimates,female,5yearly,Regi,More developed regions
901,estimates,male,5yearly,Regi,More developed regions
901,medium_variant,female,5yearly,Regi,More developed regions
901,medium_variant,male,5yearly,Regi,More developed regions
