region,variant,gender,freq,year,mortality15to50per1000aliveat15
927,estimates,female,5yearly,1950,61.299688265968
927,estimates,male,5yearly,1950,92.6570579636223
927,estimates,female,5yearly,1955,52.4703472520061
927,estimates,male,5yearly,1955,86.4230305040492
927,estimates,female,5yearly,1960,50.1215016843924
927,estimates,male,5yearly,1960,86.0845299853846
927,estimates,female,5yearly,1965,50.1199258092954
927,estimates,male,5yearly,1965,87.8138309365098
927,estimates,female,5yearly,1970,46.920133563388
927,estimates,male,5yearly,1970,83.6456283775202
927,estimates,female,5yearly,1975,40.8403164104255
927,estimates,male,5yearly,1975,77.3160657765565
927,estimates,female,5yearly,1980,34.5623592899056
927,estimates,male,5yearly,1980,66.190222789744
927,estimates,female,5yearly,1985,31.6307456222585
927,estimates,male,5yearly,1985,61.6657253962414
927,estimates,female,5yearly,1990,27.8052229140452
927,estimates,male,5yearly,1990,55.1027348974172
927,estimates,female,5yearly,1995,26.6044490169353
927,estimates,male,5yearly,1995,52.9793705238637
927,estimates,female,5yearly,2000,23.8141121836359
927,estimates,male,5yearly,2000,45.8075528038244
927,estimates,female,5yearly,2005,22.1067219909852
927,estimates,male,5yearly,2005,41.3522617956039
927,estimates,female,5yearly,2010,21.1186636914763
927,estimates,male,5yearly,2010,37.3066718197479
927,medium_variant,female,5yearly,2015,18.366637557384
927,medium_variant,male,5yearly,2015,31.2803217352099
927,medium_variant,female,5yearly,2020,16.7922070569782
927,medium_variant,male,5yearly,2020,28.0153968276541
927,medium_variant,female,5yearly,2025,15.3496482297786
927,medium_variant,male,5yearly,2025,25.4965919594414
927,medium_variant,female,5yearly,2030,13.9993355436849
927,medium_variant,male,5yearly,2030,23.4034111661775
927,medium_variant,female,5yearly,2035,12.7155444782939
927,medium_variant,male,5yearly,2035,21.5079480697249
927,medium_variant,female,5yearly,2040,11.4752522642712
927,medium_variant,male,5yearly,2040,19.6730548915005
927,medium_variant,female,5yearly,2045,10.3024877576502
927,medium_variant,male,5yearly,2045,18.040368798381
927,medium_variant,female,5yearly,2050,9.16812024698377
927,medium_variant,male,5yearly,2050,16.4612019661663
927,medium_variant,female,5yearly,2055,8.11610429504095
927,medium_variant,male,5yearly,2055,14.8947120818378
927,medium_variant,female,5yearly,2060,7.12704310338774
927,medium_variant,male,5yearly,2060,13.526524745881
927,medium_variant,female,5yearly,2065,6.25752689852799
927,medium_variant,male,5yearly,2065,12.1599962326298
927,medium_variant,female,5yearly,2070,5.40793779396764
927,medium_variant,male,5yearly,2070,10.8860786289138
927,medium_variant,female,5yearly,2075,4.6222934656367
927,medium_variant,male,5yearly,2075,9.67734288271316
927,medium_variant,female,5yearly,2080,3.90698600683759
927,medium_variant,male,5yearly,2080,8.56154785519358
927,medium_variant,female,5yearly,2085,3.29334157318462
927,medium_variant,male,5yearly,2085,7.50687661052529
927,medium_variant,female,5yearly,2090,2.71495640963271
927,medium_variant,male,5yearly,2090,6.55947881641317
927,medium_variant,female,5yearly,2095,2.19532245472376
927,medium_variant,male,5yearly,2095,5.64280990868693
