region,variant,gender,freq,year,mortality15to50per1000aliveat15
912,estimates,female,5yearly,1950,189.167398589765
912,estimates,male,5yearly,1950,229.979471290987
912,estimates,female,5yearly,1955,176.145004583682
912,estimates,male,5yearly,1955,216.079396067286
912,estimates,female,5yearly,1960,162.994567801857
912,estimates,male,5yearly,1960,200.089547780137
912,estimates,female,5yearly,1965,149.591105435788
912,estimates,male,5yearly,1965,184.316099926542
912,estimates,female,5yearly,1970,137.280655998558
912,estimates,male,5yearly,1970,170.12098078883
912,estimates,female,5yearly,1975,125.081358668703
912,estimates,male,5yearly,1975,155.551450183962
912,estimates,female,5yearly,1980,106.546669584998
912,estimates,male,5yearly,1980,137.753895993564
912,estimates,female,5yearly,1985,93.532558131134
912,estimates,male,5yearly,1985,122.924363726673
912,estimates,female,5yearly,1990,84.6041483718957
912,estimates,male,5yearly,1990,114.228559290438
912,estimates,female,5yearly,1995,78.1381942314153
912,estimates,male,5yearly,1995,107.622914365137
912,estimates,female,5yearly,2000,69.2572108281395
912,estimates,male,5yearly,2000,96.9031312651412
912,estimates,female,5yearly,2005,60.8404810308916
912,estimates,male,5yearly,2005,86.578253862467
912,estimates,female,5yearly,2010,53.6404235006324
912,estimates,male,5yearly,2010,77.365080312372
912,medium_variant,female,5yearly,2015,49.0940687483735
912,medium_variant,male,5yearly,2015,72.9916812069025
912,medium_variant,female,5yearly,2020,46.0824725549975
912,medium_variant,male,5yearly,2020,69.2775437750364
912,medium_variant,female,5yearly,2025,43.0139432221808
912,medium_variant,male,5yearly,2025,65.5181806134212
912,medium_variant,female,5yearly,2030,40.3406624441355
912,medium_variant,male,5yearly,2030,62.2447762847079
912,medium_variant,female,5yearly,2035,38.100736309118
912,medium_variant,male,5yearly,2035,59.1541501107246
912,medium_variant,female,5yearly,2040,35.9980703070079
912,medium_variant,male,5yearly,2040,56.1087181732584
912,medium_variant,female,5yearly,2045,33.7492605322254
912,medium_variant,male,5yearly,2045,52.8828451850289
912,medium_variant,female,5yearly,2050,31.2926820362149
912,medium_variant,male,5yearly,2050,49.0586853118038
912,medium_variant,female,5yearly,2055,28.9728590664684
912,medium_variant,male,5yearly,2055,45.1458896154981
912,medium_variant,female,5yearly,2060,27.0627928050681
912,medium_variant,male,5yearly,2060,41.8546063126817
912,medium_variant,female,5yearly,2065,25.6523238971006
912,medium_variant,male,5yearly,2065,38.9044309144871
912,medium_variant,female,5yearly,2070,24.2234816581304
912,medium_variant,male,5yearly,2070,35.9882651302313
912,medium_variant,female,5yearly,2075,22.6789444733889
912,medium_variant,male,5yearly,2075,33.0059838921443
912,medium_variant,female,5yearly,2080,21.0288515030703
912,medium_variant,male,5yearly,2080,29.8332351067369
912,medium_variant,female,5yearly,2085,19.4874269029541
912,medium_variant,male,5yearly,2085,26.6554464493682
912,medium_variant,female,5yearly,2090,18.077835831759
912,medium_variant,male,5yearly,2090,23.9291899771681
912,medium_variant,female,5yearly,2095,16.7061921436834
912,medium_variant,male,5yearly,2095,21.0792078763411
912,estimates,female,5yearly,Regi,Northern Africa
912,estimates,male,5yearly,Regi,Northern Africa
912,medium_variant,female,5yearly,Regi,Northern Africa
912,medium_variant,male,5yearly,Regi,Northern Africa
