region,variant,gender,freq,year,mortality15to50per1000aliveat15
947,estimates,female,5yearly,1950,329.831874746033
947,estimates,male,5yearly,1950,367.570449691241
947,estimates,female,5yearly,1955,309.54566333823
947,estimates,male,5yearly,1955,345.653645236187
947,estimates,female,5yearly,1960,289.059601213891
947,estimates,male,5yearly,1960,324.185026165352
947,estimates,female,5yearly,1965,271.335105258093
947,estimates,male,5yearly,1965,305.084944619729
947,estimates,female,5yearly,1970,251.258022508017
947,estimates,male,5yearly,1970,286.626690651028
947,estimates,female,5yearly,1975,234.062021233302
947,estimates,male,5yearly,1975,269.339662140303
947,estimates,female,5yearly,1980,223.054523929649
947,estimates,male,5yearly,1980,259.335203263265
947,estimates,female,5yearly,1985,217.199089630964
947,estimates,male,5yearly,1985,258.379358328564
947,estimates,female,5yearly,1990,231.627160767897
947,estimates,male,5yearly,1990,278.866635555821
947,estimates,female,5yearly,1995,260.460691949832
947,estimates,male,5yearly,1995,300.920303388375
947,estimates,female,5yearly,2000,279.164261703088
947,estimates,male,5yearly,2000,308.68907983705
947,estimates,female,5yearly,2005,242.118032454116
947,estimates,male,5yearly,2005,265.524480941864
947,estimates,female,5yearly,2010,188.940739058232
947,estimates,male,5yearly,2010,220.891386355736
947,medium_variant,female,5yearly,2015,160.679431367395
947,medium_variant,male,5yearly,2015,191.147581106837
947,medium_variant,female,5yearly,2020,144.034992301545
947,medium_variant,male,5yearly,2020,173.458107978626
947,medium_variant,female,5yearly,2025,127.456754217055
947,medium_variant,male,5yearly,2025,156.128200938556
947,medium_variant,female,5yearly,2030,112.141362625536
947,medium_variant,male,5yearly,2030,140.537443738581
947,medium_variant,female,5yearly,2035,98.9020514248635
947,medium_variant,male,5yearly,2035,127.436552204355
947,medium_variant,female,5yearly,2040,87.632840482635
947,medium_variant,male,5yearly,2040,116.571262809474
947,medium_variant,female,5yearly,2045,77.9545737671837
947,medium_variant,male,5yearly,2045,107.084494235618
947,medium_variant,female,5yearly,2050,69.7816373523767
947,medium_variant,male,5yearly,2050,99.4601451846614
947,medium_variant,female,5yearly,2055,63.1771277697762
947,medium_variant,male,5yearly,2055,92.8913810489582
947,medium_variant,female,5yearly,2060,57.5795486103446
947,medium_variant,male,5yearly,2060,86.9388421026189
947,medium_variant,female,5yearly,2065,52.631768561337
947,medium_variant,male,5yearly,2065,81.5995233911985
947,medium_variant,female,5yearly,2070,48.509729479006
947,medium_variant,male,5yearly,2070,76.7791038506421
947,medium_variant,female,5yearly,2075,44.8695391029653
947,medium_variant,male,5yearly,2075,72.4308691682565
947,medium_variant,female,5yearly,2080,41.927887903827
947,medium_variant,male,5yearly,2080,68.6051315251042
947,medium_variant,female,5yearly,2085,39.3197067910458
947,medium_variant,male,5yearly,2085,64.9682750335786
947,medium_variant,female,5yearly,2090,36.9063307184321
947,medium_variant,male,5yearly,2090,61.3943748727507
947,medium_variant,female,5yearly,2095,34.7011981514219
947,medium_variant,male,5yearly,2095,57.9524603457792
