country,variant,gender,freq,year,under40mortalityper1000livebirth
246,estimates,female,5yearly,1950,76.43451
246,estimates,male,5yearly,1950,116.37222
246,estimates,female,5yearly,1955,58.01394
246,estimates,male,5yearly,1955,95.1044400000001
246,estimates,female,5yearly,1960,44.3523600000001
246,estimates,male,5yearly,1960,82.24273
246,estimates,female,5yearly,1965,37.5732099999999
246,estimates,male,5yearly,1965,73.9043899999999
246,estimates,female,5yearly,1970,32.0356900000001
246,estimates,male,5yearly,1970,70.1048299999999
246,estimates,female,5yearly,1975,25.7083100000001
246,estimates,male,5yearly,1975,58.57
246,estimates,female,5yearly,1980,21.11946
246,estimates,male,5yearly,1980,49.09872
246,estimates,female,5yearly,1985,21.38052
246,estimates,male,5yearly,1985,50.8428399999999
246,estimates,female,5yearly,1990,19.7507099999999
246,estimates,male,5yearly,1990,46.9711100000001
246,estimates,female,5yearly,1995,17.02894
246,estimates,male,5yearly,1995,39.1932700000001
246,estimates,female,5yearly,2000,15.41322
246,estimates,male,5yearly,2000,34.9891800000001
246,estimates,female,5yearly,2005,13.95376
246,estimates,male,5yearly,2005,32.65373
246,estimates,female,5yearly,2010,13.0
246,estimates,male,5yearly,2010,27.11599
246,medium_variant,female,5yearly,2015,9.85367000000004
246,medium_variant,male,5yearly,2015,23.45852
246,medium_variant,female,5yearly,2020,8.9171400000001
246,medium_variant,male,5yearly,2020,20.81965
246,medium_variant,female,5yearly,2025,8.08980999999998
246,medium_variant,male,5yearly,2025,18.67865
246,medium_variant,female,5yearly,2030,7.30986999999994
246,medium_variant,male,5yearly,2030,17.09273
246,medium_variant,female,5yearly,2035,6.60302999999995
246,medium_variant,male,5yearly,2035,15.78218
246,medium_variant,female,5yearly,2040,5.94704000000001
246,medium_variant,male,5yearly,2040,14.63417
246,medium_variant,female,5yearly,2045,5.34308000000006
246,medium_variant,male,5yearly,2045,13.5678200000001
246,medium_variant,female,5yearly,2050,4.7910000000001
246,medium_variant,male,5yearly,2050,12.5863899999999
246,medium_variant,female,5yearly,2055,4.28907000000012
246,medium_variant,male,5yearly,2055,11.6564299999999
246,medium_variant,female,5yearly,2060,3.82311000000002
246,medium_variant,male,5yearly,2060,10.74968
246,medium_variant,female,5yearly,2065,3.3913000000001
246,medium_variant,male,5yearly,2065,9.94251000000002
246,medium_variant,female,5yearly,2070,2.99646999999992
246,medium_variant,male,5yearly,2070,9.13823000000002
246,medium_variant,female,5yearly,2075,2.63332999999999
246,medium_variant,male,5yearly,2075,8.37671000000006
246,medium_variant,female,5yearly,2080,2.29084000000002
246,medium_variant,male,5yearly,2080,7.6619899999999
246,medium_variant,female,5yearly,2085,1.99186000000007
246,medium_variant,male,5yearly,2085,6.98882000000001
246,medium_variant,female,5yearly,2090,1.72013999999998
246,medium_variant,male,5yearly,2090,6.3662699999999
246,medium_variant,female,5yearly,2095,1.46907000000007
246,medium_variant,male,5yearly,2095,5.78206999999997
246,estimates,female,5yearly,Regi,Finland
246,estimates,male,5yearly,Regi,Finland
246,medium_variant,female,5yearly,Regi,Finland
246,medium_variant,male,5yearly,Regi,Finland
