country,variant,gender,freq,year,under40mortalityper1000livebirth
24,estimates,female,5yearly,1950,574.02658
24,estimates,male,5yearly,1950,605.5942
24,estimates,female,5yearly,1955,557.09413
24,estimates,male,5yearly,1955,589.79144
24,estimates,female,5yearly,1960,534.68867
24,estimates,male,5yearly,1960,568.39862
24,estimates,female,5yearly,1965,506.95307
24,estimates,male,5yearly,1965,541.51093
24,estimates,female,5yearly,1970,479.50685
24,estimates,male,5yearly,1970,513.50761
24,estimates,female,5yearly,1975,452.38234
24,estimates,male,5yearly,1975,487.21019
24,estimates,female,5yearly,1980,436.28331
24,estimates,male,5yearly,1980,478.96675
24,estimates,female,5yearly,1985,426.92843
24,estimates,male,5yearly,1985,472.12707
24,estimates,female,5yearly,1990,413.66258
24,estimates,male,5yearly,1990,465.31606
24,estimates,female,5yearly,1995,380.92043
24,estimates,male,5yearly,1995,431.52702
24,estimates,female,5yearly,2000,308.89268
24,estimates,male,5yearly,2000,365.14615
24,estimates,female,5yearly,2005,236.44869
24,estimates,male,5yearly,2005,293.0352
24,estimates,female,5yearly,2010,178.94431
24,estimates,male,5yearly,2010,237.95841
24,medium_variant,female,5yearly,2015,159.60551
24,medium_variant,male,5yearly,2015,218.99096
24,medium_variant,female,5yearly,2020,142.09879
24,medium_variant,male,5yearly,2020,202.0646
24,medium_variant,female,5yearly,2025,126.57194
24,medium_variant,male,5yearly,2025,187.39272
24,medium_variant,female,5yearly,2030,112.83565
24,medium_variant,male,5yearly,2030,174.33867
24,medium_variant,female,5yearly,2035,100.8606
24,medium_variant,male,5yearly,2035,162.82756
24,medium_variant,female,5yearly,2040,90.6036299999999
24,medium_variant,male,5yearly,2040,153.07684
24,medium_variant,female,5yearly,2045,81.6090399999999
24,medium_variant,male,5yearly,2045,144.35722
24,medium_variant,female,5yearly,2050,74.3068499999999
24,medium_variant,male,5yearly,2050,136.13257
24,medium_variant,female,5yearly,2055,68.7091499999999
24,medium_variant,male,5yearly,2055,128.89052
24,medium_variant,female,5yearly,2060,63.6453599999999
24,medium_variant,male,5yearly,2060,122.01683
24,medium_variant,female,5yearly,2065,59.09082
24,medium_variant,male,5yearly,2065,115.23355
24,medium_variant,female,5yearly,2070,55.6961100000001
24,medium_variant,male,5yearly,2070,108.77681
24,medium_variant,female,5yearly,2075,52.5985499999999
24,medium_variant,male,5yearly,2075,102.06307
24,medium_variant,female,5yearly,2080,49.6555000000001
24,medium_variant,male,5yearly,2080,95.4398799999999
24,medium_variant,female,5yearly,2085,47.03775
24,medium_variant,male,5yearly,2085,89.44396
24,medium_variant,female,5yearly,2090,44.7751799999999
24,medium_variant,male,5yearly,2090,83.24925
24,medium_variant,female,5yearly,2095,42.69258
24,medium_variant,male,5yearly,2095,77.1593399999999
24,estimates,female,5yearly,Regi,Angola
24,estimates,male,5yearly,Regi,Angola
24,medium_variant,female,5yearly,Regi,Angola
24,medium_variant,male,5yearly,Regi,Angola
