country,variant,gender,freq,year,under40mortalityper1000livebirth
414,estimates,female,5yearly,1950,271.72
414,estimates,male,5yearly,1950,287.78857
414,estimates,female,5yearly,1955,203.27
414,estimates,male,5yearly,1955,221.30446
414,estimates,female,5yearly,1960,149.63
414,estimates,male,5yearly,1960,168.83
414,estimates,female,5yearly,1965,110.67
414,estimates,male,5yearly,1965,131.38
414,estimates,female,5yearly,1970,82.72
414,estimates,male,5yearly,1970,104.45
414,estimates,female,5yearly,1975,63.36
414,estimates,male,5yearly,1975,84.1499999999999
414,estimates,female,5yearly,1980,46.54
414,estimates,male,5yearly,1980,64.73
414,estimates,female,5yearly,1985,34.4
414,estimates,male,5yearly,1985,50.36
414,estimates,female,5yearly,1990,28.7500000000001
414,estimates,male,5yearly,1990,43.77
414,estimates,female,5yearly,1995,26.04
414,estimates,male,5yearly,1995,40.7999999999999
414,estimates,female,5yearly,2000,24.82
414,estimates,male,5yearly,2000,39.5
414,estimates,female,5yearly,2005,23.93
414,estimates,male,5yearly,2005,38.14
414,estimates,female,5yearly,2010,21.2893399999999
414,estimates,male,5yearly,2010,35.72935
414,medium_variant,female,5yearly,2015,18.78647
414,medium_variant,male,5yearly,2015,33.37128
414,medium_variant,female,5yearly,2020,17.0480199999999
414,medium_variant,male,5yearly,2020,31.0740700000001
414,medium_variant,female,5yearly,2025,15.62705
414,medium_variant,male,5yearly,2025,28.88567
414,medium_variant,female,5yearly,2030,14.40731
414,medium_variant,male,5yearly,2030,26.8245500000001
414,medium_variant,female,5yearly,2035,13.3194500000001
414,medium_variant,male,5yearly,2035,24.7703599999999
414,medium_variant,female,5yearly,2040,12.3729300000001
414,medium_variant,male,5yearly,2040,22.7408299999999
414,medium_variant,female,5yearly,2045,11.5813400000001
414,medium_variant,male,5yearly,2045,20.8191400000001
414,medium_variant,female,5yearly,2050,10.9405800000001
414,medium_variant,male,5yearly,2050,19.01818
414,medium_variant,female,5yearly,2055,10.3800599999999
414,medium_variant,male,5yearly,2055,17.31602
414,medium_variant,female,5yearly,2060,9.88215999999997
414,medium_variant,male,5yearly,2060,15.7448099999999
414,medium_variant,female,5yearly,2065,9.40202999999995
414,medium_variant,male,5yearly,2065,14.2151300000001
414,medium_variant,female,5yearly,2070,8.96651999999998
414,medium_variant,male,5yearly,2070,12.92726
414,medium_variant,female,5yearly,2075,8.55626000000009
414,medium_variant,male,5yearly,2075,11.72357
414,medium_variant,female,5yearly,2080,8.16811000000006
414,medium_variant,male,5yearly,2080,10.68629
414,medium_variant,female,5yearly,2085,7.81984999999996
414,medium_variant,male,5yearly,2085,9.69384000000007
414,medium_variant,female,5yearly,2090,7.47217999999994
414,medium_variant,male,5yearly,2090,8.84985000000005
414,medium_variant,female,5yearly,2095,7.19389999999998
414,medium_variant,male,5yearly,2095,8.10407999999996
