country,variant,gender,freq,year,under40mortalityper1000livebirth
466,estimates,female,5yearly,1950,647.8504
466,estimates,male,5yearly,1950,661.22742
466,estimates,female,5yearly,1955,633.60429
466,estimates,male,5yearly,1955,646.30432
466,estimates,female,5yearly,1960,621.30756
466,estimates,male,5yearly,1960,640.22227
466,estimates,female,5yearly,1965,589.25434
466,estimates,male,5yearly,1965,606.23754
466,estimates,female,5yearly,1970,540.51245
466,estimates,male,5yearly,1970,555.27415
466,estimates,female,5yearly,1975,491.07535
466,estimates,male,5yearly,1975,504.13798
466,estimates,female,5yearly,1980,439.30599
466,estimates,male,5yearly,1980,449.28099
466,estimates,female,5yearly,1985,401.25401
466,estimates,male,5yearly,1985,412.87704
466,estimates,female,5yearly,1990,372.19929
466,estimates,male,5yearly,1990,387.7791
466,estimates,female,5yearly,1995,370.1386
466,estimates,male,5yearly,1995,384.87492
466,estimates,female,5yearly,2000,327.88691
466,estimates,male,5yearly,2000,341.07493
466,estimates,female,5yearly,2005,273.87555
466,estimates,male,5yearly,2005,285.25733
466,estimates,female,5yearly,2010,244.23262
466,estimates,male,5yearly,2010,254.79821
466,medium_variant,female,5yearly,2015,209.50236
466,medium_variant,male,5yearly,2015,222.83219
466,medium_variant,female,5yearly,2020,180.0619
466,medium_variant,male,5yearly,2020,194.5521
466,medium_variant,female,5yearly,2025,155.32013
466,medium_variant,male,5yearly,2025,171.23822
466,medium_variant,female,5yearly,2030,132.85761
466,medium_variant,male,5yearly,2030,151.92706
466,medium_variant,female,5yearly,2035,114.61168
466,medium_variant,male,5yearly,2035,136.36262
466,medium_variant,female,5yearly,2040,99.11752
466,medium_variant,male,5yearly,2040,123.84633
466,medium_variant,female,5yearly,2045,86.31389
466,medium_variant,male,5yearly,2045,113.19742
466,medium_variant,female,5yearly,2050,76.3975100000001
466,medium_variant,male,5yearly,2050,104.57727
466,medium_variant,female,5yearly,2055,67.953
466,medium_variant,male,5yearly,2055,96.88512
466,medium_variant,female,5yearly,2060,60.7298399999999
466,medium_variant,male,5yearly,2060,90.36785
466,medium_variant,female,5yearly,2065,54.3635
466,medium_variant,male,5yearly,2065,84.5501700000001
466,medium_variant,female,5yearly,2070,48.97826
466,medium_variant,male,5yearly,2070,78.85199
466,medium_variant,female,5yearly,2075,44.17724
466,medium_variant,male,5yearly,2075,75.58374
466,medium_variant,female,5yearly,2080,41.3100900000001
466,medium_variant,male,5yearly,2080,71.8525
466,medium_variant,female,5yearly,2085,38.88398
466,medium_variant,male,5yearly,2085,68.5295500000001
466,medium_variant,female,5yearly,2090,36.58921
466,medium_variant,male,5yearly,2090,65.08497
466,medium_variant,female,5yearly,2095,34.5815399999999
466,medium_variant,male,5yearly,2095,61.5043399999999
466,estimates,female,5yearly,Regi,Mali
466,estimates,male,5yearly,Regi,Mali
466,medium_variant,female,5yearly,Regi,Mali
466,medium_variant,male,5yearly,Regi,Mali
