country,variant,gender,freq,year,under40mortalityper1000livebirth
84,estimates,female,5yearly,1950,229.82066
84,estimates,male,5yearly,1950,254.15761
84,estimates,female,5yearly,1955,197.98814
84,estimates,male,5yearly,1955,220.05395
84,estimates,female,5yearly,1960,169.31499
84,estimates,male,5yearly,1960,187.85294
84,estimates,female,5yearly,1965,140.94184
84,estimates,male,5yearly,1965,151.10781
84,estimates,female,5yearly,1970,116.96984
84,estimates,male,5yearly,1970,128.49944
84,estimates,female,5yearly,1975,95.81946
84,estimates,male,5yearly,1975,118.10448
84,estimates,female,5yearly,1980,75.6502400000001
84,estimates,male,5yearly,1980,98.3452899999999
84,estimates,female,5yearly,1985,65.12187
84,estimates,male,5yearly,1985,88.09391
84,estimates,female,5yearly,1990,75.9830800000001
84,estimates,male,5yearly,1990,104.99202
84,estimates,female,5yearly,1995,64.67553
84,estimates,male,5yearly,1995,102.15439
84,estimates,female,5yearly,2000,61.8833400000001
84,estimates,male,5yearly,2000,104.31636
84,estimates,female,5yearly,2005,54.93479
84,estimates,male,5yearly,2005,89.7957300000001
84,estimates,female,5yearly,2010,51.31702
84,estimates,male,5yearly,2010,87.02096
84,medium_variant,female,5yearly,2015,43.15987
84,medium_variant,male,5yearly,2015,77.37209
84,medium_variant,female,5yearly,2020,36.4422599999999
84,medium_variant,male,5yearly,2020,68.97909
84,medium_variant,female,5yearly,2025,33.04373
84,medium_variant,male,5yearly,2025,61.64518
84,medium_variant,female,5yearly,2030,30.06307
84,medium_variant,male,5yearly,2030,57.4167799999999
84,medium_variant,female,5yearly,2035,27.4950500000001
84,medium_variant,male,5yearly,2035,53.37451
84,medium_variant,female,5yearly,2040,25.2237200000001
84,medium_variant,male,5yearly,2040,49.22814
84,medium_variant,female,5yearly,2045,23.2368700000001
84,medium_variant,male,5yearly,2045,45.25052
84,medium_variant,female,5yearly,2050,21.51103
84,medium_variant,male,5yearly,2050,41.39288
84,medium_variant,female,5yearly,2055,19.93535
84,medium_variant,male,5yearly,2055,37.7025
84,medium_variant,female,5yearly,2060,18.62947
84,medium_variant,male,5yearly,2060,34.04723
84,medium_variant,female,5yearly,2065,17.3764
84,medium_variant,male,5yearly,2065,30.51702
84,medium_variant,female,5yearly,2070,16.23495
84,medium_variant,male,5yearly,2070,27.33251
84,medium_variant,female,5yearly,2075,15.1836500000001
84,medium_variant,male,5yearly,2075,24.32722
84,medium_variant,female,5yearly,2080,14.1842299999999
84,medium_variant,male,5yearly,2080,21.70462
84,medium_variant,female,5yearly,2085,13.32087
84,medium_variant,male,5yearly,2085,19.24106
84,medium_variant,female,5yearly,2090,12.46034
84,medium_variant,male,5yearly,2090,17.08228
84,medium_variant,female,5yearly,2095,11.68349
84,medium_variant,male,5yearly,2095,15.23918
84,estimates,female,5yearly,Regi,Belize
84,estimates,male,5yearly,Regi,Belize
84,medium_variant,female,5yearly,Regi,Belize
84,medium_variant,male,5yearly,Regi,Belize
